lineargazeTimestamp;lineargazeXPos;lineargazeYPos;lineargazenewCorr;lineargazesmoothCorr
5.784;0.4944073;0.2151896
5.786;0.4944786;0.215416
5.788;0.494534;0.2155522
5.805;0.4942192;0.21513
5.784;0.4944073;0.2151896;;
5.786;0.4944786;0.215416;;
5.788;0.494534;0.2155522;;
5.805;0.4942192;0.21513;;
5.828;0.4937366;0.2140918
5.83;0.4931769;0.2124578
5.853;0.4927152;0.2106174
5.854;0.4926264;0.2092679
5.855;0.4927143;0.2083991
5.876;0.492814;0.2078122
5.877;0.4928893;0.2072813
5.897;0.4930669;0.2066581
5.898;0.4932215;0.2061185
5.784;0.4944073;0.2151896;;
5.786;0.4944786;0.215416;;
5.788;0.494534;0.2155522;;
5.805;0.4942192;0.21513;;
5.828;0.4937366;0.2140918;;
5.83;0.4931769;0.2124578;;
5.853;0.4927152;0.2106174;;
5.854;0.4926264;0.2092679;;
5.855;0.4927143;0.2083991;;
5.876;0.492814;0.2078122;;
5.877;0.4928893;0.2072813;;
5.897;0.4930669;0.2066581;;
5.898;0.4932215;0.2061185;;
5.918;0.4936131;0.2057859
5.94;0.4939188;0.2058724
5.941;0.4941989;0.206354
5.962;0.4942286;0.2067334
5.964;0.4939875;0.2072387
5.965;0.4938804;0.207554
5.984;0.4936175;0.2078044
5.784;0.4944073;0.2151896;;
5.786;0.4944786;0.215416;;
5.788;0.494534;0.2155522;;
5.805;0.4942192;0.21513;;
5.828;0.4937366;0.2140918;;
5.83;0.4931769;0.2124578;;
5.853;0.4927152;0.2106174;;
5.854;0.4926264;0.2092679;;
5.855;0.4927143;0.2083991;;
5.876;0.492814;0.2078122;;
5.877;0.4928893;0.2072813;;
5.897;0.4930669;0.2066581;;
5.898;0.4932215;0.2061185;;
5.918;0.4936131;0.2057859;;
5.94;0.4939188;0.2058724;;
5.941;0.4941989;0.206354;;
5.962;0.4942286;0.2067334;;
5.964;0.4939875;0.2072387;;
5.965;0.4938804;0.207554;;
5.984;0.4936175;0.2078044;;
6.004;0.4934277;0.2083272
6.005;0.4933117;0.209084
6.025;0.4929282;0.2101372
6.027;0.4924413;0.2112041
6.046;0.4921165;0.2121642
5.784;0.4944073;0.2151896;;
5.786;0.4944786;0.215416;;
5.788;0.494534;0.2155522;;
5.805;0.4942192;0.21513;;
5.828;0.4937366;0.2140918;;
5.83;0.4931769;0.2124578;;
5.853;0.4927152;0.2106174;;
5.854;0.4926264;0.2092679;;
