lineargazeTimestamp;lineargazeXPos;lineargazeYPos;lineargazenewCorr;lineargazesmoothCorr
8.73;-2.005106;3.183467
8.763;-1.923808;2.993001
8.764;-1.82882;2.787241
8.766;-1.796792;2.698236
8.73;-2.005106;3.183467;;
8.763;-1.923808;2.993001;;
8.764;-1.82882;2.787241;;
8.766;-1.796792;2.698236;;
8.798;-1.780422;2.663867
8.799;-1.775601;2.659106
8.8;-1.782374;2.666101
8.832;-1.790971;2.676112
8.834;-1.79873;2.685029
8.73;-2.005106;3.183467;;
8.763;-1.923808;2.993001;;
8.764;-1.82882;2.787241;;
8.766;-1.796792;2.698236;;
8.798;-1.780422;2.663867;;
8.799;-1.775601;2.659106;;
8.8;-1.782374;2.666101;;
8.832;-1.790971;2.676112;;
8.834;-1.79873;2.685029;;
8.901;-1.568867;2.421606
8.73;-2.005106;3.183467;;
8.763;-1.923808;2.993001;;
8.764;-1.82882;2.787241;;
8.766;-1.796792;2.698236;;
8.798;-1.780422;2.663867;;
8.799;-1.775601;2.659106;;
8.8;-1.782374;2.666101;;
8.832;-1.790971;2.676112;;
8.834;-1.79873;2.685029;;
8.901;-1.568867;2.421606;;
8.968;-1.441199;2.256798
8.969;-1.093294;1.924747
8.73;-2.005106;3.183467;;
8.763;-1.923808;2.993001;;
8.764;-1.82882;2.787241;;
8.766;-1.796792;2.698236;;
8.798;-1.780422;2.663867;;
8.799;-1.775601;2.659106;;
8.8;-1.782374;2.666101;;
8.832;-1.790971;2.676112;;
8.834;-1.79873;2.685029;;
8.901;-1.568867;2.421606;;
8.968;-1.441199;2.256798;;
8.969;-1.093294;1.924747;;
8.73;-2.005106;3.183467;;
8.763;-1.923808;2.993001;;
8.764;-1.82882;2.787241;;
8.766;-1.796792;2.698236;;
8.798;-1.780422;2.663867;;
8.799;-1.775601;2.659106;;
8.8;-1.782374;2.666101;;
8.832;-1.790971;2.676112;;
8.834;-1.79873;2.685029;;
8.901;-1.568867;2.421606;;
8.968;-1.441199;2.256798;;
8.969;-1.093294;1.924747;;
8.73;-2.005106;3.183467;;
8.763;-1.923808;2.993001;;
8.764;-1.82882;2.787241;;
8.766;-1.796792;2.698236;;
8.798;-1.780422;2.663867;;
8.799;-1.775601;2.659106;;
8.8;-1.782374;2.666101;;
8.832;-1.790971;2.676112;;
8.834;-1.79873;2.685029;;
8.901;-1.568867;2.421606;;
8.968;-1.441199;2.256798;;
8.969;-1.093294;1.924747;;
8.73;-2.005106;3.183467;;
8.763;-1.923808;2.993001;;
8.764;-1.82882;2.787241;;
8.766;-1.796792;2.698236;;
