timestamp;selectionTime;selectedObject;selectedSizeDeg;targetMeteor;targetSizeDeg;correct?;correlationToIntendedObject;distanceToIntendedObject;radius;center;size;counterThreshold;correlationThreshold;correlationAverageWindow;correlationFrequency;w
47.2262987;15.3963903;18;6.13195261256225;18;6.13195261256225;True;1;0;1.386898;(1.2, -0.2, 6.2);(254.3, 303.8);20;0.6;900;0.08;300
98.1902295;47.9639875;1;7.28588102041588;1;7.28588102041588;True;1;0;2.389033;(1.6, 2.2, 5.2);(231.4, 460.2);20;0.6;900;0.08;300
117.9034217;16.7202582;6;5.8255731064264;11;5.80816686481065;False;0.999904302157497;1.640767;1.416449;(0.2, 0.5, 6.5);(328.4, 507.7);20;0.6;900;0.08;300
133.8910651;13.0047462;11;5.80816686481065;11;5.80816686481065;True;1;0;1.046265;(0.3, 2.5, 6.6);(229.0, 577.5);20;0.6;900;0.08;300
143.8317676;6.9497835;3;7.28588102041588;3;7.28588102041588;True;1;0;2.389033;(1.6, 2.2, 5.2);(207.9, 531.5);20;0.6;900;0.08;300
151.3555887;4.5314982;19;9.06077036136731;19;9.06077036136731;True;1;0;1.415161;(-0.5, 0.0, 4.2);(548.9, 492.2);20;0.6;900;0.08;300
180.3821894;26.0305464;2;7.28588102041588;2;7.28588102041588;True;1;0;2.389033;(1.6, 2.2, 5.2);(204.0, 530.7);20;0.6;900;0.08;300
