largeCube3Timestamp;largeCube3XPos;largeCube3YPos;largeCube3newCorr;largeCube3smoothCorr
0;;;0;0
0.4040695;;;0;0
0.7143901;;;0;0
1.0171909;;;0;0
1.32701;;;0;0
1.6373312;;;0;0
1.9411349;;;0;0
2.173;1.570211;2.5;;
2.235;1.435909;2.5;;
2.2429331;;;-0.5;-0.166666666666667
2.276;1.370001;2.5;;
2.278;1.347079;2.5;;
2.278;1.347079;2.5;;
2.297;1.323766;2.5;;
2.297;1.323766;2.5;;
2.298;1.323766;2.5;;
2.301;1.29538;2.5;;
2.318;1.280084;2.5;;
2.318;1.279805;2.5;;
2.319;1.279663;2.5;;
2.319;1.279639;2.5;;
2.338;1.235744;2.5;;
2.34;1.235178;2.5;;
2.34;1.235178;2.5;;
2.36;1.190838;2.5;;
2.36;1.190469;2.5;;
2.361;1.190282;2.5;;
2.362;1.190282;2.5;;
2.381;1.146078;2.5;;
2.382;1.145608;2.5;;
2.402;1.1016;2.5;;
2.403;1.101245;2.5;;
2.404;1.101076;2.5;;
2.426;1.057912;2.5;;
2.427;1.056822;2.5;;
2.428;1.056525;2.5;;
2.445;1.034814;2.5;;
2.462;0.9798267;2.5;;
2.472;0.9502276;2.5;;
2.489;0.9233398;2.5;;
2.491;0.922399;2.5;;
2.512;0.8779642;2.5;;
2.513;0.8775475;2.5;;
2.534;0.8334938;2.5;;
2.535;0.832967;2.5;;
2.536;0.832967;2.5;;
2.5447315;;;-0.205797027258094;-0.235265675752698
2.534;0.8334938;2.5;;
2.535;0.832967;2.5;;
2.536;0.832967;2.5;;
2.556;0.8101626;2.5;;
2.557;0.788326;2.5;;
2.558;0.788326;2.5;;
2.577;0.7653416;2.5;;
2.578;0.7651321;2.5;;
2.579;0.7498928;2.5;;
2.597;0.7208749;2.5;;
2.598;0.7208749;2.5;;
2.599;0.7208749;2.5;;
2.618;0.6647053;2.5;;
2.618;0.664394;2.5;;
2.639;0.6323757;2.5;;
2.64;0.6320871;2.5;;
2.705;0.4982982;2.5;;
2.725;0.4535116;2.5;;
2.726;0.4530655;2.5;;
2.747;0.4084614;2.5;;
2.748;0.4084614;2.5;;
2.748;0.4084614;2.5;;
2.768;0.3526447;2.5;;
2.77;0.3520435;2.5;;
2.789;0.3418643;2.5;;
2.789;0.3418053;2.5;;
2.79;0.3272726;2.5;;
2.791;0.3204866;2.5;;
2.809;0.2965753;2.5;;
2.81;0.2965753;2.5;;
