small (2)Cube2Timestamp;small (2)Cube2XPos;small (2)Cube2YPos;small (2)Cube2newCorr;small (2)Cube2smoothCorr
0;;;0;0
0.3990553;;;0;0
0.702859;;;0;0
1.0041557;;;0;0
1.3079592;;;0;0
1.6192829;;;0;0
1.9210829;;;0;0
2.152;2.346249;-1;;
2.168;2.297356;-1;;
2.189;2.231659;-1;;
2.19;2.231124;-1;;
2.191;2.230955;-1;;
2.21;2.197757;-1;;
2.211;2.170143;-1;;
2.212;2.165698;-1;;
2.213;2.164387;-1;;
2.221877;;;-0.437924002301254;-0.145974667433751
2.21;2.197757;-1;;
2.211;2.170143;-1;;
2.212;2.165698;-1;;
2.213;2.164387;-1;;
2.231;2.129855;-1;;
2.232;2.129462;-1;;
2.233;2.129401;-1;;
2.234;2.105875;-1;;
2.252;2.063895;-1;;
2.253;2.063468;-1;;
2.253;2.063399;-1;;
2.273;1.997226;-1;;
2.273;1.996796;-1;;
2.274;1.996488;-1;;
2.274;1.996436;-1;;
2.275;1.996395;-1;;
2.294;1.96324;-1;;
2.294;1.962993;-1;;
2.314;1.862731;-1;;
2.315;1.861773;-1;;
2.316;1.861498;-1;;
2.317;1.861498;-1;;
2.335;1.79587;-1;;
2.335;1.795292;-1;;
2.336;1.795025;-1;;
2.337;1.794953;-1;;
2.365;1.728033;-1;;
2.366;1.728033;-1;;
2.367;1.728033;-1;;
2.368;1.728033;-1;;
2.377;1.695644;-1;;
2.379;1.6601;-1;;
2.379;1.65925;-1;;
2.398;1.627513;-1;;
2.399;1.627174;-1;;
2.4;1.62711;-1;;
2.401;1.603861;-1;;
2.419;1.561267;-1;;
2.419;1.561041;-1;;
2.42;1.560767;-1;;
2.42;1.560662;-1;;
2.439;1.493867;-1;;
2.44;1.493867;-1;;
2.441;1.493867;-1;;
2.461;1.409822;-1;;
2.462;1.409019;-1;;
2.482;1.360056;-1;;
2.483;1.359549;-1;;
2.484;1.359475;-1;;
2.503;1.293393;-1;;
2.504;1.292671;-1;;
2.5236757;;;0.432396426268362;-0.00184252534429737
2.525;1.226528;-1;;
2.526;1.225854;-1;;
2.545;1.192276;-1;;
2.546;1.165469;-1;;
2.547;1.160025;-1;;
2.567;1.12511;-1;;
2.568;1.124749;-1;;
2.587;1.057903;-1;;
2.588;1.057286;-1;;
2.608;0.9912969;-1;;
2.61;0.9905617;-1;;
2.611;0.9904914;-1;;
2.631;0.9251609;-1;;
2.631;0.9243302;-1;;
2.704;0.6892291;-1;;
2.706;0.6892291;-1;;
2.706;0.6892291;-1;;
2.707;0.6892291;-1;;
2.708;0.6892291;-1;;
2.709;0.6892291;-1;;
2.71;0.6892291;-1;;
2.71;0.6892291;-1;;
2.711;0.6892291;-1;;
2.727;0.622977;-1;;
2.728;0.6221504;-1;;
2.729;0.6219798;-1;;
2.748;0.5552862;-1;;
2.749;0.5545807;-1;;
2.77;0.4703932;-1;;
2.77;0.4693683;-1;;
2.771;0.4693683;-1;;
2.79;0.4546767;-1;;
2.791;0.4546767;-1;;
2.811;0.3871894;-1;;
2.815;0.3871894;-1;;
2.8194577;;;0.488572832109258;0.161015085358789
2.811;0.3871894;-1;;
2.815;0.3871894;-1;;
2.827;0.3248214;-1;;
2.832;0.3056918;-1;;
2.833;0.3050083;-1;;
2.852;0.2544179;-1;;
2.853;0.2538676;-1;;
2.854;0.2537615;-1;;
2.874;0.1865961;-1;;
2.876;0.1865961;-1;;
2.896;0.1203448;-1;;
2.896;0.1198264;-1;;
2.897;0.119578;-1;;
2.898;0.1195096;-1;;
2.917;0.08603346;-1;;
2.917;0.08603346;-1;;
2.918;0.08603346;-1;;
2.919;0.08603346;-1;;
2.939;-0.01617399;-1;;
2.94;-0.01617398;-1;;
2.961;-0.08182256;-1;;
2.962;-0.08182255;-1;;
2.963;-0.08182255;-1;;
2.982;-0.1480216;-1;;
2.983;-0.1487315;-1;;
2.984;-0.1488437;-1;;
3.004;-0.2149235;-1;;
3.005;-0.2155272;-1;;
3.005;-0.215744;-1;;
3.024;-0.2492953;-1;;
3.025;-0.2492953;-1;;
3.044;-0.3155323;-1;;
3.045;-0.3161885;-1;;
3.046;-0.3163933;-1;;
3.046;-0.3163933;-1;;
3.065;-0.3832897;-1;;
3.066;-0.383978;-1;;
3.066;-0.3840965;-1;;
3.086;-0.468407;-1;;
3.087;-0.469468;-1;;
3.087;-0.469468;-1;;
3.106;-0.5168653;-1;;
3.107;-0.5173501;-1;;
3.108;-0.5174755;-1;;
3.108;-0.5174755;-1;;
3.127272;;;0.485054204726894;0.468674487701505
3.128;-0.5840768;-1;;
3.129;-0.5840768;-1;;
3.129;-0.5840768;-1;;
3.15;-0.6507296;-1;;
3.15;-0.6509308;-1;;
3.151;-0.6514268;-1;;
3.152;-0.651507;-1;;
3.171;-0.6854195;-1;;
3.172;-0.7095559;-1;;
3.172;-0.712957;-1;;
3.173;-0.7190162;-1;;
3.192;-0.7518753;-1;;
3.193;-0.7518753;-1;;
3.212;-0.8173427;-1;;
3.214;-0.8188162;-1;;
3.214;-0.8189218;-1;;
3.215;-0.8190094;-1;;
3.216;-0.8190226;-1;;
3.235;-0.8855706;-1;;
3.236;-0.8862959;-1;;
3.237;-0.8864018;-1;;
3.256;-0.9515947;-1;;
3.265;-0.9845029;-1;;
3.266;-0.9855727;-1;;
3.268;-0.9861742;-1;;
3.276;-1.030552;-1;;
3.277;-1.03159;-1;;
3.278;-1.031874;-1;;
3.279;-1.031874;-1;;
3.298;-1.08706;-1;;
3.298;-1.08706;-1;;
3.299;-1.08706;-1;;
3.299;-1.08706;-1;;
3.318;-1.154903;-1;;
3.319;-1.154903;-1;;
3.32;-1.154903;-1;;
3.32;-1.154903;-1;;
3.339;-1.219655;-1;;
3.34;-1.220704;-1;;
3.34;-1.220957;-1;;
3.342;-1.221283;-1;;
3.361;-1.254682;-1;;
3.362;-1.288162;-1;;
3.363;-1.288162;-1;;
3.382;-1.321387;-1;;
3.382;-1.321583;-1;;
3.384;-1.3218;-1;;
3.385;-1.321824;-1;;
3.403;-1.406672;-1;;
3.403;-1.407273;-1;;
3.404;-1.407771;-1;;
3.424;-1.45538;-1;;
3.425;-1.455983;-1;;
3.425;-1.455983;-1;;
3.426;-1.455983;-1;;
3.428569;;;0.498199246044935;0.490608760960362
3.424;-1.45538;-1;;
3.425;-1.455983;-1;;
3.425;-1.455983;-1;;
3.426;-1.455983;-1;;
3.445;-1.522282;-1;;
3.445;-1.522803;-1;;
3.446;-1.523163;-1;;
3.447;-1.523163;-1;;
3.466;-1.589906;-1;;
3.467;-1.589906;-1;;
3.467;-1.589906;-1;;
3.468;-1.589906;-1;;
3.487;-1.657449;-1;;
3.487;-1.657449;-1;;
3.488;-1.657449;-1;;
3.489;-1.657449;-1;;
3.508;-1.722809;-1;;
3.508;-1.722901;-1;;
3.509;-1.723538;-1;;
3.51;-1.723693;-1;;
3.529;-1.75738;-1;;
3.53;-1.780973;-1;;
3.549;-1.825017;-1;;
3.55;-1.825441;-1;;
3.552;-1.825574;-1;;
3.553;-1.861632;-1;;
3.57;-1.892174;-1;;
3.571;-1.892502;-1;;
3.572;-1.892588;-1;;
3.572;-1.89262;-1;;
3.591;-1.958963;-1;;
3.592;-1.958963;-1;;
3.593;-1.958963;-1;;
3.594;-1.958963;-1;;
3.612;-2.024751;-1;;
3.613;-2.025439;-1;;
3.614;-2.025653;-1;;
3.615;-2.025653;-1;;
3.633;-2.09266;-1;;
3.633;-2.09266;-1;;
3.634;-2.09266;-1;;
3.635;-2.09266;-1;;
3.653;-2.158617;-1;;
3.654;-2.159322;-1;;
3.675;-2.226185;-1;;
3.676;-2.226821;-1;;
3.676;-2.226928;-1;;
3.698;-2.260218;-1;;
3.721;-2.373179;-1;;
3.722;-2.374061;-1;;
3.7303672;;;0.166617173853831;0.383290208208553
3.743;-2.42695;-1;;
3.744;-2.427413;-1;;
3.744;-2.427592;-1;;
3.764;-2.495256;-1;;
3.765;-2.495256;-1;;
3.766;-2.495256;-1;;
3.787;-2.562068;-1;;
3.788;-2.562068;-1;;
3.788;-2.562068;-1;;
3.789;-2.562068;-1;;
3.81;-2.627607;-1;;
3.81;-2.627822;-1;;
3.812;-2.629204;-1;;
3.812;-2.629204;-1;;
3.832;-2.694093;-1;;
3.833;-2.695385;-1;;
3.833;-2.695607;-1;;
3.834;-2.69575;-1;;
3.854;-2.729768;-1;;
3.855;-2.729768;-1;;
3.855;-2.729768;-1;;
3.856;-2.729768;-1;;
3.876;-2.823737;-1;;
3.876;-2.824768;-1;;
3.878;-2.830893;-1;;
3.879;-2.830893;-1;;
3.898;-2.897119;-1;;
3.899;-2.897119;-1;;
3.9;-2.897119;-1;;
3.9;-2.897119;-1;;
3.901;-2.897119;-1;;
3.921;-2.964542;-1;;
3.922;-2.964542;-1;;
3.943;-2.997324;-1;;
3.943;-3.011457;-1;;
3.944;-3.031098;-1;;
3.945;-3.031098;-1;;
3.945;-3.031098;-1;;
3.962;-3.000446;-1;;
3.963;-3.000114;-1;;
3.964;-3.000043;-1;;
3.982;-2.93535;-1;;
3.984;-2.932688;-1;;
3.984;-2.932688;-1;;
3.985;-2.932688;-1;;
4.004;-2.86752;-1;;
4.004;-2.86702;-1;;
4.005;-2.866652;-1;;
4.006;-2.866652;-1;;
4.025;-2.783731;-1;;
4.025;-2.783731;-1;;
4.025;-2.783731;-1;;
4.026;-2.783731;-1;;
4.0321656;;;-0.279791555637865;0.1283416214203
4.025;-2.783731;-1;;
4.025;-2.783731;-1;;
4.025;-2.783731;-1;;
4.026;-2.783731;-1;;
4.046;-2.732285;-1;;
4.046;-2.732285;-1;;
4.047;-2.732285;-1;;
4.047;-2.732285;-1;;
4.067;-2.666757;-1;;
4.067;-2.666732;-1;;
4.068;-2.666077;-1;;
4.069;-2.665946;-1;;
4.088;-2.598767;-1;;
4.089;-2.598051;-1;;
4.111;-2.532676;-1;;
4.112;-2.531918;-1;;
4.112;-2.531918;-1;;
4.113;-2.531918;-1;;
4.114;-2.531918;-1;;
4.133;-2.464968;-1;;
4.134;-2.464246;-1;;
