large (2)Cube2Timestamp;large (2)Cube2XPos;large (2)Cube2YPos;large (2)Cube2newCorr;large (2)Cube2smoothCorr
0;;;0;0
0.4040695;;;0;0
0.7143901;;;0;0
1.0171909;;;0;0
1.32701;;;0;0
1.6373312;;;0;0
1.9411349;;;0;0
2.173;-2.209227;-2.5;;
2.235;-2.410681;-2.5;;
2.2429331;;;-0.5;-0.166666666666667
2.276;-2.509543;-2.5;;
2.278;-2.543925;-2.5;;
2.278;-2.543925;-2.5;;
2.297;-2.578895;-2.5;;
2.297;-2.578895;-2.5;;
2.298;-2.578895;-2.5;;
2.301;-2.621475;-2.5;;
2.318;-2.644418;-2.5;;
2.318;-2.644836;-2.5;;
2.319;-2.64505;-2.5;;
2.319;-2.645086;-2.5;;
2.338;-2.710929;-2.5;;
2.339;-2.711778;-2.5;;
2.34;-2.711778;-2.5;;
2.36;-2.778287;-2.5;;
2.36;-2.778841;-2.5;;
2.361;-2.779121;-2.5;;
2.362;-2.779121;-2.5;;
2.381;-2.845428;-2.5;;
2.382;-2.846133;-2.5;;
2.402;-2.912144;-2.5;;
2.403;-2.912677;-2.5;;
2.404;-2.912931;-2.5;;
2.426;-2.977676;-2.5;;
2.427;-2.979311;-2.5;;
2.428;-2.979757;-2.5;;
2.445;-3.012324;-2.5;;
2.462;-2.946267;-2.5;;
2.472;-2.907889;-2.5;;
2.489;-2.868001;-2.5;;
2.491;-2.866605;-2.5;;
2.512;-2.799956;-2.5;;
2.513;-2.799331;-2.5;;
2.534;-2.733251;-2.5;;
2.535;-2.73246;-2.5;;
2.536;-2.73246;-2.5;;
2.5447315;;;-0.176545091436802;-0.225515030478934
2.534;-2.733251;-2.5;;
2.535;-2.73246;-2.5;;
2.536;-2.73246;-2.5;;
2.556;-2.698254;-2.5;;
2.557;-2.665499;-2.5;;
2.558;-2.665499;-2.5;;
2.577;-2.631022;-2.5;;
2.578;-2.630708;-2.5;;
2.579;-2.607849;-2.5;;
2.597;-2.564322;-2.5;;
2.598;-2.564322;-2.5;;
2.599;-2.564322;-2.5;;
2.618;-2.480068;-2.5;;
2.618;-2.479601;-2.5;;
2.639;-2.431574;-2.5;;
2.64;-2.431141;-2.5;;
2.705;-2.230458;-2.5;;
2.725;-2.163278;-2.5;;
2.726;-2.162609;-2.5;;
2.747;-2.095703;-2.5;;
2.748;-2.095703;-2.5;;
2.748;-2.095703;-2.5;;
2.768;-2.011978;-2.5;;
