smallCube3Timestamp;smallCube3XPos;smallCube3YPos;smallCube3newCorr;smallCube3smoothCorr
0;;;0;0
0.3990553;;;0;0
0.702859;;;0;0
1.0041557;;;0;0
1.3079592;;;0;0
1.6192829;;;0;0
1.9210829;;;0;0
2.152;2.227726;1;;
2.168;2.195131;1;;
2.189;2.151333;1;;
2.19;2.150976;1;;
2.191;2.150863;1;;
2.21;2.128731;1;;
2.211;2.110322;1;;
2.212;2.107359;1;;
2.213;2.106485;1;;
2.221877;;;-0.437924182870799;-0.1459747276236
2.21;2.128731;1;;
2.211;2.110322;1;;
2.212;2.107359;1;;
2.213;2.106485;1;;
2.231;2.083463;1;;
2.232;2.083202;1;;
2.233;2.083161;1;;
2.234;2.067477;1;;
2.252;2.03949;1;;
2.253;2.039206;1;;
2.253;2.03916;1;;
2.273;1.995044;1;;
2.273;1.994758;1;;
2.274;1.994552;1;;
2.274;1.994518;1;;
2.275;1.99449;1;;
2.294;1.972387;1;;
2.294;1.972222;1;;
2.314;1.905381;1;;
2.315;1.904742;1;;
2.316;1.904559;1;;
2.317;1.904559;1;;
2.335;1.860807;1;;
2.335;1.860422;1;;
2.336;1.860244;1;;
2.337;1.860196;1;;
2.365;1.815582;1;;
2.366;1.815582;1;;
2.367;1.815582;1;;
2.368;1.815582;1;;
2.377;1.79399;1;;
2.379;1.770294;1;;
2.379;1.769727;1;;
2.398;1.748569;1;;
2.399;1.748343;1;;
2.4;1.748301;1;;
2.401;1.732801;1;;
2.419;1.704405;1;;
2.419;1.704255;1;;
2.42;1.704072;1;;
2.42;1.704002;1;;
2.439;1.659471;1;;
2.44;1.659471;1;;
2.441;1.659471;1;;
2.461;1.603442;1;;
2.462;1.602907;1;;
2.482;1.570265;1;;
2.483;1.569926;1;;
2.484;1.569877;1;;
2.503;1.525823;1;;
2.504;1.525341;1;;
2.5236757;;;0.432396481862616;-0.00184256700272778
2.525;1.481246;1;;
2.526;1.480796;1;;
2.545;1.458411;1;;
2.546;1.44054;1;;
2.547;1.436911;1;;
2.567;1.413634;1;;
2.568;1.413393;1;;
2.587;1.368829;1;;
2.588;1.368418;1;;
2.608;1.324425;1;;
2.61;1.323935;1;;
2.611;1.323888;1;;
2.631;1.280334;1;;
2.631;1.27978;1;;
2.704;1.123046;1;;
2.706;1.123046;1;;
2.706;1.123046;1;;
2.707;1.123046;1;;
2.708;1.123046;1;;
2.709;1.123046;1;;
2.71;1.123046;1;;
2.71;1.123046;1;;
2.711;1.123046;1;;
2.727;1.078878;1;;
2.728;1.078327;1;;
2.729;1.078213;1;;
2.748;1.033751;1;;
2.749;1.033281;1;;
2.77;0.9771557;1;;
2.77;0.9764724;1;;
2.771;0.9764724;1;;
2.79;0.966678;1;;
2.791;0.966678;1;;
2.811;0.9216865;1;;
2.815;0.9216865;1;;
2.8194577;;;0.488572824270626;0.161015041087481
2.811;0.9216865;1;;
2.815;0.9216865;1;;
2.827;0.8801078;1;;
2.832;0.8673548;1;;
2.833;0.8668991;1;;
2.852;0.8331722;1;;
2.853;0.8328053;1;;
2.854;0.8327346;1;;
2.874;0.7879577;1;;
2.876;0.7879577;1;;
2.896;0.7437902;1;;
2.896;0.7434446;1;;
2.897;0.743279;1;;
2.898;0.7432334;1;;
2.917;0.7209159;1;;
2.917;0.7209159;1;;
2.918;0.7209159;1;;
2.919;0.7209159;1;;
2.939;0.6527776;1;;
2.94;0.6527776;1;;
2.961;0.6090119;1;;
2.962;0.6090119;1;;
2.963;0.6090119;1;;
2.982;0.5648792;1;;
2.983;0.5644059;1;;
2.984;0.5643311;1;;
3.004;0.5202779;1;;
3.005;0.5198755;1;;
3.005;0.5197309;1;;
3.024;0.4973634;1;;
3.025;0.4973634;1;;
3.044;0.4532054;1;;
3.045;0.4527679;1;;
3.046;0.4526314;1;;
3.046;0.4526314;1;;
3.065;0.4080337;1;;
3.066;0.4075748;1;;
3.066;0.4074959;1;;
3.086;0.3512889;1;;
3.087;0.3505816;1;;
3.087;0.3505816;1;;
3.106;0.3189833;1;;
3.107;0.3186601;1;;
3.108;0.3185765;1;;
3.108;0.3185765;1;;
3.127272;;;0.485054195264742;0.468674500465995
3.128;0.2741756;1;;
3.129;0.2741756;1;;
3.129;0.2741756;1;;
3.15;0.2297405;1;;
3.15;0.2296063;1;;
3.151;0.2292757;1;;
3.152;0.2292222;1;;
3.171;0.2066139;1;;
3.172;0.1905229;1;;
3.172;0.1882555;1;;
3.173;0.1842161;1;;
3.192;0.1623099;1;;
3.193;0.1623099;1;;
3.212;0.1186651;1;;
3.214;0.1176827;1;;
3.214;0.1176123;1;;
3.215;0.1175539;1;;
3.216;0.1175451;1;;
3.235;0.07317976;1;;
3.236;0.0726963;1;;
3.237;0.07262564;1;;
3.256;0.02916374;1;;
3.265;0.007224882;1;;
3.266;0.00651171;1;;
3.268;0.006110679;1;;
3.276;-0.02347456;1;;
3.277;-0.02416662;1;;
3.278;-0.02435564;1;;
3.279;-0.02435564;1;;
3.298;-0.06114651;1;;
3.298;-0.06114651;1;;
3.299;-0.06114651;1;;
3.299;-0.06114651;1;;
3.318;-0.1063751;1;;
3.319;-0.1063751;1;;
3.32;-0.1063751;1;;
3.32;-0.1063751;1;;
3.339;-0.1495433;1;;
3.34;-0.1502427;1;;
3.34;-0.1504113;1;;
3.342;-0.1506283;1;;
3.361;-0.1728944;1;;
3.362;-0.1952142;1;;
3.363;-0.1952142;1;;
3.382;-0.2173645;1;;
3.382;-0.217495;1;;
3.384;-0.21764;1;;
3.385;-0.2176558;1;;
3.403;-0.2742214;1;;
3.403;-0.2746219;1;;
3.404;-0.2749538;1;;
3.424;-0.3066933;1;;
3.425;-0.3070951;1;;
3.425;-0.3070951;1;;
3.426;-0.3070951;1;;
3.428569;;;0.498199244036584;0.490608754523984
3.424;-0.3066933;1;;
3.425;-0.3070951;1;;
3.425;-0.3070951;1;;
3.426;-0.3070951;1;;
3.445;-0.3512941;1;;
3.445;-0.3516418;1;;
3.446;-0.3518818;1;;
3.447;-0.3518818;1;;
3.466;-0.3963772;1;;
3.467;-0.3963772;1;;
3.467;-0.3963772;1;;
3.468;-0.3963772;1;;
3.487;-0.4414055;1;;
3.487;-0.4414055;1;;
3.488;-0.4414055;1;;
3.489;-0.4414055;1;;
3.508;-0.4849788;1;;
3.508;-0.4850404;1;;
3.509;-0.4854651;1;;
3.51;-0.4855683;1;;
3.529;-0.5080262;1;;
3.53;-0.5237553;1;;
3.549;-0.5531176;1;;
3.55;-0.5534003;1;;
3.552;-0.5534887;1;;
3.553;-0.577528;1;;
3.57;-0.5978892;1;;
3.571;-0.5981074;1;;
3.572;-0.5981653;1;;
3.572;-0.5981861;1;;
3.591;-0.6424148;1;;
3.592;-0.6424148;1;;
3.593;-0.6424148;1;;
3.594;-0.6424148;1;;
3.612;-0.6862738;1;;
3.613;-0.6867322;1;;
3.614;-0.6868749;1;;
3.615;-0.6868749;1;;
3.633;-0.7315461;1;;
3.633;-0.7315461;1;;
3.634;-0.7315461;1;;
3.635;-0.7315461;1;;
3.653;-0.7755179;1;;
3.654;-0.7759876;1;;
3.675;-0.8205628;1;;
3.676;-0.8209866;1;;
3.676;-0.8210582;1;;
3.698;-0.8432514;1;;
3.721;-0.9185591;1;;
3.722;-0.919147;1;;
3.7303672;;;0.166617218247892;0.383290219183073
3.743;-0.9544057;1;;
3.744;-0.9547151;1;;
3.744;-0.954834;1;;
3.764;-0.9999436;1;;
3.765;-0.9999436;1;;
3.766;-0.9999436;1;;
3.787;-1.044484;1;;
3.788;-1.044484;1;;
3.788;-1.044484;1;;
3.789;-1.044484;1;;
3.81;-1.088177;1;;
3.81;-1.088321;1;;
3.812;-1.089242;1;;
3.812;-1.089242;1;;
3.832;-1.132501;1;;
3.833;-1.133363;1;;
3.833;-1.133511;1;;
3.834;-1.133606;1;;
3.854;-1.156285;1;;
3.855;-1.156285;1;;
3.855;-1.156285;1;;
3.856;-1.156285;1;;
3.876;-1.218931;1;;
3.876;-1.219618;1;;
3.878;-1.223702;1;;
3.879;-1.223702;1;;
3.898;-1.267852;1;;
3.899;-1.267852;1;;
3.9;-1.267852;1;;
3.9;-1.267852;1;;
3.901;-1.267852;1;;
3.921;-1.312801;1;;
3.922;-1.312801;1;;
3.943;-1.334655;1;;
3.943;-1.344078;1;;
3.944;-1.357172;1;;
3.945;-1.357172;1;;
3.945;-1.357172;1;;
3.962;-1.379677;1;;
3.963;-1.379921;1;;
3.964;-1.379973;1;;
3.982;-1.423104;1;;
3.984;-1.424879;1;;
3.984;-1.424879;1;;
3.985;-1.424879;1;;
4.004;-1.468324;1;;
4.004;-1.468658;1;;
4.005;-1.468903;1;;
4.006;-1.468903;1;;
4.025;-1.524184;1;;
4.025;-1.524184;1;;
4.025;-1.524184;1;;
4.026;-1.524184;1;;
4.0321656;;;-0.219675656394541;0.148380268629978
4.025;-1.524184;1;;
4.025;-1.524184;1;;
4.025;-1.524184;1;;
4.026;-1.524184;1;;
4.046;-1.558481;1;;
4.046;-1.558481;1;;
4.047;-1.558481;1;;
4.047;-1.558481;1;;
4.067;-1.602166;1;;
4.067;-1.602183;1;;
4.068;-1.60262;1;;
4.069;-1.602707;1;;
4.088;-1.647493;1;;
4.089;-1.64797;1;;
4.111;-1.691554;1;;
4.112;-1.692059;1;;
4.112;-1.692059;1;;
4.113;-1.692059;1;;
4.114;-1.692059;1;;
4.133;-1.736692;1;;
4.134;-1.737174;1;;
4.139;-1.737229;1;;
4.14;-1.73724;1;;
4.155;-1.783658;1;;
4.156;-1.784657;1;;
4.157;-1.785161;1;;
4.158;-1.785161;1;;
4.179;-1.838642;1;;
4.181;-1.839272;1;;
4.181;-1.839272;1;;
4.182;-1.839272;1;;
4.183;-1.839272;1;;
4.202;-1.871209;1;;
4.202;-1.871209;1;;
4.203;-1.871209;1;;
4.222;-1.915346;1;;
4.223;-1.91583;1;;
4.224;-1.915897;1;;
4.225;-1.915916;1;;
4.245;-1.938239;1;;
4.246;-1.960238;1;;
4.246;-1.960238;1;;
4.268;-2.004873;1;;
4.269;-2.004873;1;;
