timestamp;radius;size;depth
6.4481061;2.5;0.3;6
37.4924615;1.5;0.65;2
43.7139657;2.5;0.3;16
46.2600835;2.5;0.3;2
48.8858818;1.5;0.3;16
51.5449478;1.5;0.9;6
54.1914689;0.5;0.65;2
56.4253951;2.5;0.65;6
59.1726829;1.5;0.3;2
61.7750867;1.5;0.9;2
64.5860437;0.5;0.9;2
67.3057583;2.5;0.65;2
69.7286863;1.5;0.3;6
72.4759741;1.5;0.65;16
74.9329921;0.5;0.9;6
77.5133371;0.5;0.65;16
80.6626919;0.5;0.3;2
83.3371699;0.5;0.3;16
85.6572904;2.5;0.9;16
88.0917483;2.5;0.65;16
90.6154434;0.5;0.9;16
93.2093246;2.5;0.9;6
95.363539;0.5;0.3;6
98.28931;2.5;0.9;2
100.74733;0.5;0.65;6
103.930274;1.5;0.9;16
106.3953137;1.5;0.65;6
