horizontalCube1Timestamp;horizontalCube1XPos;horizontalCube1YPos;horizontalCube1newCorr;horizontalCube1smoothCorr
0;;;0;0
0.400063;;;0;0
0.7108892;;;0;0
1.0202118;;;0;0
1.321512;;;0;0
1.6233146;;;0;0
1.9246151;;;0;0
2.163;-2;1.770651;;
2.206;-2;1.680767;;
2.207;-2;1.680767;;
2.2264174;;;-0.499994339271476;-0.166664779757159
2.228;-2;1.637147;;
2.23;-2;1.637147;;
2.238;-2;1.637147;;
2.25;-2;1.59262;;
2.25;-2;1.592164;;
2.251;-2;1.591752;;
2.274;-2;1.545617;;
2.275;-2;1.545231;;
2.275;-2;1.545165;;
2.296;-2;1.503729;;
2.297;-2;1.503344;;
2.298;-2;1.503257;;
2.317;-2;1.458717;;
2.318;-2;1.458229;;
2.319;-2;1.458161;;
2.34;-2;1.414096;;
2.362;-2;1.369265;;
2.363;-2;1.368911;;
2.364;-2;1.368776;;
2.384;-2;1.323945;;
2.385;-2;1.323491;;
2.406;-2;1.280228;;
2.407;-2;1.279562;;
2.408;-2;1.279294;;
2.408;-2;1.279255;;
2.409;-2;1.27919;;
2.41;-2;1.27919;;
2.428;-2;1.234043;;
2.429;-2;1.233528;;
2.451;-2;1.190784;;
2.452;-2;1.190413;;
2.453;-2;1.190322;;
2.453;-2;1.190306;;
2.454;-2;1.190295;;
2.474;-2;1.145857;;
2.475;-2;1.145426;;
2.475;-2;1.145352;;
2.476;-2;1.145296;;
2.477;-2;1.145296;;
2.497;-2;1.103281;;
2.497;-2;1.102655;;
2.498;-2;1.101592;;
2.52;-2;1.056879;;
2.521;-2;1.056368;;
2.522;-2;1.056368;;
2.522;-2;1.056368;;
2.523;-2;1.056368;;
2.5282194;;;-0.146490468063818;-0.215494935778431
2.52;-2;1.056879;;
2.521;-2;1.056368;;
2.522;-2;1.056368;;
2.522;-2;1.056368;;
2.523;-2;1.056368;;
2.542;-2;1.010499;;
2.542;-2;1.010483;;
2.543;-2;1.010078;;
2.544;-2;1.009943;;
2.563;-2;0.9651411;;
2.564;-2;0.9642988;;
2.566;-2;0.9640221;;
2.586;-2;0.9222619;;
2.586;-2;0.9217283;;
2.587;-2;0.9217283;;
2.588;-2;0.9217283;;
2.589;-2;0.9217283;;
2.608;-2;0.8793503;;
2.609;-2;0.8785592;;
2.61;-2;0.8781439;;
2.611;-2;0.8778101;;
2.63;-2;0.8300178;;
2.631;-2;0.8290974;;
2.632;-2;0.8288404;;
2.633;-2;0.8288016;;
2.653;-2;0.7847906;;
