horizontalCube1Timestamp;horizontalCube1XPos;horizontalCube1YPos;horizontalCube1newCorr;horizontalCube1smoothCorr
0;;;0;0
0.187499;;;0;0
0.4882985;;;0;0
0.789599;;;0;0
1.0914016;;;0;0
1.3925153;;;0;0
1.6943174;;;0;0
1.9956192;;;0;0
2.088;1;0.7486373;;
2.089;1;0.7486373;;
2.108;1;0.6946052;;
2.108;1;0.6946052;;
2.109;1;0.6946052;;
2.13;1;0.6424936;;
2.131;1;0.6419832;;
2.132;1;0.6419056;;
2.132;1;0.641879;;
2.153;1;0.5877917;;
2.154;1;0.5877917;;
2.154;1;0.5877917;;
2.175;1;0.5355241;;
2.175;1;0.5351596;;
2.176;1;0.5349371;;
2.197;1;0.4807402;;
2.198;1;0.4802016;;
2.22;1;0.4281106;;
2.221;1;0.4276385;;
2.242;1;0.3747443;;
2.243;1;0.3743173;;
2.264;1;0.3470651;;
2.287;1;0.2671486;;
2.288;1;0.2665117;;
2.288;1;0.2664205;;
2.297922;;;-0.291494639900283;-0.0728736599750708
2.287;1;0.2671486;;
2.288;1;0.2665117;;
2.288;1;0.2664205;;
2.309;1;0.2128389;;
2.31;1;0.2123148;;
2.311;1;0.2122343;;
2.311;1;0.2122056;;
2.34;1;0.1577387;;
2.341;1;0.1577387;;
2.342;1;0.1577387;;
2.354;1;0.1050948;;
2.355;1;0.1041941;;
2.377;1;0.0521938;;
2.377;1;0.05183353;;
2.378;1;0.05164993;;
2.379;1;0.05159792;;
2.398;1;-0.001583163;;
2.399;1;-0.001583163;;
2.4;1;-0.001583163;;
2.4;1;-0.001583163;;
2.421;1;-0.02871053;;
2.422;1;-0.04667702;;
2.443;1;-0.08365276;;
2.444;1;-0.1011041;;
2.444;1;-0.1026282;;
2.445;1;-0.108927;;
2.445;1;-0.108927;;
2.465;1;-0.136215;;
2.487;1;-0.2154646;;
2.488;1;-0.2166141;;
2.489;1;-0.2170178;;
2.49;1;-0.2171769;;
2.49;1;-0.2172016;;
2.51;1;-0.2691522;;
2.511;1;-0.2696326;;
2.512;1;-0.2697546;;
2.512;1;-0.2697749;;
2.533;1;-0.3231074;;
2.533;1;-0.3234565;;
2.554;1;-0.3760067;;
2.556;1;-0.3765501;;
2.556;1;-0.3765933;;
2.557;1;-0.3766167;;
2.557;1;-0.3766207;;
2.577;1;-0.4033681;;
2.5992227;;;0.493645878452572;0.0505378096380721
2.599;1;-0.484184;;
2.6;1;-0.4842221;;
2.601;1;-0.4849606;;
2.602;1;-0.4850603;;
2.623;1;-0.5376225;;
2.624;1;-0.5380495;;
2.624;1;-0.5382484;;
2.625;1;-0.5382484;;
2.626;1;-0.5382484;;
2.645;1;-0.5913049;;
2.667;1;-0.6439934;;
2.668;1;-0.6444836;;
2.669;1;-0.6445898;;
2.67;1;-0.6445898;;
2.671;1;-0.6445898;;
2.69;1;-0.6981343;;
2.691;1;-0.698714;;
2.692;1;-0.6988025;;
2.692;1;-0.6988335;;
2.712;1;-0.7521041;;
2.718;1;-0.7521041;;
2.735;1;-0.7782928;;
2.737;1;-0.7786359;;
2.738;1;-0.7786827;;
2.739;1;-0.7786827;;
2.759;1;-0.87522;;
2.759;1;-0.87522;;
2.76;1;-0.87522;;
2.76;1;-0.87522;;
2.78;1;-0.9121066;;
2.803;1;-0.9389353;;
2.804;1;-0.9573666;;
2.804;1;-0.9579449;;
2.826;1;-1.019123;;
2.826;1;-1.019833;;
2.827;1;-1.019833;;
2.827;1;-1.019833;;
2.828;1;-1.019833;;
2.847;1;-1.073538;;
2.847;1;-1.073786;;
2.848;1;-1.074126;;
2.868;1;-1.126644;;
2.869;1;-1.127135;;
2.89;1;-1.180583;;
2.891;1;-1.181067;;
2.891;1;-1.181148;;
2.892;1;-1.181208;;
2.893;1;-1.181224;;
2.9010255;;;0.476707606991178;0.169714711385867
2.89;1;-1.180583;;
2.891;1;-1.181067;;
2.891;1;-1.181148;;
2.892;1;-1.181208;;
2.893;1;-1.181224;;
2.912;1;-1.234469;;
2.913;1;-1.234997;;
2.934;1;-1.288083;;
2.935;1;-1.288953;;
2.937;1;-1.289343;;
2.937;1;-1.289343;;
2.937;1;-1.289343;;
2.957;1;-1.341729;;
2.958;1;-1.342247;;
2.958;1;-1.342336;;
2.959;1;-1.342388;;
2.979;1;-1.369413;;
2.98;1;-1.390585;;
2.98;1;-1.394137;;
3.001;1;-1.448596;;
3.002;1;-1.44952;;
3.003;1;-1.449878;;
3.004;1;-1.449878;;
3.024;1;-1.502716;;
3.025;1;-1.502716;;
3.026;1;-1.502716;;
3.026;1;-1.502716;;
3.047;1;-1.555223;;
3.047;1;-1.555475;;
3.048;1;-1.555792;;
3.049;1;-1.555848;;
3.07;1;-1.609286;;
3.071;1;-1.609766;;
3.071;1;-1.609933;;
3.077;1;-1.609933;;
3.078;1;-1.609933;;
3.092;1;-1.663117;;
3.093;1;-1.664084;;
3.094;1;-1.664084;;
3.114;1;-1.716597;;
3.114;1;-1.71698;;
3.115;1;-1.717216;;
3.116;1;-1.71725;;
3.116;1;-1.717256;;
3.117;1;-1.717259;;
3.136;1;-1.769501;;
3.136;1;-1.769825;;
3.158;1;-1.823361;;
3.158;1;-1.823756;;
3.159;1;-1.823972;;
3.16;1;-1.823972;;
3.16;1;-1.823972;;
3.18;1;-1.85085;;
3.181;1;-1.851082;;
3.181;1;-1.85297;;
3.2018248;;;0.493817485479146;0.293169082755653
3.202;1;-1.92976;;
3.203;1;-1.929839;;
3.204;1;-1.929912;;
3.205;1;-1.931254;;
3.225;1;-1.985127;;
3.226;1;-1.985621;;
3.226;1;-1.98569;;
3.227;1;-1.98578;;
3.247;1;-2.03794;;
3.248;1;-2.038776;;
3.249;1;-2.039142;;
3.25;1;-2.039198;;
3.27;1;-2.091984;;
3.271;1;-2.092474;;
3.272;1;-2.092596;;
3.272;1;-2.092617;;
3.293;1;-2.146117;;
3.294;1;-2.14661;;
3.295;1;-2.14676;;
3.315;1;-2.199569;;
3.315;1;-2.199969;;
3.316;1;-2.200194;;
3.317;1;-2.200226;;
3.337;1;-2.254394;;
3.338;1;-2.254394;;
3.339;1;-2.254394;;
3.34;1;-2.254394;;
3.34;1;-2.254394;;
3.359;1;-2.307949;;
3.36;1;-2.307949;;
3.36;1;-2.307949;;
3.382;1;-2.360586;;
3.382;1;-2.360694;;
3.383;1;-2.361199;;
3.384;1;-2.361199;;
3.384;1;-2.361199;;
3.404;1;-2.414071;;
3.405;1;-2.414539;;
3.406;1;-2.414675;;
3.426;1;-2.468137;;
3.427;1;-2.468684;;
3.428;1;-2.468801;;
3.429;1;-2.468801;;
3.451;1;-2.517272;;
3.452;1;-2.518802;;
3.455;1;-2.522675;;
3.455;1;-2.522675;;
3.471;1;-2.574534;;
3.471;1;-2.574976;;
3.492;1;-2.601901;;
3.493;1;-2.623118;;
3.494;1;-2.629389;;
3.495;1;-2.629389;;
3.495;1;-2.629389;;
3.495;1;-2.629389;;
3.5041283;;;0.496686532252447;0.490214375793836
3.492;1;-2.601901;;
3.493;1;-2.623118;;
3.494;1;-2.629389;;
3.495;1;-2.629389;;
3.495;1;-2.629389;;
3.495;1;-2.629389;;
3.514;1;-2.65578;;
3.515;1;-2.656262;;
3.516;1;-2.677231;;
3.517;1;-2.681765;;
3.537;1;-2.710299;;
3.538;1;-2.731358;;
3.539;1;-2.735693;;
3.539;1;-2.736425;;
3.561;1;-2.789813;;
3.562;1;-2.790226;;
3.563;1;-2.790383;;
3.564;1;-2.790409;;
3.584;1;-2.843976;;
3.585;1;-2.844643;;
3.586;1;-2.844643;;
3.587;1;-2.844643;;
3.607;1;-2.896682;;
3.607;1;-2.896933;;
3.608;1;-2.897231;;
3.608;1;-2.897275;;
3.609;1;-2.897346;;
3.628;1;-2.951231;;
3.629;1;-2.951231;;
3.629;1;-2.951231;;
3.65;1;-3.003974;;
3.651;1;-3.004454;;
3.651;1;-3.004535;;
3.652;1;-3.004592;;
3.672;1;-2.973522;;
3.672;1;-2.9733;;
3.673;1;-2.973156;;
3.674;1;-2.973133;;
3.694;1;-2.919677;;
3.695;1;-2.91912;;
3.696;1;-2.919042;;
3.697;1;-2.91902;;
3.716;1;-2.866264;;
3.717;1;-2.865726;;
3.718;1;-2.865613;;
3.719;1;-2.865583;;
3.738;1;-2.839351;;
3.739;1;-2.819554;;
3.74;1;-2.814794;;
3.741;1;-2.812256;;
3.761;1;-2.759269;;
3.762;1;-2.758733;;
3.763;1;-2.758631;;
3.764;1;-2.758614;;
3.785;1;-2.705327;;
3.785;1;-2.703391;;
3.786;1;-2.704445;;
3.787;1;-2.704637;;
3.788;1;-2.704667;;
3.8059299;;;0.207431324169448;0.418660737223055
3.785;1;-2.705327;;
3.785;1;-2.703391;;
3.786;1;-2.704445;;
3.787;1;-2.704637;;
3.788;1;-2.704667;;
3.814;1;-2.651361;;
3.815;1;-2.650985;;
3.815;1;-2.650851;;
3.816;1;-2.650851;;
3.832;1;-2.586223;;
3.832;1;-2.585709;;
3.833;1;-2.585194;;
3.834;1;-2.585194;;
3.853;1;-2.544221;;
3.854;1;-2.543775;;
3.855;1;-2.543689;;
3.856;1;-2.543689;;
3.856;1;-2.543689;;
3.876;1;-2.490752;;
3.876;1;-2.490355;;
3.898;1;-2.436664;;
3.899;1;-2.436154;;
3.9;1;-2.436084;;
3.9;1;-2.436071;;
3.901;1;-2.436064;;
3.902;1;-2.436064;;
3.92;1;-2.382804;;
3.921;1;-2.382804;;
3.942;1;-2.329361;;
3.943;1;-2.329361;;
3.943;1;-2.329361;;
3.944;1;-2.329361;;
3.964;1;-2.276131;;
3.986;1;-2.222675;;
3.987;1;-2.222056;;
3.987;1;-2.222056;;
4.008;1;-2.168549;;
4.009;1;-2.168549;;
4.009;1;-2.168549;;
4.01;1;-2.168549;;
4.031;1;-2.115;;
4.031;1;-2.115;;
4.032;1;-2.115;;
4.032;1;-2.115;;
4.052;1;-2.061955;;
4.053;1;-2.061285;;
4.054;1;-2.061285;;
4.054;1;-2.061285;;
4.074;1;-2.008397;;
4.075;1;-2.007846;;
4.076;1;-2.007762;;
4.077;1;-2.007747;;
4.0957007;;;0.412814211881174;0.402687388445554
4.097;1;-1.954415;;
4.097;1;-1.954415;;
4.098;1;-1.954415;;
4.098;1;-1.954415;;
4.118;1;-1.928272;;
4.119;1;-1.909857;;
4.119;1;-1.900831;;
4.12;1;-1.900831;;
4.142;1;-1.847198;;
4.142;1;-1.847198;;
4.143;1;-1.847198;;
4.144;1;-1.847198;;
4.164;1;-1.79428;;
4.167;1;-1.79392;;
4.168;1;-1.793861;;
4.171;1;-1.793604;;
4.185;1;-1.741162;;
4.186;1;-1.740397;;
4.208;1;-1.68661;;
4.209;1;-1.686145;;
4.209;1;-1.686067;;
4.21;1;-1.686009;;
4.21;1;-1.685999;;
4.211;1;-1.68599;;
4.23;1;-1.659152;;
4.23;1;-1.64455;;
4.231;1;-1.632673;;
4.232;1;-1.632673;;
4.252;1;-1.605225;;
4.253;1;-1.58518;;
4.253;1;-1.581731;;
4.254;1;-1.579759;;
4.275;1;-1.526355;;
4.276;1;-1.525852;;
4.276;1;-1.525766;;
4.277;1;-1.525716;;
4.297;1;-1.498831;;
4.297;1;-1.480877;;
4.298;1;-1.472964;;
4.299;1;-1.471901;;
4.319;1;-1.444983;;
4.32;1;-1.444747;;
4.32;1;-1.440546;;
4.321;1;-1.422464;;
4.341;1;-1.390848;;
4.342;1;-1.369573;;
4.362;1;-1.337362;;
4.363;1;-1.337032;;
4.364;1;-1.336981;;
4.364;1;-1.336961;;
4.383;1;-1.283008;;
4.384;1;-1.283008;;
4.384;1;-1.283008;;
4.385;1;-1.283008;;
4.3975025;;;-0.451172466870031;0.16643990035826
4.404;1;-1.231176;;
4.405;1;-1.230667;;
4.406;1;-1.230501;;
4.407;1;-1.230501;;
4.426;1;-1.177203;;
4.426;1;-1.1768;;
4.427;1;-1.176493;;
4.447;1;-1.12295;;
4.448;1;-1.12295;;
4.449;1;-1.12295;;
4.45;1;-1.12295;;
4.469;1;-1.06949;;
4.469;1;-1.06949;;
4.47;1;-1.06949;;
4.491;1;-1.016195;;
4.492;1;-1.015686;;
4.493;1;-1.015601;;
4.494;1;-1.015573;;
4.514;1;-0.9623807;;
4.515;1;-0.9619206;;
4.515;1;-0.9617159;;
4.516;1;-0.9617159;;
4.516;1;-0.9617159;;
4.517;1;-0.9617159;;
4.536;1;-0.9095572;;
4.542;1;-0.9088854;;
4.558;1;-0.855729;;
4.558;1;-0.8553746;;
4.559;1;-0.8548797;;
4.559;1;-0.8548797;;
4.56;1;-0.8548797;;
4.579;1;-0.8021679;;
4.58;1;-0.801481;;
4.58;1;-0.801481;;
4.601;1;-0.7483078;;
4.602;1;-0.7478312;;
4.602;1;-0.7477497;;
4.603;1;-0.7476918;;
4.622;1;-0.695425;;
4.623;1;-0.6949019;;
4.624;1;-0.6947829;;
4.624;1;-0.6947623;;
4.644;1;-0.6415013;;
4.645;1;-0.6409886;;
4.646;1;-0.640878;;
4.646;1;-0.640859;;
4.666;1;-0.5876917;;
4.667;1;-0.587162;;
4.667;1;-0.5870726;;
4.668;1;-0.587032;;
4.689;1;-0.5340764;;
4.689;1;-0.5340132;;
4.69;1;-0.5335438;;
4.691;1;-0.5334662;;
4.6993048;;;0.485298902460591;0.163592992910296
4.69;1;-0.5335438;;
4.691;1;-0.5334662;;
4.71;1;-0.5072063;;
4.711;1;-0.4880508;;
4.712;1;-0.4798413;;
4.712;1;-0.4798413;;
4.731;1;-0.4527415;;
4.732;1;-0.4524863;;
4.733;1;-0.4524145;;
4.733;1;-0.4428045;;
4.753;1;-0.3991911;;
4.754;1;-0.3987433;;
4.755;1;-0.3986659;;
4.756;1;-0.3794646;;
4.774;1;-0.345672;;
4.775;1;-0.3453242;;
4.775;1;-0.3452657;;
4.776;1;-0.3452182;;
4.795;1;-0.2924916;;
4.796;1;-0.2919686;;
4.797;1;-0.291807;;
4.797;1;-0.291807;;
4.817;1;-0.2390164;;
4.817;1;-0.2386197;;
4.838;1;-0.1850703;;
4.838;1;-0.1846669;;
4.839;1;-0.1844643;;
4.84;1;-0.1844363;;
4.84;1;-0.1844316;;
4.859;1;-0.1318113;;
4.86;1;-0.131272;;
4.861;1;-0.1311622;;
4.882;1;-0.07801884;;
4.882;1;-0.07792892;;
4.883;1;-0.07747833;;
4.884;1;-0.07740419;;
4.903;1;-0.02478328;;
4.904;1;-0.02428346;;
4.907;1;-0.02417174;;
4.907;1;-0.02415948;;
4.922;1;0.02200432;;
4.925;1;0.02896586;;
4.926;1;0.02936609;;
4.926;1;0.02951882;;
4.946;1;0.08318185;;
4.946;1;0.08318185;;
4.947;1;0.08318185;;
4.948;1;0.08318185;;
4.967;1;0.1365253;;
4.968;1;0.1370487;;
4.969;1;0.1371776;;
4.969;1;0.1371994;;
4.989;1;0.190863;;
5.0011073;;;0.498588943178922;0.236382397662664
5.01;1;0.217107;;
5.011;1;0.217347;;
5.012;1;0.2174001;;
5.031;1;0.270547;;
5.032;1;0.2710882;;
5.032;1;0.2711803;;
5.033;1;0.2712249;;
5.034;1;0.2712311;;
5.052;1;0.3239673;;
5.053;1;0.3245797;;
5.074;1;0.3772785;;
5.075;1;0.3777102;;
5.075;1;0.3779064;;
5.076;1;0.3779064;;
5.076;1;0.3779064;;
5.077;1;0.3779064;;
5.096;1;0.431459;;
5.096;1;0.431459;;
5.116;1;0.4843482;;
5.117;1;0.4848254;;
5.117;1;0.4850055;;
5.118;1;0.4850055;;
5.138;1;0.5381204;;
5.138;1;0.5384368;;
5.139;1;0.5387346;;
5.14;1;0.5387955;;
5.161;1;0.5925579;;
5.161;1;0.5925579;;
5.162;1;0.5925579;;
5.162;1;0.5925579;;
5.182;1;0.646183;;
5.182;1;0.646183;;
5.183;1;0.646183;;
5.183;1;0.646183;;
5.203;1;0.6995903;;
5.203;1;0.6995903;;
5.204;1;0.6995903;;
5.204;1;0.6995903;;
5.224;1;0.7526825;;
5.225;1;0.7532106;;
5.225;1;0.7533002;;
5.226;1;0.7533423;;
5.246;1;0.7795277;;
5.247;1;0.8015804;;
5.248;1;0.8068704;;
5.249;1;0.8103471;;
5.268;1;0.8336254;;
5.269;1;0.8555225;;
5.27;1;0.8590904;;
5.271;1;0.8601815;;
5.29;1;0.8874716;;
5.291;1;0.8877643;;
5.292;1;0.9066451;;
5.293;1;0.9120317;;
5.3024078;;;-0.070697137689988;0.115504560269873
5.312;1;0.941164;;
5.312;1;0.9413455;;
5.313;1;0.9414818;;
5.314;1;0.9681869;;
5.333;1;0.9947704;;
5.334;1;0.9947704;;
5.334;1;0.9947704;;
5.335;1;0.9947704;;
5.354;1;1.047724;;
5.355;1;1.048248;;
5.356;1;1.048413;;
5.357;1;1.048413;;
5.376;1;1.101526;;
5.376;1;1.101526;;
5.396;1;1.154631;;
5.397;1;1.155142;;
5.397;1;1.155229;;
5.398;1;1.155271;;
5.398;1;1.155279;;
5.417;1;1.208132;;
5.418;1;1.208687;;
5.419;1;1.208801;;
5.44;1;1.261816;;
5.44;1;1.261871;;
5.441;1;1.262272;;
5.441;1;1.26229;;
5.461;1;1.315701;;
5.461;1;1.316384;;
5.462;1;1.316384;;
5.463;1;1.316384;;
5.482;1;1.369714;;
5.482;1;1.369714;;
5.483;1;1.369714;;
5.484;1;1.369714;;
5.503;1;1.396453;;
5.504;1;1.423557;;
5.505;1;1.423557;;
5.505;1;1.423557;;
5.526;1;1.450099;;
5.526;1;1.450242;;
5.527;1;1.463773;;
5.528;1;1.473892;;
5.548;1;1.504101;;
5.549;1;1.530464;;
5.55;1;1.530464;;
5.55;1;1.530464;;
5.569;1;1.55816;;
5.571;1;1.578067;;
5.572;1;1.58285;;
5.572;1;1.583673;;
5.591;1;1.611671;;
5.592;1;1.611963;;
5.593;1;1.612025;;
5.593;1;1.628407;;
5.6042099;;;0.498879365730466;0.353017518419998
5.591;1;1.611671;;
5.592;1;1.611963;;
5.593;1;1.612025;;
5.593;1;1.628407;;
5.613;1;1.664872;;
5.613;1;1.665174;;
5.634;1;1.717736;;
5.634;1;1.717824;;
5.635;1;1.718202;;
5.64;1;1.71837;;
5.641;1;1.740333;;
5.642;1;1.743919;;
5.655;1;1.779947;;
5.656;1;1.780636;;
5.677;1;1.825178;;
5.677;1;1.825384;;
5.678;1;1.825719;;
5.679;1;1.825719;;
5.698;1;1.878447;;
5.698;1;1.878769;;
5.699;1;1.879154;;
5.7;1;1.879154;;
5.72;1;1.932794;;
5.72;1;1.932794;;
5.72;1;1.932794;;
5.721;1;1.932794;;
5.741;1;1.986283;;
5.741;1;1.986283;;
5.742;1;1.986283;;
5.742;1;1.986283;;
5.761;1;2.038919;;
5.762;1;2.039449;;
5.763;1;2.039567;;
5.763;1;2.039587;;
5.783;1;2.092531;;
5.784;1;2.093198;;
5.785;1;2.093198;;
5.785;1;2.093198;;
5.805;1;2.120007;;
5.805;1;2.128919;;
5.806;1;2.139836;;
5.807;1;2.147173;;
5.827;1;2.175098;;
5.828;1;2.192688;;
5.829;1;2.198175;;
5.829;1;2.198636;;
5.848;1;2.228456;;
5.849;1;2.22871;;
5.85;1;2.25442;;
5.869;1;2.281766;;
5.87;1;2.281766;;
5.87;1;2.281766;;
5.871;1;2.281766;;
5.872;1;2.300865;;
5.89;1;2.334704;;
5.891;1;2.33517;;
5.9055109;;;0.0303079542989941;0.239269781379598
5.912;1;2.388628;;
5.912;1;2.388628;;
5.913;1;2.388628;;
5.914;1;2.388628;;
5.933;1;2.441575;;
5.933;1;2.441978;;
5.934;1;2.44228;;
5.935;1;2.44228;;
5.954;1;2.494992;;
5.954;1;2.495418;;
5.955;1;2.495632;;
5.956;1;2.495679;;
5.975;1;2.548452;;
5.975;1;2.548899;;
5.976;1;2.549098;;
5.976;1;2.549132;;
5.996;1;2.60237;;
5.997;1;2.602904;;
5.998;1;2.602993;;
5.998;1;2.603038;;
6.023;1;2.656813;;
6.023;1;2.656813;;
6.024;1;2.656813;;
6.025;1;2.656813;;
6.039;1;2.68329;;
6.04;1;2.683637;;
6.04;1;2.692129;;
6.041;1;2.710067;;
6.061;1;2.738367;;
6.062;1;2.738367;;
6.063;1;2.757051;;
6.083;1;2.791001;;
6.083;1;2.791209;;
6.084;1;2.813737;;
6.085;1;2.817144;;
6.085;1;2.817709;;
6.104;1;2.844096;;
6.105;1;2.844439;;
6.126;1;2.898147;;
6.127;1;2.898147;;
6.127;1;2.898147;;
6.129;1;2.898147;;
6.129;1;2.913615;;
6.147;1;2.951891;;
6.148;1;2.952412;;
6.149;1;2.952412;;
6.169;1;3.005156;;
6.169;1;3.005156;;
6.169;1;3.005156;;
6.17;1;3.005156;;
6.189;1;2.97353;;
6.19;1;2.97325;;
6.191;1;2.973158;;
6.191;1;2.973155;;
6.2068114;;;0.496364161938959;0.238713586069608
6.191;1;2.973158;;
6.191;1;2.973155;;
6.211;1;2.920327;;
6.211;1;2.920175;;
6.212;1;2.91975;;
6.213;1;2.919681;;
6.232;1;2.866354;;
6.233;1;2.865854;;
6.233;1;2.865785;;
6.234;1;2.865692;;
6.253;1;2.813253;;
6.254;1;2.812751;;
6.254;1;2.812567;;
6.255;1;2.812567;;
6.274;1;2.758824;;
6.275;1;2.758824;;
6.276;1;2.758824;;
6.276;1;2.758824;;
6.296;1;2.732367;;
6.298;1;2.704888;;
6.298;1;2.704888;;
6.318;1;2.677939;;
6.318;1;2.677739;;
6.319;1;2.655868;;
6.32;1;2.652743;;
6.32;1;2.652206;;
6.339;1;2.624391;;
6.341;1;2.600693;;
6.361;1;2.571013;;
6.362;1;2.570724;;
6.363;1;2.57065;;
6.364;1;2.544147;;
6.364;1;2.544147;;
6.365;1;2.544147;;
6.383;1;2.517287;;
6.389;1;2.517287;;
6.404;1;2.455555;;
6.404;1;2.455284;;
6.405;1;2.454494;;
6.406;1;2.454494;;
6.425;1;2.41043;;
6.426;1;2.41043;;
6.426;1;2.41043;;
6.427;1;2.41043;;
6.446;1;2.356352;;
6.447;1;2.356352;;
6.447;1;2.356352;;
6.448;1;2.356352;;
6.468;1;2.302705;;
6.468;1;2.302705;;
6.469;1;2.302705;;
6.469;1;2.302705;;
6.489;1;2.25018;;
6.489;1;2.24981;;
6.49;1;2.249515;;
6.491;1;2.249515;;
6.5086139;;;-0.496118690632321;0.132358197834024
6.51;1;2.195588;;
6.511;1;2.195588;;
6.511;1;2.195588;;
6.512;1;2.195588;;
6.532;1;2.142911;;
6.532;1;2.142494;;
6.533;1;2.142301;;
6.534;1;2.142249;;
6.554;1;2.088248;;
6.554;1;2.088248;;
6.554;1;2.088248;;
6.575;1;2.062078;;
6.576;1;2.042258;;
6.577;1;2.034578;;
6.578;1;2.034578;;
6.598;1;2.007401;;
6.598;1;2.007401;;
6.599;1;1.986262;;
6.6;1;1.982868;;
6.62;1;1.928994;;
6.621;1;1.928119;;
6.622;1;1.927723;;
6.644;1;1.874338;;
6.645;1;1.873838;;
6.646;1;1.873736;;
6.667;1;1.819296;;
6.667;1;1.819296;;
6.668;1;1.819296;;
6.669;1;1.819296;;
6.669;1;1.819296;;
6.67;1;1.819296;;
6.688;1;1.766744;;
6.688;1;1.766744;;
6.689;1;1.766744;;
6.71;1;1.713212;;
6.711;1;1.71271;;
6.711;1;1.712624;;
6.712;1;1.712582;;
6.732;1;1.661602;;
6.733;1;1.660525;;
6.734;1;1.659856;;
6.755;1;1.606646;;
6.756;1;1.606218;;
6.756;1;1.606012;;
6.761;1;1.606012;;
6.762;1;1.606012;;
6.763;1;1.606012;;
6.778;1;1.552342;;
6.779;1;1.551698;;
6.8;1;1.499483;;
6.8;1;1.499257;;
6.801;1;1.498964;;
6.801;1;1.498849;;
6.802;1;1.498849;;
6.8104162;;;0.454791621249021;0.121336261713663
6.8;1;1.499483;;
6.8;1;1.499257;;
6.801;1;1.498964;;
6.801;1;1.498849;;
6.802;1;1.498849;;
6.822;1;1.471855;;
6.822;1;1.444711;;
6.823;1;1.444711;;
6.824;1;1.444711;;
6.824;1;1.444711;;
6.845;1;1.39241;;
6.846;1;1.391779;;
6.866;1;1.337925;;
6.868;1;1.337342;;
6.868;1;1.337297;;
6.888;1;1.284727;;
6.889;1;1.283472;;
6.89;1;1.282891;;
6.911;1;1.231604;;
6.912;1;1.230989;;
6.913;1;1.230989;;
6.913;1;1.230989;;
6.933;1;1.178737;;
6.933;1;1.177958;;
6.934;1;1.177282;;
6.935;1;1.176771;;
6.956;1;1.123425;;
6.957;1;1.123425;;
6.958;1;1.123425;;
6.959;1;1.123425;;
6.979;1;1.069294;;
6.98;1;1.069294;;
6.981;1;1.069294;;
6.981;1;1.069294;;
6.982;1;1.069294;;
7.001;1;1.01565;;
7.002;1;1.01565;;
7.003;1;1.01565;;
7.023;1;0.9612207;;
7.023;1;0.9612207;;
7.024;1;0.9612207;;
7.025;1;0.9612207;;
7.025;1;0.9612207;;
7.045;1;0.9093363;;
7.046;1;0.9088494;;
7.047;1;0.9087321;;
7.047;1;0.9087121;;
7.069;1;0.8550889;;
7.069;1;0.8547289;;
7.07;1;0.8544747;;
7.091;1;0.8008361;;
7.091;1;0.8008361;;
7.092;1;0.8008361;;
7.092;1;0.8008361;;
7.093;1;0.8008361;;
7.093;1;0.8008361;;
