timestamp;radius;size;depth
72.3318242;1.5;0.9;2
98.8816974;1.5;0.65;2
102.9029007;0.5;0.65;16
105.9409642;0.5;0.3;2
117.0776102;1.5;0.3;2
119.7808069;2.5;0.3;16
122.3831182;0.5;0.65;6
128.7390199;0.5;0.3;6
140.4449616;1.5;0.3;16
143.3155958;2.5;0.65;2
147.6385997;2.5;0.3;6
151.435974;0.5;0.65;2
155.6476936;0.5;0.9;2
161.6785768;0.5;0.9;16
163.5996957;1.5;0.3;6
171.3857656;1.5;0.9;6
174.3125483;2.5;0.9;2
176.646782;2.5;0.9;6
180.3884197;0.5;0.3;16
188.6994852;1.5;0.65;6
190.7659676;1.5;0.65;16
193.5248052;0.5;0.9;6
196.7192796;1.5;0.9;16
208.1462821;2.5;0.3;2
210.5702125;2.5;0.9;16
218.2882424;2.5;0.65;16
221.1366076;2.5;0.65;6
