circular3Timestamp;circular3XPos;circular3YPos;circular3newCorr;circular3smoothCorr
144.3002136;;;0;0
144.6005125;;;0.234609283917439;0.117304641958719
144.9018144;;;0.0118905045524724;0.0821665961566371
145.203616;;;0.220291435421531;0.155597074630481
145.504918;;;0.359874443479665;0.197352127817889
145.8067201;;;0.22635161065057;0.268839163183922
146.1085228;;;0;0.195408684710078
146.4098321;;;0.649549723893253;0.291967111514608
146.7116346;;;-0.102038652399306;0.182503690497982
147.0134375;;;0.947948661622565;0.498486577705504
147.3147384;;;0.211624590764431;0.35251153332923
147.6165421;;;0.926101709505127;0.695224987297374
