timestamp;radius;size;depth
3.8803188;2.5;0.3;6
17.1115011;1.5;0.9;2
19.4236478;2.5;0.9;6
21.3778558;0.5;0.3;2
23.0312516;2.5;0.65;16
25.0642237;2.5;0.9;16
26.6950594;0.5;0.65;2
28.9851471;2.5;0.65;6
30.9288144;2.5;0.3;16
32.5370902;1.5;0.9;6
35.094666;1.5;0.65;2
36.3906474;2.5;0.65;2
38.7694707;1.5;0.65;6
40.9928816;0.5;0.9;6
42.4783306;0.5;0.65;16
44.4666164;1.5;0.3;6
45.9405345;2.5;0.3;2
47.8175248;0.5;0.3;16
49.8614684;0.5;0.9;2
53.8049599;1.5;0.3;16
56.3186427;1.5;0.9;16
58.0938624;1.5;0.65;16
60.841667;0.5;0.65;6
62.6399474;0.5;0.3;6
64.8518275;0.5;0.9;16
66.794993;1.5;0.3;2
68.4147992;2.5;0.9;2
