timestamp;radius;size;depth
3.1568515;1.5;0.3;16
10.7133438;0.5;0.9;6
12.9582836;2.5;0.3;2
14.6116583;1.5;0.9;16
16.2535019;0.5;0.3;16
18.4653535;0.5;0.3;2
20.4420828;0.5;0.65;6
22.79932;2.5;0.3;16
24.9770939;2.5;0.9;2
27.0661212;1.5;0.65;16
29.266442;0.5;0.3;6
31.9355037;0.5;0.9;2
33.6560558;1.5;0.3;6
35.7691461;2.5;0.9;6
37.9118159;1.5;0.9;2
39.6764839;2.5;0.65;6
42.0327177;2.5;0.65;2
43.9543021;2.5;0.9;16
45.7074398;2.5;0.65;16
48.2100609;1.5;0.65;6
49.7295809;1.5;0.9;6
51.695783;0.5;0.65;2
53.3481552;0.5;0.65;16
55.4818004;0.5;0.9;16
58.1403336;2.5;0.3;6
61.1202174;1.5;0.3;2
63.3340748;1.5;0.65;2
