lineargazeTimestamp;lineargazeXPos;lineargazeYPos;lineargazenewCorr;lineargazesmoothCorr
26.539;0.4395101;0.2714943
26.542;0.4394177;0.2718479
26.544;0.4410786;0.2779024
26.545;0.4408217;0.2787204
26.539;0.4395101;0.2714943;;
26.542;0.4394177;0.2718479;;
26.544;0.4410786;0.2779024;;
26.545;0.4408217;0.2787204;;
26.573;0.4420833;0.2868373
26.573;0.4416497;0.287881
26.576;0.4423869;0.2975919
26.539;0.4395101;0.2714943;;
26.542;0.4394177;0.2718479;;
26.544;0.4410786;0.2779024;;
26.545;0.4408217;0.2787204;;
26.573;0.4420833;0.2868373;;
26.573;0.4416497;0.287881;;
26.576;0.4423869;0.2975919;;
26.578;0.4419795;0.2985166
26.579;0.440601;0.3040496
26.581;0.440288;0.3046531
26.606;0.4397471;0.3074265
26.608;0.439673;0.3074922
26.61;0.4397139;0.3074477
26.611;0.43984;0.307152
26.612;0.4403273;0.3068761
26.613;0.4407616;0.3063005
26.64;0.441833;0.3057959
26.642;0.4424117;0.3052165
26.644;0.4438999;0.30434
26.646;0.4445302;0.3038231
26.646;0.445977;0.3033834
26.647;0.446589;0.3028681
26.539;0.4395101;0.2714943;;
26.542;0.4394177;0.2718479;;
26.544;0.4410786;0.2779024;;
26.545;0.4408217;0.2787204;;
26.573;0.4420833;0.2868373;;
26.573;0.4416497;0.287881;;
26.576;0.4423869;0.2975919;;
26.578;0.4419795;0.2985166;;
26.579;0.440601;0.3040496;;
26.581;0.440288;0.3046531;;
26.606;0.4397471;0.3074265;;
26.608;0.439673;0.3074922;;
26.61;0.4397139;0.3074477;;
26.611;0.43984;0.307152;;
26.612;0.4403273;0.3068761;;
26.613;0.4407616;0.3063005;;
26.64;0.441833;0.3057959;;
26.642;0.4424117;0.3052165;;
26.644;0.4438999;0.30434;;
26.646;0.4445302;0.3038231;;
26.646;0.445977;0.3033834;;
26.647;0.446589;0.3028681;;
26.539;0.4395101;0.2714943;;
26.542;0.4394177;0.2718479;;
26.544;0.4410786;0.2779024;;
26.545;0.4408217;0.2787204;;
26.573;0.4420833;0.2868373;;
26.573;0.4416497;0.287881;;
26.576;0.4423869;0.2975919;;
26.578;0.4419795;0.2985166;;
26.579;0.440601;0.3040496;;
26.581;0.440288;0.3046531;;
26.606;0.4397471;0.3074265;;
26.608;0.439673;0.3074922;;
26.61;0.4397139;0.3074477;;
26.611;0.43984;0.307152;;
26.612;0.4403273;0.3068761;;
26.613;0.4407616;0.3063005;;
26.64;0.441833;0.3057959;;
26.642;0.4424117;0.3052165;;
26.644;0.4438999;0.30434;;
26.646;0.4445302;0.3038231;;
26.646;0.445977;0.3033834;;
26.647;0.446589;0.3028681;;
26.674;0.4480258;0.3015316
26.675;0.4484178;0.3012101
26.675;0.4496427;0.2999162
26.677;0.4500025;0.2998779
26.68;0.4505513;0.2996618
26.681;0.4507942;0.2998136
26.682;0.451085;0.3000397
26.682;0.451261;0.3003107
26.708;0.4514569;0.3005375
26.709;0.4516114;0.3008083
26.711;0.451462;0.3017331
26.712;0.451645;0.3018779
26.713;0.4513595;0.3026893
26.539;0.4395101;0.2714943;;
26.542;0.4394177;0.2718479;;
26.544;0.4410786;0.2779024;;
26.545;0.4408217;0.2787204;;
26.573;0.4420833;0.2868373;;
26.573;0.4416497;0.287881;;
26.576;0.4423869;0.2975919;;
26.578;0.4419795;0.2985166;;
26.579;0.440601;0.3040496;;
26.581;0.440288;0.3046531;;
26.606;0.4397471;0.3074265;;
26.608;0.439673;0.3074922;;
26.61;0.4397139;0.3074477;;
26.611;0.43984;0.307152;;
26.612;0.4403273;0.3068761;;
26.613;0.4407616;0.3063005;;
26.64;0.441833;0.3057959;;
26.642;0.4424117;0.3052165;;
26.644;0.4438999;0.30434;;
26.646;0.4445302;0.3038231;;
26.646;0.445977;0.3033834;;
26.647;0.446589;0.3028681;;
26.674;0.4480258;0.3015316;;
26.675;0.4484178;0.3012101;;
26.675;0.4496427;0.2999162;;
26.677;0.4500025;0.2998779;;
26.68;0.4505513;0.2996618;;
26.681;0.4507942;0.2998136;;
26.682;0.451085;0.3000397;;
26.682;0.451261;0.3003107;;
26.708;0.4514569;0.3005375;;
26.709;0.4516114;0.3008083;;
26.711;0.451462;0.3017331;;
26.712;0.451645;0.3018779;;
26.713;0.4513595;0.3026893;;
26.748;0.4514069;0.3027723
26.749;0.4511032;0.3038496
26.75;0.4511243;0.3038715
26.751;0.4505041;0.3054435
26.751;0.4505036;0.3053073
26.539;0.4395101;0.2714943;;
26.542;0.4394177;0.2718479;;
26.544;0.4410786;0.2779024;;
26.545;0.4408217;0.2787204;;
26.573;0.4420833;0.2868373;;
26.573;0.4416497;0.287881;;
26.576;0.4423869;0.2975919;;
26.578;0.4419795;0.2985166;;
26.579;0.440601;0.3040496;;
26.581;0.440288;0.3046531;;
26.606;0.4397471;0.3074265;;
26.608;0.439673;0.3074922;;
26.61;0.4397139;0.3074477;;
26.611;0.43984;0.307152;;
26.612;0.4403273;0.3068761;;
26.613;0.4407616;0.3063005;;
26.64;0.441833;0.3057959;;
26.642;0.4424117;0.3052165;;
26.644;0.4438999;0.30434;;
26.646;0.4445302;0.3038231;;
26.646;0.445977;0.3033834;;
26.647;0.446589;0.3028681;;
26.674;0.4480258;0.3015316;;
26.675;0.4484178;0.3012101;;
26.675;0.4496427;0.2999162;;
26.677;0.4500025;0.2998779;;
26.68;0.4505513;0.2996618;;
26.681;0.4507942;0.2998136;;
26.682;0.451085;0.3000397;;
26.682;0.451261;0.3003107;;
26.708;0.4514569;0.3005375;;
26.709;0.4516114;0.3008083;;
26.711;0.451462;0.3017331;;
26.712;0.451645;0.3018779;;
26.713;0.4513595;0.3026893;;
26.748;0.4514069;0.3027723;;
26.749;0.4511032;0.3038496;;
26.75;0.4511243;0.3038715;;
26.751;0.4505041;0.3054435;;
26.751;0.4505036;0.3053073;;
26.776;0.4500115;0.3065608
26.777;0.4499549;0.3063038
26.779;0.4495103;0.3069353
26.78;0.44952;0.3065511
26.781;0.4492201;0.3068852
26.783;0.4493685;0.3065422
26.539;0.4395101;0.2714943;;
26.542;0.4394177;0.2718479;;
26.544;0.4410786;0.2779024;;
26.545;0.4408217;0.2787204;;
26.573;0.4420833;0.2868373;;
26.573;0.4416497;0.287881;;
26.576;0.4423869;0.2975919;;
26.578;0.4419795;0.2985166;;
26.579;0.440601;0.3040496;;
26.581;0.440288;0.3046531;;
26.606;0.4397471;0.3074265;;
26.608;0.439673;0.3074922;;
26.61;0.4397139;0.3074477;;
26.611;0.43984;0.307152;;
26.612;0.4403273;0.3068761;;
26.613;0.4407616;0.3063005;;
26.64;0.441833;0.3057959;;
26.642;0.4424117;0.3052165;;
26.644;0.4438999;0.30434;;
26.646;0.4445302;0.3038231;;
26.646;0.445977;0.3033834;;
26.647;0.446589;0.3028681;;
26.674;0.4480258;0.3015316;;
26.675;0.4484178;0.3012101;;
26.675;0.4496427;0.2999162;;
26.677;0.4500025;0.2998779;;
26.68;0.4505513;0.2996618;;
26.681;0.4507942;0.2998136;;
26.682;0.451085;0.3000397;;
26.682;0.451261;0.3003107;;
26.708;0.4514569;0.3005375;;
26.709;0.4516114;0.3008083;;
26.711;0.451462;0.3017331;;
26.712;0.451645;0.3018779;;
26.713;0.4513595;0.3026893;;
26.748;0.4514069;0.3027723;;
26.749;0.4511032;0.3038496;;
26.75;0.4511243;0.3038715;;
26.751;0.4505041;0.3054435;;
26.751;0.4505036;0.3053073;;
26.776;0.4500115;0.3065608;;
26.777;0.4499549;0.3063038;;
26.779;0.4495103;0.3069353;;
26.78;0.44952;0.3065511;;
26.781;0.4492201;0.3068852;;
26.783;0.4493685;0.3065422;;
26.809;0.4494182;0.3064383
26.81;0.4494517;0.3062525
26.811;0.4491979;0.3063684
26.813;0.4492676;0.3064234
26.816;0.4490659;0.307405
26.818;0.4489474;0.307705
26.818;0.4481915;0.3097027
26.539;0.4395101;0.2714943;;
26.542;0.4394177;0.2718479;;
26.544;0.4410786;0.2779024;;
26.545;0.4408217;0.2787204;;
26.573;0.4420833;0.2868373;;
26.573;0.4416497;0.287881;;
26.576;0.4423869;0.2975919;;
26.578;0.4419795;0.2985166;;
26.579;0.440601;0.3040496;;
26.581;0.440288;0.3046531;;
26.606;0.4397471;0.3074265;;
26.608;0.439673;0.3074922;;
