Timestamp;SelectionTime;intendedObj;selectedObj;correct?;smoothCorrel;speed;objWidthInDeg;objHeightInDeg;radiusInDeg;distanceToIntendedDeg;correlationToIntendedObjectX;correlationToIntendedObjectY;corrThreshold;w;corrAverageWindow;corrFrequency
41.0697889;2.4068229;1;5;False;0.6303366;45;5.988367;4.061605;28.68033;10.14457;0.9760217;0.9872679;0.6;300;900;0.3
46.6668555;1.8203318;3;3;True;0.6873035;45;12.00286;11.2283;46.17076;0;1;1;0.6;300;900;0.3
50.8765115;2.713041;1;1;True;0.6811543;45;11.76852;9.148468;9.73918;0;1;1;0.6;300;900;0.3
57.6827913;0.9074071;2;3;False;0.6718347;45;16.87879;13.35173;9.739167;5.309414;0.9986562;-0.9941429;0.6;300;900;0.3
60.8892976;1.5120114;2;2;True;0.9497703;45;11.4885;9.2775;9.73918;0;1;1;0.6;300;900;0.3
63.9596511;1.5142077;3;3;True;0.6734801;45;16.40104;15.68775;46.17075;0;1;1;0.6;300;900;0.3
67.5424378;2.1131057;3;3;True;0.6962094;45;11.87417;10.27057;28.68033;0;1;1;0.6;300;900;0.3
70.0330452;1.2167281;1;1;True;0.7768145;45;11.80111;9.946973;28.68033;0;1;1;0.6;300;900;0.3
73.1182487;1.8113247;3;3;True;0.6304624;45;16.2929;14.58425;28.68033;0;1;1;0.6;300;900;0.3
75.8429964;1.5090114;4;4;True;0.6558926;45;5.885493;4.497371;28.68034;0;1;1;0.6;300;900;0.3
78.9477493;1.8103125;1;1;True;0.6178788;45;11.69912;9.180239;9.739167;0;1;1;0.6;300;900;0.3
81.0914123;1.2046637;1;1;True;0.6465599;45;5.625411;4.815559;46.17075;0;1;1;0.6;300;900;0.3
85.0949363;2.7191158;3;3;True;0.8162974;45;5.68903;4.611404;46.17075;0;1;1;0.6;300;900;0.3
89.3697765;3.016502;1;1;True;0.709082;45;5.248698;4.134042;9.739167;0;1;1;0.6;300;900;0.3
94.0968665;3.6115901;2;2;True;0.6226283;45;16.83667;14.10357;28.68033;0;1;1;0.6;300;900;0.3
96.3984511;1.2111851;2;2;True;0.664411;45;16.9973;13.61673;46.17075;0;1;1;0.6;300;900;0.3
99.3917849;1.5118946;3;2;False;0.7372249;45;16.48783;13.34389;9.73918;3.743042;0.9922241;0.9653296;0.6;300;900;0.3
102.6429258;1.8243478;1;5;False;0.7005911;45;5.325607;4.049973;9.739167;5.131815;0.9984342;-0.9915475;0.6;300;900;0.3
106.1592539;2.1131058;3;3;True;0.9597661;45;11.8729;10.27224;28.68034;0;1;1;0.6;300;900;0.3
108.56263;1.2102108;3;3;True;0.619597;45;16.84176;14.8153;28.68033;0;1;1;0.6;300;900;0.3
110.7043192;0.9174337;3;3;True;0.7886542;45;16.87873;13.35172;9.739186;0;1;1;0.6;300;900;0.3
114.165394;2.1106656;3;3;True;0.6491136;45;5.14745;4.206023;9.739186;0;1;1;0.6;300;900;0.3
116.507607;1.2026898;1;1;True;0.6717843;45;5.442295;4.580159;28.68034;0;1;1;0.6;300;900;0.3
119.2591293;1.5237653;1;1;True;0.727734;45;5.460315;4.859406;46.17075;0;1;1;0.6;300;900;0.3
122.084123;1.5074989;1;1;True;0.9915723;45;11.86607;10.52692;46.17075;0;1;1;0.6;300;900;0.3
125.4484366;2.1124923;3;3;True;0.7888499;45;12.23893;11.02456;46.17076;0;1;1;0.6;300;900;0.3
128.2208087;1.5120292;2;2;True;0.7944666;45;16.96637;13.36711;46.17075;0;1;1;0.6;300;900;0.3
