timestamp;radius;size;depth
5.7482487;0.5;0.9;16
16.0964365;0.5;0.65;2
18.7324294;1.5;0.3;16
20.8891507;2.5;0.65;16
23.0107787;0.5;0.9;2
24.9764936;0.5;0.3;6
26.7301456;1.5;0.3;2
29.0868976;0.5;0.65;6
31.0641434;0.5;0.3;16
33.7557832;1.5;0.9;6
35.8894516;2.5;0.9;16
38.3354405;1.5;0.9;2
40.6365445;0.5;0.65;16
45.2835017;1.5;0.65;16
47.2938351;2.5;0.9;6
49.7292958;0.5;0.9;6
53.169422;2.5;0.9;2
55.6379704;2.5;0.65;2
57.8493366;1.5;0.65;2
60.5750674;1.5;0.9;16
63.1438825;1.5;0.3;6
65.3667791;2.5;0.65;6
67.9360949;2.5;0.3;2
71.3204991;2.5;0.3;16
73.632633;1.5;0.65;6
75.9562976;0.5;0.3;2
79.1843609;2.5;0.3;6
