Timestamp;SelectionTime;selectedObj;smoothCorrel;speedInDegPerS;radiusInUnits;radiusInDeg;walking;corrThreshold;w;corrAverageWindow;corrFrequency
79.159184;2.6305009;3;0.9430955;14.8969;1.5;28.6212;0.899999976158142;300;900;0.1
82.3772717;1.7205337;4;0.967584;74.86649;1.5;28.62121;0.899999976158142;300;900;0.1
87.066872;3.2260273;1;0.9207591;134.0721;0.5;9.718689;0.899999976158142;300;900;0.1
91.9610024;3.4280851;4;0.9068622;224.5995;0.5;9.718676;0.899999976158142;300;900;0.1
96.219637;3.2311069;2;0.9075971;44.91989;2.5;46.07932;0.899999976158142;300;900;0.1
99.333767;1.9230769;4;0.9250506;44.69071;1.5;28.6212;0.899999976158142;300;900;0.1
102.0482708;1.5200872;4;0.9035737;44.69071;0.5;9.718668;0.899999976158142;300;900;0.1
110.2264846;6.6702094;1;0.9180634;8.938142;2.5;46.07932;0.899999976158142;300;900;0.1
113.7786771;2.8281934;1;0.9331639;26.81442;2.5;46.07932;0.899999976158142;300;900;0.1
118.6571371;3.6304308;1;0.9473432;74.86649;1.5;28.6212;0.899999976158142;300;900;0.1
126.900844;7.1596216;2;0.9109641;134.0721;0.5;9.718681;0.899999976158142;300;900;0.1
130.0404102;1.932462;4;0.9207103;44.69071;1.5;28.6212;0.899999976158142;300;900;0.1
213.9047532;82.6932249;1;0.2100364;44.69071;0.5;9.718676;0;300;900;0.1
242.7272203;23.192466;3;0.9269275;8.938142;2.5;46.07932;0.9;300;900;0.1
285.1247617;37.4638485;2;0.1577207;14.8969;1.5;28.62121;0;300;900;0.1
358.8235156;31.441698;1;0.4106663;8.938142;2.5;46.07932;0;300;900;0.1
382.9846306;18.1284653;1;0.4621811;14.8969;1.5;28.62119;0;300;900;0.1
389.488775;2.7269377;2;0.9238501;224.5995;0.5;9.718681;0.9;300;900;0.1
394.2733809;3.2350596;1;0.9232671;26.81442;2.5;46.07932;0.9;300;900;0.1
401.5050644;5.7295457;1;0.9378822;44.91989;2.5;46.07932;0.9;300;900;0.1
406.1542627;3.0281549;4;0.9271371;26.81442;2.5;46.07932;0.9;300;900;0.1
414.9914051;7.4536848;4;0.9325365;134.0721;0.5;9.718676;0.9;300;900;0.1
417.8135288;1.5190747;4;0.9026634;74.86649;1.5;28.6212;0.9;300;900;0.1
491.8292784;17.9078832;4;0.345656;44.69071;0.5;9.718676;0;300;900;0.1
497.4563938;1.720003;4;0.8007798;44.69071;1.5;28.62119;0.8;300;900;0.1
500.9320849;1.4311234;3;0.8147123;224.5995;0.5;9.718668;0.8;300;900;0.1
