timestamp;radius;size;depth
1.9667157;0.5;0.65;6
28.4157248;2.5;0.65;6
30.5253195;0.5;0.65;2
34.0992981;0.5;0.3;2
75.8854922;0.5;0.3;16
102.9167766;2.5;0.9;6
109.5518808;1.5;0.9;2
114.2322942;2.5;0.65;2
117.0803464;1.5;0.9;6
119.2806825;1.5;0.3;6
124.0623639;1.5;0.9;16
127.0101812;0.5;0.9;2
130.0372168;2.5;0.3;2
132.5062776;0.5;0.9;16
145.8762599;2.5;0.9;2
148.1327445;1.5;0.65;6
150.8579717;2.5;0.65;16
153.1716081;0.5;0.65;16
155.716858;1.5;0.3;2
160.6208735;1.5;0.65;16
166.2054648;0.5;0.3;6
168.6740115;2.5;0.9;16
170.7074044;0.5;0.9;6
173.7564909;2.5;0.3;16
176.0796519;1.5;0.65;2
179.218605;1.5;0.3;16
190.4775049;2.5;0.3;6
