timestamp;radius;size;depth
7.1594466;1.5;0.3;16
15.006766;2.5;0.65;6
17.9555721;2.5;0.3;16
22.188274;2.5;0.9;6
25.0924692;0.5;0.3;2
27.5168848;0.5;0.9;16
30.342873;1.5;0.65;16
32.0178058;1.5;0.3;6
34.620694;2.5;0.9;16
37.0110201;1.5;0.9;6
39.7131708;0.5;0.3;16
43.0495167;2.5;0.9;2
45.5225619;2.5;0.3;2
47.8567395;2.5;0.3;6
49.5993502;1.5;0.65;2
51.7209655;0.5;0.3;6
54.4231159;0.5;0.65;2
56.2559667;2.5;0.65;16
58.8814153;1.5;0.9;2
61.1935432;1.5;0.9;16
64.2877318;2.5;0.65;2
66.6439674;1.5;0.3;2
68.855821;0.5;0.65;16
70.699219;0.5;0.65;6
72.4864495;0.5;0.9;6
74.2400906;1.5;0.65;6
76.3622069;0.5;0.9;2
