verticalCube3Timestamp;verticalCube3XPos;verticalCube3YPos;verticalCube3newCorr;verticalCube3smoothCorr
0;;;0;0
0.4080772;;;0;0
0.7133823;;;0;0
1.015179;;;0;0
1.316474;;;0;0
1.6177688;;;0;0
1.9195658;;;0;0
2.127;1.069396;1;;
2.165;0.9899725;1;;
2.166;0.9682322;1;;
2.185;0.9358845;1;;
2.185;0.9358575;1;;
2.206;0.8827079;1;;
2.2213618;;;-0.409598602995058;-0.136532867665019
2.226;0.8287311;1;;
2.227;0.8282387;1;;
2.247;0.7749184;1;;
2.248;0.7744218;1;;
2.249;0.774288;1;;
2.268;0.7218919;1;;
2.269;0.7212093;1;;
2.269;0.7212093;1;;
2.27;0.7212093;1;;
2.291;0.668252;1;;
2.293;0.6677697;1;;
2.293;0.6677553;1;;
2.294;0.6676137;1;;
2.311;0.6138899;1;;
2.311;0.6138899;1;;
2.312;0.6138899;1;;
2.313;0.6138899;1;;
2.333;0.586773;1;;
2.333;0.570452;1;;
2.334;0.56194;1;;
2.335;0.5607537;1;;
2.353;0.5333691;1;;
2.354;0.5330516;1;;
2.355;0.5123799;1;;
2.356;0.5081111;1;;
2.374;0.4802663;1;;
2.375;0.4798792;1;;
2.376;0.4798792;1;;
2.377;0.4798792;1;;
2.395;0.4268045;1;;
2.396;0.4260672;1;;
2.396;0.4260672;1;;
2.417;0.3728088;1;;
2.418;0.3723457;1;;
2.418;0.3722824;1;;
2.437;0.3196816;1;;
2.438;0.3191654;1;;
2.438;0.3190851;1;;
2.439;0.318976;1;;
2.44;0.318976;1;;
2.458;0.2659761;1;;
2.46;0.2653391;1;;
2.461;0.2652705;1;;
2.479;0.2125526;1;;
2.48;0.2119473;1;;
2.481;0.2118582;1;;
2.482;0.2118405;1;;
2.5;0.1600109;1;;
2.502;0.157887;1;;
2.503;0.157887;1;;
2.522;0.1314004;1;;
2.522;0.1314004;1;;
2.5231586;;;-0.230403556423171;-0.21333405313941
2.522;0.1314004;1;;
2.522;0.1314004;1;;
2.524;0.1070128;1;;
2.525;0.1059985;1;;
2.526;0.1042815;1;;
2.542;0.07714575;1;;
2.543;0.0768179;1;;
2.544;0.07675003;1;;
2.544;0.07673854;1;;
2.564;0.02370841;1;;
2.564;0.02302701;1;;
2.565;0.02302701;1;;
2.585;-0.02926913;1;;
2.585;-0.02941741;1;;
2.586;-0.02993945;1;;
2.587;-0.02993945;1;;
