timestamp;radius;velocity;walking
29.8821464;2.5;1.17;True
45.9981129;2.5;1.96;True
62.1048483;2.5;1.96;True
77.6091638;0.5;1.17;True
93.7273771;0.5;1.96;True
109.845832;1.5;1.96;True
121.7195207;2.5;1.17;True
137.8599369;2.5;0.39;True
153.9563658;0.5;1.96;True
164.2452816;0.5;0.39;True
180.3401635;2.5;0.39;True
196.4796944;1.5;1.17;True
212.5796102;1.5;0.39;True
228.6955478;2.5;0.39;True
244.7791212;0.5;0.39;True
260.8855508;0.5;1.96;True
276.9809143;0.5;1.17;True
293.0779717;1.5;0.39;True
309.1854892;2.5;1.17;True
325.303434;1.5;1.17;True
341.43341;0.5;0.39;True
357.5067431;1.5;0.39;True
373.5916147;2.5;1.96;True
385.8783496;1.5;1.17;True
401.9980199;0.5;1.17;True
413.6932106;1.5;1.96;True
421.9599817;1.5;1.96;True
