45.9830722;0;0;2;2;0;
62.0842936;0;0;0;7;3;
77.5886086;16;1;0;0;0;
93.7093285;2;0;2;2;0;
109.8282845;3;14;0;0;0;
121.7004693;0;15;0;0;0;
137.8403845;0;3;1;0;0;
153.9348086;0;1;0;0;0;
164.2297404;0;0;17;5;0;
180.3251228;0;1;0;0;0;
196.4586379;0;0;0;0;0;
212.5570496;0;0;0;15;0;
228.6759957;1;0;0;0;0;
244.7610726;0;0;0;0;0;
260.8670009;0;0;0;0;0;
276.9603591;0;0;0;1;10;
293.0589209;0;6;5;0;0;
309.1674403;0;0;0;0;0;
325.2828793;0;0;1;6;1;
341.4148596;1;0;0;13;1;
357.488194;0;0;2;1;0;
373.5720617;0;0;0;0;0;
385.8587977;0;16;3;0;0;
401.9784672;0;0;0;3;8;
413.6751623;15;0;0;0;0;
421.9394268;0;0;16;3;0;
438.0570326;10;0;0;0;0;
