timestamp;radius;size;depth
4.7110401;0.5;0.3;16
8.0699688;1.5;0.3;2
14.0779423;1.5;0.3;16
16.26676;2.5;0.3;6
18.623525;0.5;0.9;2
22.9349869;0.5;0.9;6
24.5888838;0.5;0.9;16
27.9062031;1.5;0.9;2
30.3070848;2.5;0.9;6
32.9215352;1.5;0.65;2
37.50121;2.5;0.3;2
40.2600442;2.5;0.65;16
42.7516715;2.5;0.65;6
45.1635829;2.5;0.9;2
47.7324127;0.5;0.3;6
50.4135396;0.5;0.3;2
53.6306005;2.5;0.3;16
55.8199204;0.5;0.65;16
58.7798064;1.5;0.9;6
61.8625015;1.5;0.9;16
64.9904308;2.5;0.9;16
67.5146413;1.5;0.65;6
69.6929316;1.5;0.3;6
72.1614946;0.5;0.65;2
75.0321255;0.5;0.65;6
78.2717377;1.5;0.65;16
80.7623673;2.5;0.65;2
