timestamp;radius;size;depth
2.4152235;2.5;0.65;2
45.0328914;1.5;0.65;2
52.266041;0.5;0.65;16
72.23751;0.5;0.3;6
75.9237854;2.5;0.9;6
85.0268956;2.5;0.9;2
89.0480599;2.5;0.3;6
90.6568266;1.5;0.3;2
96.0631643;0.5;0.9;2
97.5826945;1.5;0.3;16
101.7377136;1.5;0.9;16
126.0321441;2.5;0.3;16
136.7460606;1.5;0.65;16
144.1837864;1.5;0.9;2
152.3935715;0.5;0.65;2
159.497416;0.5;0.3;16
168.9917623;0.5;0.3;2
187.076224;1.5;0.65;6
195.2519059;1.5;0.3;6
200.4015631;2.5;0.9;16
212.3760213;0.5;0.65;6
219.7931523;2.5;0.65;6
239.1280976;0.5;0.9;16
248.1644504;2.5;0.3;2
251.7504606;1.5;0.9;6
257.7478736;2.5;0.65;16
266.3943126;0.5;0.9;6
