timestamp;selectedObject;intendedObject;1;2;3;4;5;6;7;8;9;10
28.7278646;0;0;15;0;0;0;0;0;11;0;0;0
34.9338631;7;7;0;0;0;0;0;0;15;5;0;0
40.3477556;1;1;15;0;0;0;0;5;0;0;4;0
56.0208161;13;13;0;0;0;0;0;0;0;0;15;0
65.0368287;15;15;0;0;0;2;0;0;0;0;15;0
74.4984891;11;11;0;0;0;0;0;0;0;15;0;0
80.2487757;17;17;0;0;0;0;0;0;0;0;15;0
88.7884773;6;6;0;0;0;0;15;2;8;14;0;0
102.6784906;18;18;0;1;0;0;0;0;0;15;0;0
109.9411315;3;3;7;15;1;2;0;0;2;3;0;0
115.2838346;4;5;0;15;0;0;0;0;1;0;0;0
122.4057743;16;5;0;11;0;0;15;0;11;0;0;2
127.8322992;5;5;3;17;0;0;0;0;8;0;6;0
147.8220137;8;8;1;17;4;0;4;0;0;5;0;1
156.0055686;25;25;0;0;0;0;0;0;14;15;5;0
164.4288963;9;9;0;15;0;0;1;0;0;0;11;1
175.7283523;19;19;0;15;0;0;6;0;0;0;0;1
188.0270838;27;27;14;4;2;2;0;15;2;0;0;0
204.4881009;24;-1;5;7;1;0;14;0;0;0;7;0
