timestamp;radius;size;depth
25.1235723;2.5;0.3;6
51.5942228;2.5;0.9;16
54.5841625;1.5;0.9;2
56.4059961;0.5;0.3;2
58.5265647;1.5;0.65;6
70.9928691;2.5;0.9;2
74.0113763;1.5;0.65;16
78.6781644;2.5;0.65;16
81.4705718;1.5;0.65;2
84.2840359;2.5;0.3;16
88.1818893;2.5;0.9;6
91.0870961;0.5;0.65;16
95.6336371;1.5;0.3;6
100.6490338;0.5;0.3;16
106.7264957;1.5;0.9;6
108.8812122;2.5;0.65;2
110.9361639;0.5;0.9;16
116.9243379;1.5;0.3;16
135.5669143;0.5;0.65;6
150.8024672;1.5;0.3;2
154.4092633;2.5;0.65;6
156.543425;0.5;0.9;2
166.7304578;2.5;0.3;2
172.1473359;0.5;0.3;6
181.7178179;0.5;0.9;6
184.3001679;0.5;0.65;2
186.2438243;1.5;0.9;16
