Timestamp;Name;smoothCorrel;speed;task;selected;correlationToIntendedObject;objectSize
51.0649489;0.0040107;0;;0;30;;(12.3, 4.6);23.49317
51.067456;0.0065178;0;;0;30;;(12.3, 4.6);23.49317
51.067957;0.0070188;0;;0;30;;(12.3, 4.6);23.49317
51.067957;0.0070188;0;;0;30;;(12.3, 4.6);23.49317
51.067957;0.0070188;0;;0;30;;(12.3, 4.6);23.49317
51.067957;0.0070188;0;;0;45;;(4.3, 4.6);8.469223
51.067957;0.0070188;0;;0;45;;(4.3, 4.6);8.469223
51.067957;0.0070188;0;;0;45;;(4.3, 4.6);8.469223
51.0684585;0.0075203;0;;0;45;;(4.3, 4.6);8.469223
51.0684585;0.0075203;0;;0;45;;(4.3, 4.6);8.469223
51.1486716;0.0877334;1;;0.4273634;30;;(7.5, 4.1);23.49317
51.1486716;0.0877334;1;;-0.03465844;30;;(9.5, 3.4);23.49317
51.1486716;0.0877334;1;;-0.4453352;30;;(15.7, 3.4);23.49317
51.1486716;0.0877334;1;;-0.4274339;30;;(19.9, 4.0);23.49317
51.1486716;0.0877334;1;;0.03465859;30;;(16.2, 5.9);23.49317
51.1486716;0.0877334;1;;0.01655567;45;;(3.8, 4.0);8.469223
51.1486716;0.0877334;1;;0.03630804;45;;(4.1, 3.4);8.469223
51.1491728;0.0882346;1;;0.4472299;45;;(4.8, 3.4);8.469223
51.1491728;0.0882346;1;;-0.0165246;45;;(5.2, 4.1);8.469223
51.1491728;0.0882346;1;;-0.03630813;45;;(4.7, 6.1);8.469223
51.2574611;0.1965229;1;;0.4803336;30;;(7.5, 4.2);23.49317
51.2579624;0.1970242;1;;0.0606832;30;;(9.3, 3.4);23.49317
51.2579624;0.1970242;1;;-0.5214139;30;;(15.4, 3.4);23.49317
51.2579624;0.1970242;1;;-0.4803837;30;;(19.9, 4.0);23.49317
51.2579624;0.1970242;1;;-0.06068317;30;;(16.4, 5.9);23.49317
51.2584636;0.1975254;1;;-0.1030613;45;;(3.8, 3.9);8.469223
51.2584636;0.1975254;1;;-0.06248176;45;;(4.1, 3.4);8.469223
51.2584636;0.1975254;1;;0.5229714;45;;(4.8, 3.4);8.469223
51.2584636;0.1975254;1;;0.1030813;45;;(5.2, 4.2);8.469223
51.2584636;0.1975254;1;;0.06248165;45;;(4.7, 6.1);8.469223
51.3376749;0.2767367;1;;0.4925773;30;;(7.5, 4.3);23.49317
51.3381754;0.2772372;1;;0.1236495;30;;(9.1, 3.4);23.49317
51.3381754;0.2772372;1;;-0.5391231;30;;(15.0, 3.4);23.49317
51.3381754;0.2772372;1;;-0.492615;30;;(19.8, 3.9);23.49317
51.3381754;0.2772372;1;;-0.1236494;30;;(16.8, 5.8);23.49317
51.3381754;0.2772372;1;;-0.172094;45;;(3.8, 3.8);8.469223
51.338677;0.2777388;1;;-0.1289395;45;;(4.2, 3.4);8.469223
51.338677;0.2777388;1;;0.539235;45;;(4.9, 3.5);8.469223
51.338677;0.2777388;1;;0.1721089;45;;(5.1, 4.3);8.469223
51.338677;0.2777388;1;;0.1289394;45;;(4.6, 6.2);8.469223
51.4249065;0.3639683;1;;0.5687842;30;;(7.5, 4.3);23.49317
51.4249065;0.3639683;1;;0.121847;30;;(8.9, 3.5);23.49317
51.4249065;0.3639683;1;;-0.5952609;30;;(14.7, 3.4);23.49317
51.4249065;0.3639683;1;;-0.5688144;30;;(19.8, 3.8);23.49317
51.4254075;0.3644693;1;;-0.121847;30;;(17.1, 5.7);23.49317
51.4254075;0.3644693;1;;-0.1487592;45;;(3.8, 3.7);8.469227
51.4254075;0.3644693;1;;-0.1234014;45;;(4.2, 3.4);8.469227
51.4254075;0.3644693;1;;0.594321;45;;(4.9, 3.5);8.469227
51.4254075;0.3644693;1;;0.1487713;45;;(5.1, 4.5);8.469227
51.4259096;0.3649714;1;;0.1234014;45;;(4.6, 6.3);8.469227
51.5026133;0.4416751;1;;0.6245421;30;;(7.5, 4.4);23.49317
51.5031143;0.4421761;1;;0.1070282;30;;(8.8, 3.5);23.49317
51.5031143;0.4421761;1;;-0.6472572;30;;(14.4, 3.4);23.49317
51.5031143;0.4421761;1;;-0.6245676;30;;(19.7, 3.8);23.49317
51.5031143;0.4421761;1;;-0.1070281;30;;(17.3, 5.6);23.49317
51.5031143;0.4421761;1;;-0.1303989;45;;(3.8, 3.6);8.469227
51.5031143;0.4421761;1;;-0.1070127;45;;(4.3, 3.4);8.469227
51.5031143;0.4421761;1;;0.6472396;45;;(5.0, 3.5);8.469227
51.5036153;0.4426771;1;;0.1304091;45;;(5.1, 4.6);8.469227
51.5036153;0.4426771;1;;0.1070127;45;;(4.5, 6.4);8.469227
51.581322;0.5203838;1;;0.654401;30;;(7.6, 4.4);23.49318
51.581322;0.5203838;1;;0.1023457;30;;(8.7, 3.5);23.49318
51.581322;0.5203838;1;;-0.678817;30;;(14.2, 3.4);23.49318
51.581322;0.5203838;1;;-0.6544229;30;;(19.6, 3.7);23.49318
51.581322;0.5203838;1;;-0.1023457;30;;(17.6, 5.5);23.49318
51.581322;0.5203838;1;;-0.1279569;45;;(3.8, 3.6);8.469227
51.5818235;0.5208853;1;;-0.1051132;45;;(4.3, 3.4);8.469227
51.5818235;0.5208853;1;;0.6788651;45;;(5.0, 3.5);8.469227
51.5818235;0.5208853;1;;0.1279658;45;;(5.1, 4.7);8.469227
51.5818235;0.5208853;1;;0.1051131;45;;(4.5, 6.4);8.469227
51.659029;0.5980908;1;;0.5890114;30;;(7.6, 4.5);23.49317
51.6595305;0.5985923;1;;0.1838792;30;;(8.5, 3.5);23.49317
51.6595305;0.5985923;1;;-0.6126888;30;;(13.9, 3.4);23.49317
51.6595305;0.5985923;1;;-0.5890304;30;;(19.5, 3.7);23.49317
51.6595305;0.5985923;1;;-0.1838791;30;;(17.8, 5.4);23.49317
51.6595305;0.5985923;1;;-0.2102754;45;;(3.8, 3.6);8.469227
51.6595305;0.5985923;1;;-0.1834781;45;;(4.3, 3.4);8.469227
51.6600318;0.5990936;1;;0.6163394;45;;(5.0, 3.5);8.469227
51.6600318;0.5990936;1;;0.2102831;45;;(5.1, 4.8);8.469227
51.6600318;0.5990936;1;;0.183478;45;;(4.4, 6.4);8.469227
51.7377382;0.6768;1;;0.5292672;30;;(7.7, 4.6);23.49317
51.7377382;0.6768;1;;0.2616058;30;;(8.4, 3.5);23.49317
51.7377382;0.6768;1;;-0.5499144;30;;(13.6, 3.4);23.49317
51.7377382;0.6768;1;;-0.529284;30;;(19.4, 3.6);23.49317
51.7377382;0.6768;1;;-0.2616057;30;;(18.0, 5.3);23.49317
51.7382395;0.6773013;1;;-0.2843768;45;;(3.8, 3.6);8.469227
51.7382395;0.6773013;1;;-0.2612783;45;;(4.4, 3.4);8.469227
51.7382395;0.6773013;1;;0.5522323;45;;(5.0, 3.6);8.469227
51.7382395;0.6773013;1;;0.2843837;45;;(5.0, 4.9);8.469227
51.7382395;0.6773013;1;;0.2612782;45;;(4.4, 6.4);8.469227
51.8144424;0.7535042;1;;0.4936616;30;;(7.7, 4.6);23.49318
51.8144424;0.7535042;1;;0.3061854;30;;(8.3, 3.5);23.49318
51.8144424;0.7535042;1;;-0.5115985;30;;(13.3, 3.4);23.49318
51.8144424;0.7535042;1;;-0.4936767;30;;(19.3, 3.6);23.49318
51.8149434;0.7540052;1;;-0.3061853;30;;(18.2, 5.2);23.49318
51.8149434;0.7540052;1;;-0.3243783;45;;(3.9, 3.5);8.469227
51.8149434;0.7540052;1;;-0.3100198;45;;(4.4, 3.4);8.469227
51.8149434;0.7540052;1;;0.5099427;45;;(5.1, 3.6);8.469227
51.8149434;0.7540052;1;;0.3243846;45;;(5.0, 5.1);8.469227
51.8149434;0.7540052;1;;0.3100198;45;;(4.3, 6.4);8.469227
51.8946555;0.8337173;1;;0.5316721;30;;(7.8, 4.7);23.49317
51.895157;0.8342188;1;;0.2790024;30;;(8.2, 3.5);23.49317
51.895157;0.8342188;1;;-0.5463233;30;;(13.1, 3.4);23.49317
51.895157;0.8342188;1;;-0.5316858;30;;(19.2, 3.6);23.49317
51.895157;0.8342188;1;;-0.2790023;30;;(18.4, 5.2);23.49317
51.8956585;0.8347203;1;;-0.2946683;45;;(3.9, 3.5);8.469223
51.8956585;0.8347203;1;;-0.2325078;45;;(4.5, 3.4);8.469223
51.8956585;0.8347203;1;;0.5459205;45;;(5.1, 3.6);8.469223
51.8956585;0.8347203;1;;0.2946739;45;;(5.0, 5.2);8.469223
51.8956585;0.8347203;1;;0.2325077;45;;(4.3, 6.4);8.469223
51.9733647;0.9124265;1;;0.6205338;30;;(7.9, 4.8);23.49317
51.9738663;0.9129281;1;;0.2794687;30;;(8.1, 3.5);23.49317
51.9738663;0.9129281;1;;-0.6341219;30;;(12.8, 3.4);23.49317
51.9738663;0.9129281;1;;-0.6205474;30;;(19.0, 3.6);23.49317
51.9738663;0.9129281;1;;-0.2794686;30;;(18.6, 5.1);23.49317
51.9743675;0.9134293;1;;-0.2951444;45;;(3.9, 3.5);8.469227
51.9743675;0.9134293;1;;-0.1452841;45;;(4.5, 3.4);8.469227
51.9743675;0.9134293;1;;0.6351266;45;;(5.1, 3.6);8.469227
51.9743675;0.9134293;1;;0.2951501;45;;(5.0, 5.3);8.469227
51.9743675;0.9134293;1;;0.1452841;45;;(4.3, 6.4);8.469227
52.0500689;0.9891307;1;;0.6507452;30;;(8.0, 4.9);23.49317
52.0505707;0.9896325;1;;0.2860176;30;;(8.0, 3.6);23.49317
52.0505707;0.9896325;1;;-0.6426874;30;;(12.5, 3.4);23.49317
52.0505707;0.9896325;1;;-0.6322023;30;;(18.9, 3.6);23.49317
52.0505707;0.9896325;1;;-0.2860176;30;;(18.8, 5.0);23.49317
52.0505707;0.9896325;1;;-0.298323;45;;(3.9, 3.5);8.469223
52.0505707;0.9896325;1;;-0.06601103;45;;(4.6, 3.4);8.469223
52.0505707;0.9896325;1;;0.6423765;45;;(5.1, 3.7);8.469223
52.0510717;0.9901335;1;;0.298323;45;;(4.9, 5.5);8.469223
52.0510717;0.9901335;1;;0.06601104;45;;(4.2, 6.3);8.469223
52.1282774;1.0673392;1;;0.6590971;30;;(8.1, 5.0);23.49317
52.1282774;1.0673392;1;;0.259928;30;;(7.9, 3.6);23.49317
52.1282774;1.0673392;1;;-0.6712036;30;;(12.3, 3.4);23.49317
52.1282774;1.0673392;1;;-0.6590979;30;;(18.7, 3.5);23.49317
52.1282774;1.0673392;1;;-0.259928;30;;(18.9, 4.9);23.49317
52.1282774;1.0673392;1;;-0.2715418;45;;(4.0, 3.5);8.469223
52.1287787;1.0678405;1;;0.01550515;45;;(4.6, 3.4);8.469223
52.1287787;1.0678405;1;;0.6675078;45;;(5.1, 3.8);8.469223
52.1292792;1.068341;1;;0.2715418;45;;(4.9, 5.6);8.469223
52.1292792;1.068341;1;;-0.01550514;45;;(4.2, 6.3);8.469223
52.2054826;1.1445444;1;;0.6904081;30;;(8.1, 5.1);23.49318
52.2059841;1.1450459;1;;0.237029;30;;(7.9, 3.6);23.49318
52.2059841;1.1450459;1;;-0.679574;30;;(12.0, 3.4);23.49318
52.2059841;1.1450459;1;;-0.6904075;30;;(18.5, 3.5);23.49318
52.2059841;1.1450459;1;;-0.2370285;30;;(19.1, 4.8);23.49318
52.2064854;1.1455472;1;;-0.2409511;45;;(4.0, 3.4);8.469227
52.2064854;1.1455472;1;;0.1171082;45;;(4.6, 3.4);8.469227
52.2064854;1.1455472;1;;0.6911546;45;;(5.2, 3.9);8.469227
52.2064854;1.1455472;1;;0.2409513;45;;(4.9, 5.7);8.469227
52.2064854;1.1455472;1;;-0.1171082;45;;(4.1, 6.2);8.469227
52.2836898;1.2227516;1;;0.7271632;30;;(8.2, 5.2);23.49319
52.2836898;1.2227516;1;;0.2094341;30;;(7.8, 3.6);23.49319
52.2836898;1.2227516;1;;-0.633589;30;;(11.8, 3.4);23.49319
52.2836898;1.2227516;1;;-0.7271624;30;;(18.3, 3.5);23.49319
52.2836898;1.2227516;1;;-0.2094335;30;;(19.2, 4.7);23.49319
52.2836898;1.2227516;1;;-0.2073066;45;;(4.0, 3.4);8.469227
52.2836898;1.2227516;1;;0.2260042;45;;(4.7, 3.4);8.469227
52.2841911;1.2232529;1;;0.7225815;45;;(5.2, 3.9);8.469227
52.2841911;1.2232529;1;;0.2073068;45;;(4.8, 5.8);8.469227
52.2841911;1.2232529;1;;-0.2260042;45;;(4.1, 6.1);8.469227
52.3629009;1.3019627;1;;0.7338485;30;;(8.4, 5.3);23.49316
52.3634019;1.3024637;1;;0.1969959;30;;(7.7, 3.6);23.49316
52.3634019;1.3024637;1;;-0.5727986;30;;(11.5, 3.4);23.49316
52.3634019;1.3024637;1;;-0.7338473;30;;(18.1, 3.5);23.49316
52.3634019;1.3024637;1;;-0.1969951;30;;(19.4, 4.6);23.49316
52.3634019;1.3024637;1;;-0.2005762;45;;(4.0, 3.4);8.469219
52.3634019;1.3024637;1;;0.3128222;45;;(4.7, 3.4);8.469219
52.3639032;1.302965;1;;0.7339426;45;;(5.2, 4.0);8.469219
52.3639032;1.302965;1;;0.2005763;45;;(4.8, 5.9);8.469219
52.3639032;1.302965;1;;-0.3128222;45;;(4.1, 6.0);8.469219
52.4406071;1.3796689;1;;0.7343708;30;;(8.5, 5.4);23.49317
52.4411089;1.3801707;1;;0.1927553;30;;(7.7, 3.6);23.49317
52.4411089;1.3801707;1;;-0.4997483;30;;(11.3, 3.4);23.49317
52.4411089;1.3801707;1;;-0.7343693;30;;(17.9, 3.5);23.49317
52.4411089;1.3801707;1;;-0.1927543;30;;(19.5, 4.5);23.49317
52.4411089;1.3801707;1;;-0.1971107;45;;(4.1, 3.4);8.469227
52.4416104;1.3806722;1;;0.3906674;45;;(4.8, 3.4);8.469227
52.4416104;1.3806722;1;;0.7367485;45;;(5.2, 4.1);8.469227
52.4416104;1.3806722;1;;0.1971108;45;;(4.7, 6.0);8.469227
52.4416104;1.3806722;1;;-0.3906673;45;;(4.0, 5.9);8.469227
52.5193166;1.4583784;1;;0.7210467;30;;(8.6, 5.5);23.49317
52.5193166;1.4583784;1;;0.1939539;30;;(7.6, 3.7);23.49317
52.5193166;1.4583784;1;;-0.4203506;30;;(11.1, 3.4);23.49317
52.5193166;1.4583784;1;;-0.7210451;30;;(17.7, 3.5);23.49317
52.5198181;1.4588799;1;;-0.1939529;30;;(19.6, 4.5);23.49317
52.5198181;1.4588799;1;;-0.1979786;45;;(4.1, 3.4);8.469223
52.5198181;1.4588799;1;;0.4549298;45;;(4.8, 3.4);8.469223
52.5198181;1.4588799;1;;0.7366442;45;;(5.2, 4.2);8.469223
52.5198181;1.4588799;1;;0.1979786;45;;(4.7, 6.1);8.469223
52.5198181;1.4588799;1;;-0.4549298;45;;(4.0, 5.8);8.469223
52.5980266;1.5370884;1;;0.7128033;30;;(8.7, 5.5);23.49317
52.5980266;1.5370884;1;;0.1816521;30;;(7.6, 3.7);23.49317
52.5985276;1.5375894;1;;-0.3579971;30;;(10.9, 3.4);23.49317
52.5985276;1.5375894;1;;-0.712802;30;;(17.5, 3.5);23.49317
52.5985276;1.5375894;1;;-0.1816512;30;;(19.7, 4.4);23.49317
52.5985276;1.5375894;1;;-0.1859206;45;;(4.1, 3.4);8.469223
52.5985276;1.5375894;1;;0.5182922;45;;(4.8, 3.4);8.469223
52.5985276;1.5375894;1;;0.7815251;45;;(5.2, 4.3);8.469223
52.5990289;1.5380907;1;;0.1859206;45;;(4.6, 6.2);8.469223
52.5990289;1.5380907;1;;-0.5182922;45;;(4.0, 5.7);8.469223
52.6762341;1.6152959;1;;0.7502272;30;;(8.9, 5.6);23.49317
