Timestamp;Name;smoothCorrel;speed;task;selected;correlationToIntendedObject;objectSize
14.5391751;5.6801153;6;;0.2414308;30;;(19.8, 4.3);23.49317
14.5391751;5.6801153;6;;0.2280553;30;;(14.8, 6.2);23.49317
14.5391751;5.6801153;6;;0.222068;30;;(9.0, 5.7);23.49317
14.5391751;5.6801153;6;;-0.2414307;30;;(7.5, 3.8);23.49317
14.5391751;5.6801153;6;;-0.2283396;30;;(10.5, 3.4);23.49317
14.5391751;5.6801153;6;;-0.2375563;45;;(4.6, 6.3);8.469223
14.5396766;5.6806168;6;;-0.1897556;45;;(3.9, 5.5);8.469223
14.5396766;5.6806168;6;;-0.08017327;45;;(3.8, 3.7);8.469223
14.5396766;5.6806168;6;;0.2375563;45;;(4.2, 3.4);8.469223
14.5396766;5.6806168;6;;0.1897556;45;;(4.9, 3.5);8.469223
14.6173838;5.758324;6;;0.2834658;30;;(19.8, 4.3);23.49316
14.6178851;5.7588253;6;;0.23928;30;;(15.0, 6.2);23.49316
14.6178851;5.7588253;6;;0.1770434;30;;(9.1, 5.8);23.49316
14.6178851;5.7588253;6;;-0.2834658;30;;(7.5, 3.9);23.49316
14.6178851;5.7588253;6;;-0.2395643;30;;(10.3, 3.4);23.49316
14.6183858;5.759326;6;;-0.2802546;45;;(4.5, 6.3);8.469223
14.6183858;5.759326;6;;-0.1723432;45;;(3.9, 5.4);8.469223
14.6183858;5.759326;6;;0.01419016;45;;(3.8, 3.7);8.469223
14.6183858;5.759326;6;;0.2802546;45;;(4.2, 3.4);8.469223
14.6183858;5.759326;6;;0.1723432;45;;(4.9, 3.5);8.469223
14.69509;5.8360302;6;;0.3048011;30;;(19.9, 4.2);23.49317
14.695591;5.8365312;6;;0.268698;30;;(15.3, 6.1);23.49317
14.695591;5.8365312;6;;0.154642;30;;(9.3, 5.8);23.49317
14.695591;5.8365312;6;;-0.3048009;30;;(7.5, 3.9);23.49317
14.695591;5.8365312;6;;-0.268981;30;;(10.1, 3.4);23.49317
14.695591;5.8365312;6;;-0.3022716;45;;(4.5, 6.4);8.469223
14.6960926;5.8370328;6;;-0.1536524;45;;(3.9, 5.3);8.469223
14.6960926;5.8370328;6;;0.06057273;45;;(3.8, 3.6);8.469223
14.6960926;5.8370328;6;;0.3022716;45;;(4.3, 3.4);8.469223
14.6960926;5.8370328;6;;0.1536525;45;;(5.0, 3.5);8.469223
14.7743003;5.9152405;6;;0.3037031;30;;(19.9, 4.1);23.49318
14.7743003;5.9152405;6;;0.2582582;30;;(15.6, 6.1);23.49318
14.7743003;5.9152405;6;;0.1140534;30;;(9.4, 5.9);23.49318
14.7748023;5.9157425;6;;-0.3037028;30;;(7.5, 4.0);23.49318
14.7748023;5.9157425;6;;-0.2585394;30;;(9.9, 3.4);23.49318
14.7748023;5.9157425;6;;-0.3019103;45;;(4.4, 6.4);8.469223
14.7748023;5.9157425;6;;-0.1164794;45;;(3.9, 5.1);8.469223
14.7748023;5.9157425;6;;0.09643368;45;;(3.8, 3.6);8.469223
14.7748023;5.9157425;6;;0.3019103;45;;(4.3, 3.4);8.469223
14.7753034;5.9162436;6;;0.1164794;45;;(5.0, 3.5);8.469223
14.8535108;5.994451;6;;0.2830352;30;;(19.9, 4.1);23.49316
14.8535108;5.994451;6;;0.2500801;30;;(15.8, 6.0);23.49316
14.8540121;5.9949523;6;;0.08892935;30;;(9.6, 6.0);23.49316
14.8540121;5.9949523;6;;-0.2830347;30;;(7.5, 4.0);23.49316
14.8540121;5.9949523;6;;-0.250359;30;;(9.7, 3.4);23.49316
14.8540121;5.9949523;6;;-0.2807791;45;;(4.4, 6.4);8.469223
14.8540121;5.9949523;6;;-0.09082652;45;;(3.8, 5.0);8.469223
14.8540121;5.9949523;6;;0.1134791;45;;(3.8, 3.6);8.469223
14.8545136;5.9954538;6;;0.2807791;45;;(4.4, 3.4);8.469223
14.8545136;5.9954538;6;;0.09082656;45;;(5.0, 3.5);8.469223
14.9191856;6.0601258;6;;0.2903945;30;;(19.9, 4.0);23.49317
14.9191856;6.0601258;6;;0.2854792;30;;(16.1, 5.9);23.49317
14.9196868;6.060627;6;;0.09087331;30;;(9.8, 6.0);23.49317
14.9196868;6.060627;6;;-0.2903933;30;;(7.5, 4.1);23.49317
14.9196868;6.060627;6;;-0.285755;30;;(9.6, 3.4);23.49317
14.9196868;6.060627;6;;-0.2875203;45;;(4.4, 6.4);8.469227
14.9196868;6.060627;6;;-0.09125654;45;;(3.8, 4.9);8.469227
14.9196868;6.060627;6;;0.1352293;45;;(3.9, 3.5);8.469227
14.9201883;6.0611285;6;;0.2875203;45;;(4.4, 3.4);8.469227
14.9201883;6.0611285;6;;0.09125654;45;;(5.1, 3.6);8.469227
14.9963915;6.1373317;6;;0.2959145;30;;(19.9, 4.0);23.49318
14.9963915;6.1373317;6;;0.2913959;30;;(16.3, 5.9);23.49318
14.9968928;6.137833;6;;0.08181368;30;;(9.9, 6.1);23.49318
14.9968928;6.137833;6;;-0.2959127;30;;(7.5, 4.1);23.49318
14.9968928;6.137833;6;;-0.2916717;30;;(9.4, 3.4);23.49318
14.9968928;6.137833;6;;-0.2857106;45;;(4.3, 6.4);8.469223
14.9968928;6.137833;6;;-0.08276747;45;;(3.8, 4.7);8.469223
14.9968928;6.137833;6;;0.1415133;45;;(3.9, 3.5);8.469223
14.9968928;6.137833;6;;0.2857105;45;;(4.4, 3.4);8.469223
14.9973943;6.1383345;6;;0.08276744;45;;(5.1, 3.6);8.469223
15.0740975;6.2150377;6;;0.2910568;30;;(19.9, 3.9);23.49317
15.0745987;6.2155389;6;;0.2921817;30;;(16.6, 5.8);23.49317
15.0745987;6.2155389;6;;0.04900184;30;;(10.1, 6.1);23.49317
15.0745987;6.2155389;6;;-0.2910542;30;;(7.5, 4.2);23.49317
15.0745987;6.2155389;6;;-0.2924575;30;;(9.2, 3.4);23.49317
15.0745987;6.2155389;6;;-0.2548953;45;;(4.3, 6.4);8.469215
15.0745987;6.2155389;6;;-0.04996635;45;;(3.8, 4.6);8.469215
15.0745987;6.2155389;6;;0.1778104;45;;(3.9, 3.5);8.469215
15.0751003;6.2160405;6;;0.2548953;45;;(4.5, 3.4);8.469215
15.0751003;6.2160405;6;;0.0499663;45;;(5.1, 3.6);8.469215
15.1487961;6.2897363;6;;0.2784812;30;;(19.8, 3.9);23.49317
15.1492978;6.290238;6;;0.2707898;30;;(16.8, 5.7);23.49317
15.1492978;6.290238;6;;0.01028047;30;;(10.3, 6.2);23.49317
15.1492978;6.290238;6;;-0.2784782;30;;(7.5, 4.3);23.49317
15.1492978;6.290238;6;;-0.2709087;30;;(9.1, 3.4);23.49317
15.1492978;6.290238;6;;-0.2085678;45;;(4.2, 6.3);8.469219
15.1492978;6.290238;6;;-0.009997521;45;;(3.8, 4.5);8.469219
15.1492978;6.290238;6;;0.2072292;45;;(3.9, 3.5);8.469219
15.1492978;6.290238;6;;0.2085678;45;;(4.5, 3.4);8.469219
15.1492978;6.290238;6;;0.009997449;45;;(5.1, 3.7);8.469219
15.2295117;6.3704519;6;;0.2639708;30;;(19.8, 3.8);23.49318
15.2300124;6.3709526;6;;0.3079859;30;;(17.1, 5.7);23.49318
15.2300124;6.3709526;6;;-0.01782723;30;;(10.5, 6.2);23.49318
15.2300124;6.3709526;6;;-0.2639675;30;;(7.5, 4.3);23.49318
15.2300124;6.3709526;6;;-0.3079917;30;;(8.9, 3.5);23.49318
15.2300124;6.3709526;6;;-0.1759742;45;;(4.2, 6.3);8.469223
15.2305135;6.3714537;6;;0.02001982;45;;(3.8, 4.4);8.469223
15.2305135;6.3714537;6;;0.2800189;45;;(3.9, 3.5);8.469223
15.2305135;6.3714537;6;;0.1759742;45;;(4.6, 3.4);8.469223
15.2305135;6.3714537;6;;-0.02001989;45;;(5.1, 3.7);8.469223
15.3177461;6.4586863;6;;0.2582546;30;;(19.7, 3.8);23.49315
15.3177461;6.4586863;6;;0.3505698;30;;(17.3, 5.6);23.49315
15.3177461;6.4586863;6;;-0.05813296;30;;(10.7, 6.3);23.49315
15.3182473;6.4591875;6;;-0.2582512;30;;(7.5, 4.4);23.49315
15.3182473;6.4591875;6;;-0.3505327;30;;(8.8, 3.5);23.49315
15.3182473;6.4591875;6;;-0.1517007;45;;(4.2, 6.2);8.469227
15.3182473;6.4591875;6;;0.06150105;45;;(3.8, 4.3);8.469227
15.3182473;6.4591875;6;;0.3401129;45;;(4.0, 3.5);8.469227
15.3182473;6.4591875;6;;0.1517008;45;;(4.6, 3.4);8.469227
15.3187486;6.4596888;6;;-0.06150113;45;;(5.1, 3.8);8.469227
15.3894363;6.5303765;6;;0.2660486;30;;(19.6, 3.7);23.49317
15.3899376;6.5308778;6;;0.3563882;30;;(17.5, 5.5);23.49317
15.3899376;6.5308778;6;;-0.1185382;30;;(10.9, 6.3);23.49317
15.3899376;6.5308778;6;;-0.2660451;30;;(7.6, 4.4);23.49317
15.3899376;6.5308778;6;;-0.3563888;30;;(8.7, 3.5);23.49317
15.3904388;6.531379;6;;-0.1187952;45;;(4.1, 6.2);8.469223
15.3904388;6.531379;6;;0.1174626;45;;(3.8, 4.2);8.469223
15.3904388;6.531379;6;;0.3539306;45;;(4.0, 3.4);8.469223
15.3904388;6.531379;6;;0.1187953;45;;(4.7, 3.4);8.469223
15.3904388;6.531379;6;;-0.1174628;45;;(5.2, 3.9);8.469223
15.4671435;6.6080837;6;;0.2473285;30;;(19.5, 3.7);23.49317
15.4671435;6.6080837;6;;0.2959304;30;;(17.8, 5.4);23.49317
15.4671435;6.6080837;6;;-0.1673788;30;;(11.2, 6.3);23.49317
15.4676445;6.6085847;6;;-0.247325;30;;(7.6, 4.5);23.49317
15.4676445;6.6085847;6;;-0.2959313;30;;(8.5, 3.5);23.49317
15.4676445;6.6085847;6;;-0.05774258;45;;(4.1, 6.1);8.469227
15.4676445;6.6085847;6;;0.1652078;45;;(3.8, 4.1);8.469227
15.4676445;6.6085847;6;;0.2961099;45;;(4.0, 3.4);8.469227
15.4676445;6.6085847;6;;0.05774265;45;;(4.7, 3.4);8.469227
15.4681463;6.6090865;6;;-0.165208;45;;(5.2, 4.0);8.469227
15.5323165;6.6732567;6;;0.2190171;30;;(19.4, 3.6);23.49318
15.5328175;6.6737577;6;;0.2206341;30;;(18.0, 5.3);23.49318
15.5328175;6.6737577;6;;-0.1859857;30;;(11.4, 6.4);23.49318
15.5328175;6.6737577;6;;-0.2190138;30;;(7.7, 4.6);23.49318
15.5328175;6.6737577;6;;-0.2206352;30;;(8.4, 3.5);23.49318
15.533319;6.6742592;6;;0.01939225;45;;(4.1, 6.0);8.469227
15.533319;6.6742592;6;;0.1861053;45;;(3.8, 4.1);8.469227
15.533319;6.6742592;6;;0.2201544;45;;(4.1, 3.4);8.469227
15.533319;6.6742592;6;;-0.01939218;45;;(4.7, 3.4);8.469227
15.533319;6.6742592;6;;-0.1861056;45;;(5.2, 4.1);8.469227
15.6095217;6.7504619;6;;0.2077925;30;;(19.3, 3.6);23.49318
15.6095217;6.7504619;6;;0.1775299;30;;(18.2, 5.3);23.49318
15.6095217;6.7504619;6;;-0.1990532;30;;(11.6, 6.4);23.49318
15.6095217;6.7504619;6;;-0.2077892;30;;(7.7, 4.6);23.49318
15.6095217;6.7504619;6;;-0.1775311;30;;(8.3, 3.5);23.49318
15.6095217;6.7504619;6;;0.08989125;45;;(4.0, 5.9);8.469223
15.6095217;6.7504619;6;;0.2066461;45;;(3.8, 4.0);8.469223
15.6095217;6.7504619;6;;0.1768277;45;;(4.1, 3.4);8.469223
15.6100234;6.7509636;6;;-0.0898912;45;;(4.8, 3.4);8.469223
15.6100234;6.7509636;6;;-0.2066464;45;;(5.2, 4.1);8.469223
15.6942467;6.8351869;6;;0.2281951;30;;(19.2, 3.6);23.49317
15.6947487;6.8356889;6;;0.183997;30;;(18.4, 5.2);23.49317
15.6947487;6.8356889;6;;-0.2168367;30;;(11.9, 6.4);23.49317
15.6947487;6.8356889;6;;-0.228192;30;;(7.8, 4.7);23.49317
15.6947487;6.8356889;6;;-0.1839981;30;;(8.2, 3.5);23.49317
15.6947487;6.8356889;6;;0.1414948;45;;(4.0, 5.8);8.469223
15.69525;6.8361902;6;;0.2206147;45;;(3.8, 3.9);8.469223
15.69525;6.8361902;6;;0.1837511;45;;(4.1, 3.4);8.469223
15.69525;6.8361902;6;;-0.1414947;45;;(4.8, 3.4);8.469223
15.69525;6.8361902;6;;-0.2206151;45;;(5.2, 4.2);8.469223
15.7629298;6.90387;6;;0.2580975;30;;(19.1, 3.6);23.49317
15.763431;6.9043712;6;;0.1979938;30;;(18.5, 5.1);23.49317
15.763431;6.9043712;6;;-0.2383392;30;;(12.1, 6.4);23.49317
15.763431;6.9043712;6;;-0.2580947;30;;(7.9, 4.8);23.49317
15.763431;6.9043712;6;;-0.197995;30;;(8.1, 3.5);23.49317
15.763431;6.9043712;6;;0.1809636;45;;(4.0, 5.7);8.469227
15.7639323;6.9048725;6;;0.2319316;45;;(3.8, 3.9);8.469227
15.7639323;6.9048725;6;;0.1972374;45;;(4.1, 3.4);8.469227
15.7639323;6.9048725;6;;-0.1809635;45;;(4.9, 3.4);8.469227
15.7639323;6.9048725;6;;-0.2319321;45;;(5.2, 4.3);8.469227
15.8376284;6.9785686;6;;0.2692516;30;;(18.9, 3.6);23.49319
15.8376284;6.9785686;6;;0.1905778;30;;(18.7, 5.0);23.49319
15.8376284;6.9785686;6;;-0.2670482;30;;(12.3, 6.4);23.49319
15.8376284;6.9785686;6;;-0.2692494;30;;(7.9, 4.9);23.49319
15.8376284;6.9785686;6;;-0.190579;30;;(8.0, 3.5);23.49319
15.8381299;6.9790701;6;;0.2423515;45;;(3.9, 5.6);8.469227
15.8381299;6.9790701;6;;0.2480265;45;;(3.8, 3.8);8.469227
15.8381299;6.9790701;6;;0.1894696;45;;(4.2, 3.4);8.469227
15.8381299;6.9790701;6;;-0.2423515;45;;(4.9, 3.5);8.469227
15.8381299;6.9790701;6;;-0.2480271;45;;(5.1, 4.4);8.469227
15.9178419;7.0587821;6;;0.2871257;30;;(18.7, 3.5);23.49317
15.9178419;7.0587821;6;;0.2078834;30;;(18.9, 4.9);23.49317
15.9183437;7.0592839;6;;-0.2900215;30;;(12.6, 6.4);23.49317
15.9183437;7.0592839;6;;-0.2871242;30;;(8.0, 5.0);23.49317
15.9183437;7.0592839;6;;-0.2078847;30;;(8.0, 3.6);23.49317
15.9183437;7.0592839;6;;0.2953593;45;;(3.9, 5.5);8.469223
15.9183437;7.0592839;6;;0.2638731;45;;(3.8, 3.7);8.469223
15.9188452;7.0597854;6;;0.2072464;45;;(4.2, 3.4);8.469223
15.9188452;7.0597854;6;;-0.2953593;45;;(4.9, 3.5);8.469223
15.9188452;7.0597854;6;;-0.2638737;45;;(5.1, 4.5);8.469223
15.9955487;7.1364889;6;;0.3552842;30;;(18.6, 3.5);23.49317
15.9960499;7.1369901;6;;0.1879902;30;;(19.0, 4.8);23.49317
15.9960499;7.1369901;6;;-0.3438663;30;;(12.8, 6.4);23.49317
15.9960499;7.1369901;6;;-0.3552834;30;;(8.1, 5.1);23.49317
15.9960499;7.1369901;6;;-0.1879914;30;;(7.9, 3.6);23.49317
15.9960499;7.1369901;6;;0.3640944;45;;(3.9, 5.3);8.469223
15.9965507;7.1374909;6;;0.248301;45;;(3.8, 3.6);8.469223
15.9965507;7.1374909;6;;0.1867976;45;;(4.3, 3.4);8.469223
15.9965507;7.1374909;6;;-0.3640944;45;;(5.0, 3.5);8.469223
15.9965507;7.1374909;6;;-0.2483015;45;;(5.1, 4.6);8.469223
16.0717508;7.212691;6;;0.4228371;30;;(18.4, 3.5);23.49316
16.0717508;7.212691;6;;0.1826933;30;;(19.2, 4.7);23.49316
16.0717508;7.212691;6;;-0.3437403;30;;(13.1, 6.4);23.49316
16.0722521;7.2131923;6;;-0.4228368;30;;(8.2, 5.2);23.49316
16.0722521;7.2131923;6;;-0.1826946;30;;(7.8, 3.6);23.49316
16.0722521;7.2131923;6;;0.4249851;45;;(3.9, 5.2);8.469223
16.0722521;7.2131923;6;;0.2310194;45;;(3.8, 3.6);8.469223
16.0722521;7.2131923;6;;0.1814324;45;;(4.3, 3.4);8.469223
16.0722521;7.2131923;6;;-0.4249851;45;;(5.0, 3.5);8.469223
16.0722521;7.2131923;6;;-0.2310199;45;;(5.1, 4.7);8.469223
16.1509613;7.2919015;6;;0.4961834;30;;(18.2, 3.5);23.49317
16.1509613;7.2919015;6;;0.1250799;30;;(19.3, 4.6);23.49317
16.1509613;7.2919015;6;;-0.341191;30;;(13.4, 6.4);23.49317
16.1509613;7.2919015;6;;-0.4961833;30;;(8.3, 5.3);23.49317
16.1509613;7.2919015;6;;-0.125081;30;;(7.7, 3.6);23.49317
16.1514631;7.2924033;6;;0.496509;45;;(3.9, 5.1);8.469227
16.1514631;7.2924033;6;;0.2207738;45;;(3.8, 3.6);8.469227
16.1514631;7.2924033;6;;0.1236375;45;;(4.3, 3.4);8.469227
16.1514631;7.2924033;6;;-0.496509;45;;(5.0, 3.5);8.469227
16.1514631;7.2924033;6;;-0.2207743;45;;(5.1, 4.8);8.469227
16.2176386;7.3585788;6;;0.5217932;30;;(18.0, 3.5);23.49317
16.2176386;7.3585788;6;;0.09705327;30;;(19.4, 4.6);23.49317
16.2181406;7.3590808;6;;-0.3028337;30;;(13.6, 6.4);23.49317
16.2181406;7.3590808;6;;-0.5217933;30;;(8.4, 5.3);23.49317
16.2181406;7.3590808;6;;-0.09705421;30;;(7.7, 3.6);23.49317
16.2181406;7.3590808;6;;0.5226184;45;;(3.8, 4.9);8.469227
16.2181406;7.3590808;6;;0.2405033;45;;(3.8, 3.6);8.469227
16.2186419;7.3595821;6;;0.09400082;45;;(4.4, 3.4);8.469227
16.2186419;7.3595821;6;;-0.5226184;45;;(5.0, 3.6);8.469227
16.2186419;7.3595821;6;;-0.2405037;45;;(5.0, 5.0);8.469227
16.2828126;7.4237528;6;;0.4957945;30;;(17.8, 3.5);23.49317
16.2833136;7.4242538;6;;0.1131293;30;;(19.5, 4.5);23.49317
16.2833136;7.4242538;6;;-0.2564279;30;;(13.8, 6.3);23.49317
16.2833136;7.4242538;6;;-0.4957947;30;;(8.5, 5.4);23.49317
16.2833136;7.4242538;6;;-0.1131302;30;;(7.6, 3.7);23.49317
16.2833136;7.4242538;6;;0.4965183;45;;(3.8, 4.8);8.469223
16.2838154;7.4247556;6;;0.2455763;45;;(3.9, 3.5);8.469223
16.2838154;7.4247556;6;;0.09577765;45;;(4.4, 3.4);8.469223
16.2838154;7.4247556;6;;-0.5190284;45;;(5.1, 3.6);8.469223
16.2838154;7.4247556;6;;-0.2475016;45;;(5.0, 5.1);8.469223
16.3479858;7.488926;6;;0.4880501;30;;(17.6, 3.5);23.49318
16.3479858;7.488926;6;;0.1034063;30;;(19.6, 4.5);23.49318
16.3479858;7.488926;6;;-0.2263609;30;;(14.1, 6.3);23.49318
16.348487;7.4894272;6;;-0.4880504;30;;(8.6, 5.5);23.49318
16.348487;7.4894272;6;;-0.103407;30;;(7.6, 3.7);23.49318
16.348487;7.4894272;6;;0.4922847;45;;(3.8, 4.7);8.469227
16.348487;7.4894272;6;;0.2385118;45;;(3.9, 3.5);8.469227
16.348487;7.4894272;6;;0.1013717;45;;(4.5, 3.4);8.469227
16.3489891;7.4899293;6;;-0.4922847;45;;(5.1, 3.6);8.469227
16.3489891;7.4899293;6;;-0.2385122;45;;(5.0, 5.2);8.469227
16.426695;7.5676352;6;;0.479706;30;;(17.4, 3.5);23.49317
16.426695;7.5676352;6;;0.1148954;30;;(19.7, 4.4);23.49317
16.4271965;7.5681367;6;;-0.2139783;30;;(14.4, 6.3);23.49317
16.4271965;7.5681367;6;;-0.4797062;30;;(8.8, 5.6);23.49317
16.4271965;7.5681367;6;;-0.1148958;30;;(7.6, 3.8);23.49317
16.4271965;7.5681367;6;;0.4836668;45;;(3.8, 4.6);8.469227
16.4276983;7.5686385;6;;0.2118509;45;;(3.9, 3.5);8.469227
16.4276983;7.5686385;6;;0.1123454;45;;(4.5, 3.4);8.469227
16.4276983;7.5686385;6;;-0.4836668;45;;(5.1, 3.6);8.469227
16.4276983;7.5686385;6;;-0.2118512;45;;(5.0, 5.3);8.469227
16.5059053;7.6468455;6;;0.4672284;30;;(17.2, 3.5);23.49317
16.5059053;7.6468455;6;;0.1156014;30;;(19.8, 4.3);23.49317
16.5059053;7.6468455;6;;-0.2112311;30;;(14.6, 6.2);23.49317
16.5059053;7.6468455;6;;-0.4672286;30;;(8.9, 5.6);23.49317
16.5064066;7.6473468;6;;-0.1156016;30;;(7.5, 3.8);23.49317
16.5064066;7.6473468;6;;0.4701593;45;;(3.8, 4.5);8.469223
16.5064066;7.6473468;6;;0.168512;45;;(3.9, 3.5);8.469223
16.5064066;7.6473468;6;;0.121177;45;;(4.5, 3.4);8.469223
16.5064066;7.6473468;6;;-0.4701593;45;;(5.1, 3.7);8.469223
16.5064066;7.6473468;6;;-0.1685122;45;;(4.9, 5.4);8.469223
16.5851163;7.7260565;6;;0.4538139;30;;(16.9, 3.4);23.49317
16.5856181;7.7265583;6;;0.1154833;30;;(19.8, 4.3);23.49317
16.5856181;7.7265583;6;;-0.190238;30;;(14.9, 6.2);23.49317
16.5856181;7.7265583;6;;-0.4538141;30;;(9.0, 5.7);23.49317
16.5856181;7.7265583;6;;-0.1154836;30;;(7.5, 3.9);23.49317
16.5856181;7.7265583;6;;0.4537793;45;;(3.8, 4.4);8.469227
16.5856181;7.7265583;6;;0.132327;45;;(3.9, 3.5);8.469227
16.5861191;7.7270593;6;;0.114047;45;;(4.6, 3.4);8.469227
16.5861191;7.7270593;6;;-0.4537793;45;;(5.1, 3.8);8.469227
16.5861191;7.7270593;6;;-0.1323273;45;;(4.9, 5.6);8.469227
16.6527966;7.7937368;6;;0.4292441;30;;(16.7, 3.4);23.49317
16.6527966;7.7937368;6;;0.08805244;30;;(19.9, 4.2);23.49317
16.6527966;7.7937368;6;;-0.1657221;30;;(15.1, 6.1);23.49317
16.6527966;7.7937368;6;;-0.4292442;30;;(9.2, 5.8);23.49317
16.6527966;7.7937368;6;;-0.08805269;30;;(7.5, 3.9);23.49317
16.6532977;7.7942379;6;;0.4297504;45;;(3.8, 4.3);8.469227
16.6532977;7.7942379;6;;0.09504617;45;;(4.0, 3.5);8.469227
16.6532977;7.7942379;6;;0.08690085;45;;(4.6, 3.4);8.469227
16.6532977;7.7942379;6;;-0.4297504;45;;(5.1, 3.8);8.469227
16.6532977;7.7942379;6;;-0.09504643;45;;(4.9, 5.7);8.469227
16.7159642;7.8569044;6;;0.4065371;30;;(16.5, 3.4);23.49317
16.7164658;7.857406;6;;0.08062577;30;;(19.9, 4.2);23.49317
16.7164658;7.857406;6;;-0.1271002;30;;(15.4, 6.1);23.49317
16.7164658;7.857406;6;;-0.4065401;30;;(9.3, 5.8);23.49317
16.7164658;7.857406;6;;-0.08062489;30;;(7.5, 3.9);23.49317
16.7164658;7.857406;6;;0.4048837;45;;(3.8, 4.2);8.469223
16.7164658;7.857406;6;;0.081916;45;;(4.0, 3.4);8.469223
16.7169673;7.8579075;6;;0.0629702;45;;(4.7, 3.4);8.469223
16.7169673;7.8579075;6;;-0.4048837;45;;(5.2, 3.9);8.469223
16.7169673;7.8579075;6;;-0.08191617;45;;(4.8, 5.8);8.469223
16.8001885;7.9411287;6;;0.3882482;30;;(16.2, 3.4);23.49317
16.8001885;7.9411287;6;;0.0002718735;30;;(19.9, 4.1);23.49317
16.8006893;7.9416295;6;;-0.1555032;30;;(15.7, 6.0);23.49317
16.8006893;7.9416295;6;;-0.3882745;30;;(9.5, 5.9);23.49317
16.8006893;7.9416295;6;;-0.0003140453;30;;(7.5, 4.0);23.49317
16.8006893;7.9416295;6;;0.385209;45;;(3.8, 4.2);8.469227
16.8006893;7.9416295;6;;0.0001207455;45;;(4.0, 3.4);8.469227
16.8006893;7.9416295;6;;0.02880294;45;;(4.7, 3.4);8.469227
16.8006893;7.9416295;6;;-0.385209;45;;(5.2, 4.0);8.469227
16.801191;7.9421312;6;;-0.0001208843;45;;(4.8, 5.9);8.469227
16.8673668;8.008307;6;;0.3613019;30;;(16.0, 3.4);23.49317
16.8673668;8.008307;6;;-0.09347103;30;;(19.9, 4.1);23.49317
16.8673668;8.008307;6;;-0.1874215;30;;(15.9, 6.0);23.49317
16.8673668;8.008307;6;;-0.3613416;30;;(9.6, 6.0);23.49317
16.867868;8.0088082;6;;0.09338839;30;;(7.5, 4.0);23.49317
16.867868;8.0088082;6;;0.3559336;45;;(3.8, 4.1);8.469227
16.867868;8.0088082;6;;-0.0940639;45;;(4.0, 3.4);8.469227
16.867868;8.0088082;6;;-0.006949959;45;;(4.7, 3.4);8.469227
16.867868;8.0088082;6;;-0.3559336;45;;(5.2, 4.0);8.469227
16.867868;8.0088082;6;;0.09406384;45;;(4.8, 6.0);8.469227
16.9445725;8.0855127;6;;0.2745325;30;;(15.7, 3.4);23.49317
16.9450732;8.0860134;6;;-0.1104381;30;;(19.9, 4.0);23.49317
16.9450732;8.0860134;6;;-0.1360946;30;;(16.1, 5.9);23.49317
16.9450732;8.0860134;6;;-0.2745742;30;;(9.8, 6.0);23.49317
16.9450732;8.0860134;6;;0.1103456;30;;(7.5, 4.1);23.49317
16.9450732;8.0860134;6;;0.2721517;45;;(3.8, 4.0);8.469227
16.9455748;8.086515;6;;-0.1087202;45;;(4.1, 3.4);8.469227
16.9455748;8.086515;6;;0.003985598;45;;(4.8, 3.4);8.469227
16.9455748;8.086515;6;;-0.2721517;45;;(5.2, 4.1);8.469227
16.9455748;8.086515;6;;0.1087202;45;;(4.7, 6.1);8.469227
17.0107487;8.1516889;6;;0.1951703;30;;(15.5, 3.4);23.49317
17.0107487;8.1516889;6;;-0.1029825;30;;(19.9, 4.0);23.49317
17.0107487;8.1516889;6;;-0.09431574;30;;(16.3, 5.9);23.49317
17.0107487;8.1516889;6;;-0.1952119;30;;(9.9, 6.1);23.49317
17.0107487;8.1516889;6;;0.10289;30;;(7.5, 4.2);23.49317
17.0112495;8.1521897;6;;0.2117689;45;;(3.8, 3.9);8.469227
17.0112495;8.1521897;6;;-0.08424919;45;;(4.1, 3.4);8.469227
17.0112495;8.1521897;6;;0.005244608;45;;(4.8, 3.4);8.469227
17.0112495;8.1521897;6;;-0.2117687;45;;(5.2, 4.2);8.469227
17.0112495;8.1521897;6;;0.08424909;45;;(4.7, 6.1);8.469227
17.0854471;8.2263873;6;;0.1191403;30;;(15.2, 3.4);23.49316
17.0854471;8.2263873;6;;-0.1028645;30;;(19.9, 3.9);23.49316
17.0854471;8.2263873;6;;-0.08147615;30;;(16.6, 5.8);23.49316
17.0859483;8.2268885;6;;-0.1191819;30;;(10.2, 6.1);23.49316
17.0859483;8.2268885;6;;0.102772;30;;(7.5, 4.2);23.49316
17.0859483;8.2268885;6;;0.1427974;45;;(3.8, 3.8);8.469227
17.0859483;8.2268885;6;;-0.07728884;45;;(4.1, 3.4);8.469227
17.0859483;8.2268885;6;;0.0057492;45;;(4.9, 3.4);8.469227
17.0859483;8.2268885;6;;-0.1427972;45;;(5.2, 4.3);8.469227
17.0859483;8.2268885;6;;0.07728873;45;;(4.6, 6.2);8.469227
17.1641561;8.3050963;6;;0.08729407;30;;(14.9, 3.4);23.49318
17.1646573;8.3055975;6;;-0.1273399;30;;(19.8, 3.9);23.49318
17.1646573;8.3055975;6;;-0.1135771;30;;(16.9, 5.7);23.49318
17.1646573;8.3055975;6;;-0.08733568;30;;(10.4, 6.2);23.49318
17.1646573;8.3055975;6;;0.1272475;30;;(7.5, 4.3);23.49318
17.1646573;8.3055975;6;;0.1028854;45;;(3.8, 3.8);8.469227
