large (1)Cube1Timestamp;large (1)Cube1XPos;large (1)Cube1YPos;large (1)Cube1newCorr;large (1)Cube1smoothCorr
0;;;0;0
0.1819812;;;0;0
0.4837791;;;0;0
0.7850765;;;0;0
1.0863732;;;0;0
1.3881711;;;0;0
1.6899703;;;0;0
1.991267;;;0;0
2.209;2.865683;0;;
2.2930649;;;0;0
2.295;2.776551;0;;
2.316;2.753927;0;;
2.34;2.731867;0;;
2.34;2.731867;0;;
2.341;2.731867;0;;
2.361;2.70991;0;;
2.384;2.687359;0;;
2.385;2.687156;0;;
2.407;2.665132;0;;
2.431;2.642701;0;;
2.454;2.620326;0;;
2.455;2.620142;0;;
2.497;2.575743;0;;
2.519;2.553184;0;;
2.519;2.553023;0;;
2.54;2.530808;0;;
2.585;2.48625;0;;
2.5948634;;;-0.333220814196423;-0.111073604732141
2.585;2.48625;0;;
2.629;2.441275;0;;
2.674;2.39719;0;;
2.695;2.375036;0;;
2.696;2.374531;0;;
2.7;2.374301;0;;
2.721;2.352655;0;;
2.722;2.352144;0;;
2.743;2.330438;0;;
2.743;2.330433;0;;
2.765;2.308046;0;;
2.766;2.307711;0;;
2.787;2.285632;0;;
2.788;2.284973;0;;
2.789;2.284868;0;;
2.808;2.262007;0;;
2.809;2.261761;0;;
2.83;2.240478;0;;
2.831;2.240269;0;;
2.851;2.218546;0;;
2.852;2.218133;0;;
2.853;2.217932;0;;
2.873;2.196079;0;;
2.875;2.195504;0;;
2.8961616;;;-0.320884443877283;-0.218035086024569
2.897;2.173857;0;;
2.897;2.173734;0;;
2.898;2.173414;0;;
2.899;2.173366;0;;
2.919;2.151081;0;;
2.92;2.150915;0;;
2.923;2.150816;0;;
2.925;2.150804;0;;
2.943;2.12907;0;;
2.944;2.12859;0;;
2.945;2.128511;0;;
2.946;2.128486;0;;
2.965;2.107478;0;;
2.967;2.1061;0;;
2.968;2.1061;0;;
2.986;2.084149;0;;
2.988;2.083886;0;;
2.989;2.083857;0;;
2.989;2.08386;0;;
3.009;2.061334;0;;
3.01;2.061122;0;;
3.01;2.061087;0;;
3.011;2.061058;0;;
3.045;2.029563;0;;
3.046;2.029334;0;;
3.047;2.029334;0;;
3.073;2.005452;0;;
3.073;2.005452;0;;
3.074;2.005452;0;;
3.075;2.005452;0;;
3.075;2.005452;0;;
3.076;2.005452;0;;
3.077;2.005452;0;;
3.095;1.983697;0;;
3.096;1.983445;0;;
3.097;1.98341;0;;
3.098;1.9744;0;;
3.117;1.961285;0;;
3.118;1.961151;0;;
3.125;1.961118;0;;
3.126;1.947184;0;;
3.139;1.93905;0;;
3.14;1.938938;0;;
3.14;1.938887;0;;
3.141;1.938887;0;;
3.16;1.916248;0;;
3.161;1.916248;0;;
3.161;1.916248;0;;
3.162;1.916248;0;;
3.181;1.89411;0;;
3.182;1.893872;0;;
3.183;1.893835;0;;
3.184;1.893821;0;;
3.1979592;;;0.45914111884918;-0.0649880464081754
3.204;1.871628;0;;
3.204;1.871628;0;;
3.226;1.849295;0;;
3.227;1.849038;0;;
3.228;1.849038;0;;
3.247;1.826928;0;;
3.269;1.804965;0;;
3.27;1.804773;0;;
3.315;1.760266;0;;
3.316;1.760065;0;;
3.337;1.738176;0;;
3.338;1.737855;0;;
3.339;1.737697;0;;
3.34;1.737672;0;;
3.34;1.737661;0;;
3.36;1.71539;0;;
3.361;1.71539;0;;
3.361;1.71539;0;;
3.381;1.693027;0;;
3.382;1.692798;0;;
3.403;1.670828;0;;
3.404;1.670633;0;;
3.405;1.670569;0;;
3.406;1.670569;0;;
3.425;1.648399;0;;
3.425;1.648399;0;;
3.446;1.626188;0;;
3.447;1.625968;0;;
3.448;1.625937;0;;
3.49;1.581511;0;;
3.49;1.581336;0;;
3.491;1.581246;0;;
3.492;1.581246;0;;
3.4992556;;;0.329558542765038;0.155938405912312
3.446;1.626188;0;;
3.447;1.625968;0;;
3.448;1.625937;0;;
3.49;1.581511;0;;
3.49;1.581336;0;;
3.491;1.581246;0;;
3.492;1.581246;0;;
3.512;1.558771;0;;
3.513;1.558771;0;;
3.513;1.558771;0;;
3.533;1.536704;0;;
3.534;1.53648;0;;
3.535;1.536444;0;;
3.538;1.536436;0;;
3.552;1.518041;0;;
3.556;1.514416;0;;
3.577;1.503129;0;;
3.578;1.493531;0;;
3.579;1.492065;0;;
3.598;1.48087;0;;
3.599;1.480748;0;;
3.6;1.48073;0;;
3.601;1.47199;0;;
3.602;1.469165;0;;
3.62;1.458451;0;;
3.621;1.458328;0;;
3.622;1.45831;0;;
3.642;1.436126;0;;
3.643;1.435908;0;;
3.643;1.435871;0;;
3.644;1.43585;0;;
3.645;1.427214;0;;
3.663;1.414046;0;;
3.664;1.413867;0;;
3.665;1.413867;0;;
3.685;1.39169;0;;
3.686;1.391412;0;;
3.686;1.391412;0;;
3.687;1.391412;0;;
3.707;1.369126;0;;
3.708;1.368929;0;;
3.708;1.368912;0;;
3.729;1.346782;0;;
3.729;1.346513;0;;
3.73;1.346513;0;;
3.731;1.346513;0;;
3.8010543;;;-0.35730690039049;0.143797587074576
3.802;1.268464;0;;
3.803;1.26846;0;;
3.806;1.268212;0;;
3.807;1.268195;0;;
3.807;1.268192;0;;
3.808;1.26819;0;;
3.809;1.26819;0;;
3.809;1.26819;0;;
3.81;1.26819;0;;
3.81;1.26819;0;;
3.811;1.26819;0;;
3.812;1.26819;0;;
3.813;1.259739;0;;
3.813;1.258282;0;;
3.826;1.246187;0;;
3.827;1.24601;0;;
3.828;1.245971;0;;
3.828;1.245964;0;;
3.848;1.224121;0;;
3.848;1.223948;0;;
3.849;1.223861;0;;
3.85;1.22385;0;;
3.87;1.201382;0;;
3.871;1.201382;0;;
3.891;1.179574;0;;
3.892;1.179388;0;;
3.893;1.179329;0;;
3.913;1.157073;0;;
3.914;1.156872;0;;
3.914;1.156847;0;;
3.915;1.156806;0;;
3.935;1.134872;0;;
3.936;1.134524;0;;
3.937;1.134401;0;;
3.938;1.134333;0;;
3.958;1.112134;0;;
3.958;1.112002;0;;
3.959;1.11189;0;;
3.959;1.111872;0;;
3.987;1.084712;0;;
3.988;1.084235;0;;
3.99;1.083487;0;;
3.991;1.083487;0;;
4.003;1.067349;0;;
4.003;1.067349;0;;
4.004;1.067349;0;;
4.004;1.067349;0;;
4.024;1.056505;0;;
4.025;1.050004;0;;
4.026;1.047156;0;;
4.026;1.045801;0;;
4.047;1.02272;0;;
4.047;1.022542;0;;
4.048;1.022458;0;;
4.049;1.022448;0;;
4.069;1.011319;0;;
4.07;1.002273;0;;
4.071;1.000769;0;;
4.091;0.9892557;0;;
4.092;0.9778113;0;;
4.093;0.9778113;0;;
4.093;0.9778113;0;;
4.094;0.9778113;0;;
4.1028523;;;-0.446944807284629;-0.158231054970027
4.113;0.9669202;0;;
4.134;0.944682;0;;
4.135;0.9444648;0;;
4.136;0.9444311;0;;
4.137;0.9361132;0;;
4.156;0.9223784;0;;
4.156;0.9222878;0;;
4.157;0.9222103;0;;
4.177;0.8999289;0;;
4.178;0.8996534;0;;
4.179;0.8996534;0;;
4.179;0.8996534;0;;
4.18;0.8996534;0;;
4.199;0.8773598;0;;
4.2;0.8773598;0;;
