large (2)Cube2Timestamp;large (2)Cube2XPos;large (2)Cube2YPos;large (2)Cube2newCorr;large (2)Cube2smoothCorr
0;;;0;0
0.1819812;;;0;0
0.4837791;;;0;0
0.7850765;;;0;0
1.0863732;;;0;0
1.3881711;;;0;0
1.6899703;;;0;0
1.991267;;;0;0
2.209;-0.786392;-2.5;;
2.2930649;;;0;0
2.295;-1.054948;-2.5;;
2.316;-1.121245;-2.5;;
2.34;-1.188312;-2.5;;
2.34;-1.188312;-2.5;;
2.341;-1.188312;-2.5;;
2.361;-1.254734;-2.5;;
2.384;-1.322442;-2.5;;
2.385;-1.32305;-2.5;;
2.407;-1.388499;-2.5;;
2.431;-1.455837;-2.5;;
2.454;-1.522785;-2.5;;
2.455;-1.523337;-2.5;;
2.497;-1.656991;-2.5;;
2.519;-1.723858;-2.5;;
2.519;-1.724334;-2.5;;
2.54;-1.790782;-2.5;;
2.585;-1.924685;-2.5;;
2.5948634;;;-0.333514267756913;-0.111171422585638
2.585;-1.924685;-2.5;;
2.629;-2.058515;-2.5;;
2.674;-2.192183;-2.5;;
2.695;-2.259144;-2.5;;
2.696;-2.260669;-2.5;;
2.7;-2.261364;-2.5;;
2.721;-2.325558;-2.5;;
2.722;-2.327076;-2.5;;
2.743;-2.392647;-2.5;;
2.743;-2.392664;-2.5;;
2.765;-2.459749;-2.5;;
2.766;-2.461121;-2.5;;
2.787;-2.526962;-2.5;;
2.788;-2.528926;-2.5;;
2.789;-2.529238;-2.5;;
2.808;-2.595266;-2.5;;
2.809;-2.595977;-2.5;;
2.83;-2.662075;-2.5;;
2.831;-2.662724;-2.5;;
2.851;-2.727871;-2.5;;
2.852;-2.72911;-2.5;;
2.853;-2.729715;-2.5;;
2.873;-2.794918;-2.5;;
2.875;-2.796633;-2.5;;
2.8961616;;;-0.321179265648166;-0.218231177801693
2.897;-2.862558;-2.5;;
2.897;-2.862933;-2.5;;
2.898;-2.863909;-2.5;;
2.899;-2.864056;-2.5;;
2.919;-2.930209;-2.5;;
2.92;-2.930699;-2.5;;
2.923;-2.930994;-2.5;;
2.925;-2.931029;-2.5;;
2.943;-2.996552;-2.5;;
2.944;-2.997999;-2.5;;
2.945;-2.998238;-2.5;;
2.946;-2.998313;-2.5;;
2.965;-2.999896;-2.5;;
2.967;-3;-2.5;;
2.968;-3;-2.5;;
2.986;-2.933619;-2.5;;
2.988;-2.932824;-2.5;;
2.989;-2.932737;-2.5;;
2.989;-2.932745;-2.5;;
3.009;-2.866523;-2.5;;
3.01;-2.8659;-2.5;;
3.01;-2.865799;-2.5;;
3.011;-2.865711;-2.5;;
3.045;-2.768277;-2.5;;
3.046;-2.767566;-2.5;;
3.047;-2.767566;-2.5;;
3.073;-2.69838;-2.5;;
3.073;-2.69838;-2.5;;
3.074;-2.69838;-2.5;;
3.075;-2.69838;-2.5;;
3.075;-2.69838;-2.5;;
3.076;-2.69838;-2.5;;
3.077;-2.69838;-2.5;;
3.095;-2.629207;-2.5;;
3.096;-2.628405;-2.5;;
3.097;-2.628295;-2.5;;
3.098;-2.604239;-2.5;;
3.117;-2.564196;-2.5;;
3.118;-2.563784;-2.5;;
3.125;-2.563684;-2.5;;
3.126;-2.537467;-2.5;;
3.139;-2.48005;-2.5;;
3.14;-2.47926;-2.5;;
3.14;-2.478902;-2.5;;
3.141;-2.478902;-2.5;;
3.16;-2.429305;-2.5;;
3.161;-2.429305;-2.5;;
3.161;-2.429305;-2.5;;
3.162;-2.429305;-2.5;;
3.181;-2.363612;-2.5;;
3.182;-2.362904;-2.5;;
3.183;-2.362793;-2.5;;
3.184;-2.362752;-2.5;;
3.1979592;;;-0.36822362122117;-0.340972384875416
3.204;-2.295991;-2.5;;
3.204;-2.295991;-2.5;;
3.226;-2.229933;-2.5;;
3.227;-2.229172;-2.5;;
3.228;-2.229172;-2.5;;
3.247;-2.162242;-2.5;;
3.269;-2.095147;-2.5;;
3.27;-2.09456;-2.5;;
3.315;-1.961621;-2.5;;
3.316;-1.96102;-2.5;;
3.337;-1.895692;-2.5;;
3.338;-1.894735;-2.5;;
3.339;-1.894265;-2.5;;
3.34;-1.894189;-2.5;;
3.34;-1.894156;-2.5;;
3.36;-1.827306;-2.5;;
3.361;-1.827306;-2.5;;
3.361;-1.827306;-2.5;;
3.381;-1.760633;-2.5;;
3.382;-1.759948;-2.5;;
3.403;-1.693904;-2.5;;
3.404;-1.69332;-2.5;;
3.405;-1.693126;-2.5;;
3.406;-1.693126;-2.5;;
3.425;-1.625765;-2.5;;
3.425;-1.625765;-2.5;;
3.446;-1.557476;-2.5;;
3.447;-1.556799;-2.5;;
3.448;-1.556703;-2.5;;
3.49;-1.425287;-2.5;;
3.49;-1.42477;-2.5;;
3.491;-1.424502;-2.5;;
3.492;-1.424502;-2.5;;
3.4992556;;;-0.329453179329942;-0.339618688733093
3.446;-1.557476;-2.5;;
3.447;-1.556799;-2.5;;
3.448;-1.556703;-2.5;;
3.49;-1.425287;-2.5;;
3.49;-1.42477;-2.5;;
3.491;-1.424502;-2.5;;
3.492;-1.424502;-2.5;;
3.512;-1.357647;-2.5;;
3.513;-1.357647;-2.5;;
3.513;-1.357647;-2.5;;
3.533;-1.291303;-2.5;;
3.534;-1.290629;-2.5;;
3.535;-1.29052;-2.5;;
3.538;-1.290496;-2.5;;
3.552;-1.235344;-2.5;;
3.556;-1.224477;-2.5;;
3.577;-1.190648;-2.5;;
3.578;-1.162454;-2.5;;
3.579;-1.158147;-2.5;;
3.598;-1.122771;-2.5;;
3.599;-1.122387;-2.5;;
3.6;-1.122329;-2.5;;
3.601;-1.097767;-2.5;;
3.602;-1.089828;-2.5;;
3.62;-1.055619;-2.5;;
3.621;-1.055226;-2.5;;
3.622;-1.055169;-2.5;;
3.642;-0.9897924;-2.5;;
3.643;-0.9891499;-2.5;;
3.643;-0.9890394;-2.5;;
3.644;-0.9889788;-2.5;;
3.645;-0.9626082;-2.5;;
3.663;-0.9225589;-2.5;;
3.664;-0.9220148;-2.5;;
3.665;-0.9220148;-2.5;;
3.685;-0.8553361;-2.5;;
3.686;-0.8544999;-2.5;;
3.686;-0.8544999;-2.5;;
3.687;-0.8544999;-2.5;;
3.707;-0.7888411;-2.5;;
3.708;-0.7882603;-2.5;;
3.708;-0.788211;-2.5;;
3.729;-0.7218184;-2.5;;
3.729;-0.7210115;-2.5;;
3.73;-0.7210115;-2.5;;
3.731;-0.7210115;-2.5;;
3.8010543;;;0.356819743030647;-0.113619019173489
3.803;-0.4874526;-2.5;;
3.803;-0.487447;-2.5;;
3.806;-0.4867039;-2.5;;
3.807;-0.4866533;-2.5;;
3.807;-0.4866446;-2.5;;
3.808;-0.4866378;-2.5;;
3.809;-0.4866378;-2.5;;
3.809;-0.4866378;-2.5;;
3.81;-0.4866378;-2.5;;
3.81;-0.4866378;-2.5;;
3.811;-0.4866378;-2.5;;
3.812;-0.4866378;-2.5;;
3.813;-0.4601778;-2.5;;
3.813;-0.4556178;-2.5;;
3.826;-0.4199211;-2.5;;
3.827;-0.4194011;-2.5;;
3.828;-0.419285;-2.5;;
3.828;-0.419265;-2.5;;
3.848;-0.3528892;-2.5;;
3.848;-0.3523622;-2.5;;
