smallCube3Timestamp;smallCube3XPos;smallCube3YPos;smallCube3newCorr;smallCube3smoothCorr
0;;;0;0
0.4130927;;;0;0
0.7148911;;;0;0
1.0161914;;;0;0
1.3184906;;;0;0
1.6197872;;;0;0
1.9210841;;;0;0
2.212;-0.5444831;1;;
2.213;-0.5444831;1;;
2.2228821;;;0;0
2.231;-0.5659853;1;;
2.232;-0.5664293;1;;
2.234;-0.5665547;1;;
2.254;-0.611277;1;;
2.255;-0.6116877;1;;
2.256;-0.611807;1;;
2.276;-0.6559038;1;;
2.277;-0.6563261;1;;
2.277;-0.6563977;1;;
2.278;-0.6564521;1;;
2.279;-0.6748105;1;;
2.298;-0.7005323;1;;
2.299;-0.700821;1;;
2.3;-0.7008668;1;;
2.32;-0.7543348;1;;
2.321;-0.7548617;1;;
2.321;-0.7549521;1;;
2.322;-0.7550011;1;;
2.324;-0.76622;1;;
2.341;-0.7897251;1;;
2.342;-0.7899922;1;;
2.343;-0.7900481;1;;
2.363;-0.8342399;1;;
2.364;-0.8346094;1;;
2.364;-0.8346133;1;;
2.365;-0.8347575;1;;
2.384;-0.8789148;1;;
2.385;-0.8793843;1;;
2.386;-0.8794609;1;;
2.386;-0.8794951;1;;
2.407;-0.9329939;1;;
2.408;-0.9329939;1;;
2.408;-0.9329939;1;;
2.409;-0.9329939;1;;
2.428;-0.9685201;1;;
2.429;-0.9689847;1;;
2.43;-0.9689847;1;;
2.43;-0.9689847;1;;
2.45;-1.013299;1;;
2.451;-1.013299;1;;
2.451;-1.013299;1;;
2.452;-1.013299;1;;
2.472;-1.068415;1;;
2.473;-1.068415;1;;
2.473;-1.068415;1;;
2.493;-1.102535;1;;
2.494;-1.10289;1;;
2.495;-1.102955;1;;
2.496;-1.102955;1;;
2.496;-1.102955;1;;
2.516;-1.147192;1;;
2.517;-1.147666;1;;
2.5246803;;;0.0714495250748642;0.0357247625374321
2.516;-1.147192;1;;
2.517;-1.147666;1;;
2.539;-1.191953;1;;
2.54;-1.192346;1;;
2.541;-1.192426;1;;
2.56;-1.236378;1;;
2.561;-1.236843;1;;
2.562;-1.236934;1;;
2.583;-1.279729;1;;
2.584;-1.280878;1;;
2.586;-1.28174;1;;
2.587;-1.28174;1;;
2.606;-1.326498;1;;
2.607;-1.326921;1;;
2.608;-1.327039;1;;
2.608;-1.327056;1;;
2.609;-1.327084;1;;
2.628;-1.382027;1;;
2.629;-1.382027;1;;
2.629;-1.382027;1;;
2.65;-1.414562;1;;
2.651;-1.415142;1;;
2.652;-1.415619;1;;
2.653;-1.41569;1;;
2.654;-1.415713;1;;
2.673;-1.460673;1;;
2.674;-1.460673;1;;
2.674;-1.460673;1;;
2.675;-1.460673;1;;
2.695;-1.505392;1;;
2.696;-1.505392;1;;
2.697;-1.505392;1;;
2.717;-1.548654;1;;
2.718;-1.549523;1;;
2.718;-1.549671;1;;
2.719;-1.549742;1;;
2.738;-1.594078;1;;
2.739;-1.594566;1;;
2.749;-1.594646;1;;
2.75;-1.594648;1;;
2.763;-1.640332;1;;
2.763;-1.64118;1;;
2.765;-1.643612;1;;
2.766;-1.643851;1;;
2.787;-1.693285;1;;
2.788;-1.693714;1;;
2.808;-1.728095;1;;
2.809;-1.728522;1;;
2.809;-1.728522;1;;
2.81;-1.728522;1;;
2.8264787;;;-0.365372854576903;-0.146961664751019
2.83;-1.772791;1;;
2.831;-1.773211;1;;
2.831;-1.773281;1;;
2.832;-1.773341;1;;
2.833;-1.77335;1;;
2.852;-1.817308;1;;
2.853;-1.817879;1;;
2.854;-1.817879;1;;
2.854;-1.817879;1;;
2.875;-1.862116;1;;
2.875;-1.862429;1;;
2.876;-1.862648;1;;
2.896;-1.907466;1;;
2.897;-1.907466;1;;
2.897;-1.907466;1;;
2.918;-1.951202;1;;
2.918;-1.951526;1;;
2.919;-1.952153;1;;
2.92;-1.952238;1;;
2.941;-2.006137;1;;
2.942;-2.006584;1;;
2.942;-2.00661;1;;
2.943;-2.006736;1;;
2.943;-2.006743;1;;
2.963;-2.04087;1;;
2.963;-2.041046;1;;
2.965;-2.04125;1;;
2.985;-2.085464;1;;
2.986;-2.086014;1;;
3.008;-2.129707;1;;
3.009;-2.130534;1;;
3.01;-2.130661;1;;
3.032;-2.174496;1;;
3.032;-2.17454;1;;
3.033;-2.175357;1;;
3.054;-2.22003;1;;
3.054;-2.220336;1;;
3.055;-2.220531;1;;
3.056;-2.220559;1;;
3.057;-2.220566;1;;
3.076;-2.264032;1;;
3.077;-2.264482;1;;
3.077;-2.26456;1;;
3.106;-2.318968;1;;
3.107;-2.31963;1;;
3.108;-2.329649;1;;
3.109;-2.331106;1;;
3.11;-2.331302;1;;
3.121;-2.357783;1;;
3.1277756;;;-0.434895154525091;-0.400134004550997
3.121;-2.357783;1;;
3.143;-2.398273;1;;
3.143;-2.398371;1;;
3.144;-2.398672;1;;
3.145;-2.398721;1;;
3.164;-2.442673;1;;
3.165;-2.443506;1;;
3.166;-2.44381;1;;
3.187;-2.48798;1;;
3.188;-2.488372;1;;
3.189;-2.488477;1;;
3.209;-2.531828;1;;
