61.5420386;15;0;0;0;0;
66.7867911;0;0;15;0;0;
72.2398305;0;0;0;16;1;
80.3033343;0;0;5;17;1;
85.745835;0;0;16;2;0;
91.1958555;15;0;0;0;0;
96.4468453;0;0;16;1;0;
102.9030466;0;0;16;1;0;
108.3535711;0;0;0;15;0;
113.6030435;0;0;15;0;0;
118.6417919;15;0;0;0;0;
124.6984289;0;3;16;0;0;
129.9228137;0;0;0;15;0;
136.1777744;16;3;0;0;0;
142.6486607;0;16;2;0;0;
147.6940728;15;0;0;0;0;
154.3447484;0;15;0;0;0;
159.7892517;0;0;0;16;3;
165.6327813;0;16;2;0;0;
172.4885162;0;0;15;0;0;
177.5305619;15;0;0;0;0;
182.5694537;15;0;0;0;0;
187.8144018;0;0;0;15;0;
193.05533;15;0;0;0;0;
199.110431;0;0;15;0;0;
204.5719638;0;0;0;16;1;
209.6086198;0;0;0;15;0;
