timestamp;radius;size;depth
2.703707;1.5;0.9;16
11.1487236;2.5;0.9;2
14.9638943;1.5;0.65;2
17.2986179;0.5;0.3;6
22.325018;1.5;0.9;2
25.5641596;1.5;0.65;16
29.0384214;1.5;0.3;16
35.2378296;1.5;0.3;2
40.0626925;0.5;0.65;6
44.1626318;1.5;0.9;6
48.7870043;0.5;0.9;2
51.0876368;2.5;0.65;6
54.5393379;2.5;0.3;16
55.9912088;0.5;0.65;2
60.0685778;2.5;0.9;6
62.4930419;2.5;0.65;16
64.7264952;0.5;0.65;16
68.4684712;2.5;0.3;2
71.8083746;2.5;0.3;6
74.2759534;0.5;0.9;16
76.3544937;0.5;0.9;6
78.8451331;1.5;0.3;6
81.3473035;0.5;0.3;2
84.3523141;2.5;0.9;16
87.0444911;1.5;0.65;6
89.6464273;2.5;0.65;2
92.8635034;0.5;0.3;16
