lineargazeTimestamp;lineargazeXPos;lineargazeYPos;lineargazenewCorr;lineargazesmoothCorr
4.45;0.5874082;0.2658642
4.45;0.5874082;0.2658642;;
4.45;0.5874082;0.2658642;;
4.45;0.5874082;0.2658642;;
4.45;0.5874082;0.2658642;;
4.632;0.5437462;0.1966569
4.634;0.5105524;0.1343346
4.45;0.5874082;0.2658642;;
4.632;0.5437462;0.1966569;;
4.634;0.5105524;0.1343346;;
4.45;0.5874082;0.2658642;;
4.632;0.5437462;0.1966569;;
4.634;0.5105524;0.1343346;;
4.811;0.4720607;0.06835131
4.813;0.5073136;0.1246248
4.814;0.5450555;0.1852449
4.632;0.5437462;0.1966569;;
4.634;0.5105524;0.1343346;;
4.811;0.4720607;0.06835131;;
4.813;0.5073136;0.1246248;;
4.814;0.5450555;0.1852449;;
4.632;0.5437462;0.1966569;;
4.634;0.5105524;0.1343346;;
4.811;0.4720607;0.06835131;;
4.813;0.5073136;0.1246248;;
4.814;0.5450555;0.1852449;;
4.835;0.5717949;0.2383166
4.632;0.5437462;0.1966569;;
4.634;0.5105524;0.1343346;;
4.811;0.4720607;0.06835131;;
4.813;0.5073136;0.1246248;;
4.814;0.5450555;0.1852449;;
4.835;0.5717949;0.2383166;;
4.632;0.5437462;0.1966569;;
4.634;0.5105524;0.1343346;;
4.811;0.4720607;0.06835131;;
4.813;0.5073136;0.1246248;;
4.814;0.5450555;0.1852449;;
4.835;0.5717949;0.2383166;;
4.632;0.5437462;0.1966569;;
4.634;0.5105524;0.1343346;;
4.811;0.4720607;0.06835131;;
4.813;0.5073136;0.1246248;;
4.814;0.5450555;0.1852449;;
4.835;0.5717949;0.2383166;;
4.632;0.5437462;0.1966569;;
4.634;0.5105524;0.1343346;;
4.811;0.4720607;0.06835131;;
4.813;0.5073136;0.1246248;;
4.814;0.5450555;0.1852449;;
4.835;0.5717949;0.2383166;;
4.632;0.5437462;0.1966569;;
4.634;0.5105524;0.1343346;;
4.811;0.4720607;0.06835131;;
4.813;0.5073136;0.1246248;;
4.814;0.5450555;0.1852449;;
4.835;0.5717949;0.2383166;;
4.632;0.5437462;0.1966569;;
4.634;0.5105524;0.1343346;;
4.811;0.4720607;0.06835131;;
4.813;0.5073136;0.1246248;;
4.814;0.5450555;0.1852449;;
4.835;0.5717949;0.2383166;;
4.632;0.5437462;0.1966569;;
4.634;0.5105524;0.1343346;;
4.811;0.4720607;0.06835131;;
4.813;0.5073136;0.1246248;;
4.814;0.5450555;0.1852449;;
4.835;0.5717949;0.2383166;;
4.632;0.5437462;0.1966569;;
4.634;0.5105524;0.1343346;;
4.811;0.4720607;0.06835131;;
4.813;0.5073136;0.1246248;;
4.814;0.5450555;0.1852449;;
4.835;0.5717949;0.2383166;;
4.632;0.5437462;0.1966569;;
4.634;0.5105524;0.1343346;;
4.811;0.4720607;0.06835131;;
4.813;0.5073136;0.1246248;;
4.814;0.5450555;0.1852449;;
4.835;0.5717949;0.2383166;;
4.632;0.5437462;0.1966569;;
4.634;0.5105524;0.1343346;;
4.811;0.4720607;0.06835131;;
4.813;0.5073136;0.1246248;;
4.814;0.5450555;0.1852449;;
4.835;0.5717949;0.2383166;;
5.414;0.6037917;0.2949983
5.439;0.6055948;0.295633
5.44;0.6069942;0.2960068
5.443;0.6081686;0.2962458
5.414;0.6037917;0.2949983;;
5.439;0.6055948;0.295633;;
5.44;0.6069942;0.2960068;;
5.443;0.6081686;0.2962458;;
5.414;0.6037917;0.2949983;;
5.439;0.6055948;0.295633;;
5.44;0.6069942;0.2960068;;
5.443;0.6081686;0.2962458;;
5.464;0.6093184;0.2964378
5.466;0.6088511;0.2966302
5.491;0.6097055;0.2976406
5.493;0.6108814;0.2989209
5.494;0.6120055;0.3003307
5.522;0.612837;0.3012371
5.414;0.6037917;0.2949983;;
5.439;0.6055948;0.295633;;
5.44;0.6069942;0.2960068;;
5.443;0.6081686;0.2962458;;
5.464;0.6093184;0.2964378;;
5.466;0.6088511;0.2966302;;
5.491;0.6097055;0.2976406;;
5.493;0.6108814;0.2989209;;
5.494;0.6120055;0.3003307;;
5.522;0.612837;0.3012371;;
5.414;0.6037917;0.2949983;;
5.439;0.6055948;0.295633;;
5.44;0.6069942;0.2960068;;
5.443;0.6081686;0.2962458;;
5.464;0.6093184;0.2964378;;
5.466;0.6088511;0.2966302;;
5.491;0.6097055;0.2976406;;
5.493;0.6108814;0.2989209;;
5.494;0.6120055;0.3003307;;
5.522;0.612837;0.3012371;;
5.414;0.6037917;0.2949983;;
5.439;0.6055948;0.295633;;
5.44;0.6069942;0.2960068;;
5.443;0.6081686;0.2962458;;
5.464;0.6093184;0.2964378;;
5.466;0.6088511;0.2966302;;
5.491;0.6097055;0.2976406;;
5.493;0.6108814;0.2989209;;
5.494;0.6120055;0.3003307;;
5.522;0.612837;0.3012371;;
5.414;0.6037917;0.2949983;;
5.439;0.6055948;0.295633;;
5.44;0.6069942;0.2960068;;
5.443;0.6081686;0.2962458;;
5.464;0.6093184;0.2964378;;
5.466;0.6088511;0.2966302;;
5.491;0.6097055;0.2976406;;
5.493;0.6108814;0.2989209;;
5.494;0.6120055;0.3003307;;
5.522;0.612837;0.3012371;;
5.414;0.6037917;0.2949983;;
5.439;0.6055948;0.295633;;
5.44;0.6069942;0.2960068;;
5.443;0.6081686;0.2962458;;
5.464;0.6093184;0.2964378;;
5.466;0.6088511;0.2966302;;
5.491;0.6097055;0.2976406;;
5.493;0.6108814;0.2989209;;
5.494;0.6120055;0.3003307;;
5.522;0.612837;0.3012371;;
5.414;0.6037917;0.2949983;;
5.439;0.6055948;0.295633;;
5.44;0.6069942;0.2960068;;
5.443;0.6081686;0.2962458;;
5.464;0.6093184;0.2964378;;
5.466;0.6088511;0.2966302;;
5.491;0.6097055;0.2976406;;
5.493;0.6108814;0.2989209;;
5.494;0.6120055;0.3003307;;
5.522;0.612837;0.3012371;;
5.414;0.6037917;0.2949983;;
5.439;0.6055948;0.295633;;
5.44;0.6069942;0.2960068;;
5.443;0.6081686;0.2962458;;
5.464;0.6093184;0.2964378;;
5.466;0.6088511;0.2966302;;
5.491;0.6097055;0.2976406;;
5.493;0.6108814;0.2989209;;
5.494;0.6120055;0.3003307;;
5.522;0.612837;0.3012371;;
5.414;0.6037917;0.2949983;;
5.439;0.6055948;0.295633;;
5.44;0.6069942;0.2960068;;
5.443;0.6081686;0.2962458;;
5.464;0.6093184;0.2964378;;
5.466;0.6088511;0.2966302;;
5.491;0.6097055;0.2976406;;
5.493;0.6108814;0.2989209;;
5.494;0.6120055;0.3003307;;
5.522;0.612837;0.3012371;;
5.414;0.6037917;0.2949983;;
5.439;0.6055948;0.295633;;
5.44;0.6069942;0.2960068;;
5.443;0.6081686;0.2962458;;
5.464;0.6093184;0.2964378;;
5.466;0.6088511;0.2966302;;
5.491;0.6097055;0.2976406;;
5.493;0.6108814;0.2989209;;
5.494;0.6120055;0.3003307;;
5.522;0.612837;0.3012371;;
5.414;0.6037917;0.2949983;;
5.439;0.6055948;0.295633;;
5.44;0.6069942;0.2960068;;
5.443;0.6081686;0.2962458;;
5.464;0.6093184;0.2964378;;
5.466;0.6088511;0.2966302;;
5.491;0.6097055;0.2976406;;
5.493;0.6108814;0.2989209;;
5.494;0.6120055;0.3003307;;
5.522;0.612837;0.3012371;;
