Timestamp;Name;smoothCorrel;speed;task;selected;correlationToIntendedObject
3.5338278;1;0;30;0;
3.5338278;2;0;30;0;
3.5338278;3;0;30;0;
3.5338278;4;0;30;0;
3.5338278;5;0;30;0;
3.5338278;6;0;45;0;
3.5338278;7;0;45;0;
3.5338278;8;0;45;0;
3.5338278;9;0;45;0;
3.5338278;0;0;45;0;
3.5398432;1;0;30;3;
3.5398432;2;0;30;3;
3.5398432;3;0;30;3;
3.5398432;4;0;30;3;
3.5398432;5;0;30;3;
3.5398432;6;0;45;3;
3.5398432;7;0;45;3;
3.5398432;8;0;45;3;
3.5398432;9;0;45;3;
3.5398432;0;0;45;3;
3.5824551;1;0;30;3;
3.5824551;2;0;30;3;
3.5824551;3;0;30;3;
3.5824551;4;0;30;3;
3.5824551;5;0;30;3;
3.5824551;6;0;45;3;
3.5824551;7;0;45;3;
3.5824551;8;0;45;3;
3.5824551;9;0;45;3;
3.5824551;0;0;45;3;
3.5834579;1;0;30;3;
3.5834579;2;0;30;3;
3.5834579;3;0;30;3;
3.5834579;4;0;30;3;
3.5834579;5;0;30;3;
3.5834579;6;0;45;3;
3.5834579;7;0;45;3;
3.5834579;8;0;45;3;
3.5834579;9;0;45;3;
3.5834579;0;0;45;3;
3.7127991;1;0.003390858;30;3;
3.7127991;2;0.169074;30;3;
3.7127991;3;0.1704734;30;3;
3.7127991;4;0.1671086;30;3;
3.7127991;5;0.0009641711;30;3;
3.7127991;6;-0.003336476;45;3;
3.7127991;7;0.001214211;45;3;
3.7127991;8;0.0003216168;45;3;
3.7127991;9;-0.1672;45;3;
3.7127991;0;-0.1721404;45;3;
3.7138019;1;0.005651431;30;3;
3.7138019;2;0.28179;30;3;
3.7138019;3;0.2841223;30;3;
3.7138019;4;0.2785143;30;3;
3.7138019;5;0.001606952;30;3;
3.7138019;6;-0.005560794;45;3;
3.7138019;7;0.002023685;45;3;
3.7138019;8;0.000536028;45;3;
3.7138019;9;-0.2786667;45;3;
3.7138019;0;-0.2869006;45;3;
3.8446474;1;0.0003463204;30;3;
3.8446474;2;0.3342697;30;3;
3.8446474;3;0.3414768;30;3;
3.8446474;4;0.3608638;30;3;
3.8446474;5;0.02548516;30;3;
3.8446474;6;-0.0001597241;45;3;
3.8446474;7;-0.01575595;45;3;
3.8446474;8;-0.02305713;45;3;
3.8446474;9;-0.3611834;45;3;
3.8446474;0;-0.3462259;45;3;
3.8466522;1;-0.003632512;30;3;
3.8466522;2;0.3736295;30;3;
3.8466522;3;0.3844926;30;3;
3.8466522;4;0.422626;30;3;
3.8466522;5;0.04339381;30;3;
3.8466522;6;0.003891078;45;3;
3.8466522;7;-0.02909067;45;3;
3.8466522;8;-0.040752;45;3;
3.8466522;9;-0.4230709;45;3;
3.8466522;0;-0.3907197;45;3;
3.9820096;1;-0.005379599;30;3;
3.9820096;2;0.2347273;30;3;
3.9820096;3;0.3470841;30;3;
3.9820096;4;0.3778181;30;3;
3.9820096;5;0.1359601;30;3;
3.9820096;6;0.1045133;45;3;
3.9820096;7;0.07282949;45;3;
3.9820096;8;-0.04171075;45;3;
3.9820096;9;-0.4771173;45;3;
3.9820096;0;-0.4459943;45;3;
3.9845164;1;-0.006777268;30;3;
3.9845164;2;0.1236055;30;3;
3.9845164;3;0.3171572;30;3;
3.9845164;4;0.3419718;30;3;
3.9845164;5;0.2100132;30;3;
3.9845164;6;0.185011;45;3;
3.9845164;7;0.1543656;45;3;
3.9845164;8;-0.04247775;45;3;
3.9845164;9;-0.5203544;45;3;
3.9845164;0;-0.4902139;45;3;
4.1128549;1;-0.00562963;30;3;
4.1128549;2;0.02694883;30;3;
4.1128549;3;0.2871001;30;3;
4.1128549;4;0.3103519;30;3;
4.1128549;5;0.2763408;30;3;
4.1128549;6;0.2530317;45;3;
4.1128549;7;0.2251458;45;3;
4.1128549;8;-0.03751623;45;3;
4.1128549;9;-0.5578893;45;3;
4.1128549;0;-0.5304624;45;3;
4.1168655;1;-0.004673264;30;3;
4.1168655;2;-0.05359837;30;3;
4.1168655;3;0.2620525;30;3;
4.1168655;4;0.2840021;30;3;
4.1168655;5;0.3316139;30;3;
4.1168655;6;0.3097156;45;3;
4.1168655;7;0.2841292;45;3;
4.1168655;8;-0.03338163;45;3;
4.1168655;9;-0.5891684;45;3;
4.1168655;0;-0.5640028;45;3;
4.2487133;1;0.02792999;30;3;
4.2487133;2;-0.06369992;30;3;
4.2487133;3;0.2101361;30;3;
4.2487133;4;0.2299119;30;3;
4.2487133;5;0.3203296;30;3;
4.2487133;6;0.2988179;45;3;
4.2487133;7;0.2837689;45;3;
4.2487133;8;0.005404434;45;3;
4.2487133;9;-0.5567743;45;3;
4.2487133;0;-0.5421138;45;3;
4.2537266;1;0.05587564;30;3;
4.2537266;2;-0.07235838;30;3;
4.2537266;3;0.1656363;30;3;
4.2537266;4;0.1835489;30;3;
4.2537266;5;0.3106574;30;3;
4.2537266;6;0.289477;45;3;
4.2537266;7;0.2834601;45;3;
4.2537266;8;0.03864964;45;3;
