lineargazeTimestamp;lineargazeXPos;lineargazeYPos;lineargazenewCorr;lineargazesmoothCorr
3.16;0.3804785;0.09729712
3.16;0.3804785;0.09729712;;
3.16;0.3804785;0.09729712;;
3.16;0.3804785;0.09729712;;
3.16;0.3804785;0.09729712;;
3.16;0.3804785;0.09729712;;
3.16;0.3804785;0.09729712;;
3.515;0.3774057;0.09865327
3.54;0.3803641;0.09710085
3.542;0.3830765;0.09570286
3.515;0.3774057;0.09865327;;
3.54;0.3803641;0.09710085;;
3.542;0.3830765;0.09570286;;
3.515;0.3774057;0.09865327;;
3.54;0.3803641;0.09710085;;
3.542;0.3830765;0.09570286;;
3.562;0.3859269;0.09421845
3.564;0.3911431;0.09174627
3.585;0.3905;0.09210093
3.586;0.3900596;0.09234026
3.607;0.3890383;0.09289058
3.608;0.3887532;0.09304201
3.628;0.3884167;0.09322074
3.629;0.3882627;0.09329992
3.65;0.3887717;0.09302817
3.651;0.3889438;0.09293227
3.671;0.3887771;0.09302034
3.673;0.3886028;0.09311634
3.515;0.3774057;0.09865327;;
3.54;0.3803641;0.09710085;;
3.542;0.3830765;0.09570286;;
3.562;0.3859269;0.09421845;;
3.564;0.3911431;0.09174627;;
3.585;0.3905;0.09210093;;
3.586;0.3900596;0.09234026;;
3.607;0.3890383;0.09289058;;
3.608;0.3887532;0.09304201;;
3.628;0.3884167;0.09322074;;
3.629;0.3882627;0.09329992;;
3.65;0.3887717;0.09302817;;
3.651;0.3889438;0.09293227;;
3.671;0.3887771;0.09302034;;
3.673;0.3886028;0.09311634;;
3.515;0.3774057;0.09865327;;
3.54;0.3803641;0.09710085;;
3.542;0.3830765;0.09570286;;
3.562;0.3859269;0.09421845;;
3.564;0.3911431;0.09174627;;
3.585;0.3905;0.09210093;;
3.586;0.3900596;0.09234026;;
3.607;0.3890383;0.09289058;;
3.608;0.3887532;0.09304201;;
3.628;0.3884167;0.09322074;;
3.629;0.3882627;0.09329992;;
3.65;0.3887717;0.09302817;;
3.651;0.3889438;0.09293227;;
3.671;0.3887771;0.09302034;;
3.673;0.3886028;0.09311634;;
3.694;0.3880115;0.09343287
3.695;0.3871685;0.09388914
3.716;0.3866555;0.09416822
3.716;0.3863597;0.09432495
3.738;0.3858394;0.09459937
3.739;0.3855342;0.09475719
3.76;0.3850674;0.094997
3.761;0.3842351;0.09542757
3.782;0.3834565;0.09582477
3.515;0.3774057;0.09865327;;
3.54;0.3803641;0.09710085;;
3.542;0.3830765;0.09570286;;
3.562;0.3859269;0.09421845;;
3.564;0.3911431;0.09174627;;
3.585;0.3905;0.09210093;;
3.586;0.3900596;0.09234026;;
3.607;0.3890383;0.09289058;;
3.608;0.3887532;0.09304201;;
3.628;0.3884167;0.09322074;;
3.629;0.3882627;0.09329992;;
3.65;0.3887717;0.09302817;;
3.651;0.3889438;0.09293227;;
3.671;0.3887771;0.09302034;;
3.673;0.3886028;0.09311634;;
