circular2Timestamp;circular2XPos;circular2YPos;circular2newCorr;circular2smoothCorr
6.7534615;;;0;0
6.7589768;;;0;0
6.782;0;0;;
6.783;0;0;;
6.804;0;0;;
6.8050991;;;0;0
6.782;0;0;;
6.783;0;0;;
6.804;0;0;;
6.8061017;;;0;0
6.782;0;0;;
6.783;0;0;;
6.804;0;0;;
6.828;-0.9898325;0.8572201;;
6.862;-0.9999256;0.8659609;;
6.9399573;;;-0.0195269640876748;-0.00390539281753496
6.782;0;0;;
6.783;0;0;;
6.804;0;0;;
6.828;-0.9898325;0.8572201;;
6.862;-0.9999256;0.8659609;;
6.9409599;;;-0.0195269640876748;-0.00650898802922493
6.782;0;0;;
6.783;0;0;;
6.804;0;0;;
6.828;-0.9898325;0.8572201;;
6.862;-0.9999256;0.8659609;;
7.0733122;;;-0.0195269640876748;-0.00836869889471777
6.782;0;0;;
6.783;0;0;;
6.804;0;0;;
6.828;-0.9898325;0.8572201;;
6.862;-0.9999256;0.8659609;;
7.0743145;;;-0.0195269640876748;-0.0097634820438374
6.828;-0.9898325;0.8572201;;
6.862;-0.9999256;0.8659609;;
7.111;-0.8736188;0.7794715;;
7.1871148;;;0.447433126353769;0.0410361411114522
6.828;-0.9898325;0.8572201;;
6.862;-0.9999256;0.8659609;;
7.111;-0.8736188;0.7794715;;
7.1876158;;;0.447433126353769;0.081675839635684
6.828;-0.9898325;0.8572201;;
6.862;-0.9999256;0.8659609;;
7.111;-0.8736188;0.7794715;;
7.3169596;;;0.447433126353769;0.114926502064601
6.828;-0.9898325;0.8572201;;
6.862;-0.9999256;0.8659609;;
7.111;-0.8736188;0.7794715;;
7.3174608;;;0.447433126353769;0.142635387422032
6.828;-0.9898325;0.8572201;;
6.862;-0.9999256;0.8659609;;
7.111;-0.8736188;0.7794715;;
7.4548261;;;0.447433126353769;0.166081367339858
6.828;-0.9898325;0.8572201;;
6.862;-0.9999256;0.8659609;;
7.111;-0.8736188;0.7794715;;
7.4553274;;;0.447433126353769;0.186177921555137
6.828;-0.9898325;0.8572201;;
6.862;-0.9999256;0.8659609;;
7.111;-0.8736188;0.7794715;;
7.5881805;;;0.447433126353769;0.203594935208379
6.828;-0.9898325;0.8572201;;
6.862;-0.9999256;0.8659609;;
7.111;-0.8736188;0.7794715;;
7.5886818;;;0.447433126353769;0.218834822154966
6.828;-0.9898325;0.8572201;;
6.862;-0.9999256;0.8659609;;
7.111;-0.8736188;0.7794715;;
7.7215352;;;0.447433126353769;0.246799392552077
6.828;-0.9898325;0.8572201;;
