timestamp;radius;size;depth
35.8932275;2.5;0.65;2
44.1757022;1.5;0.65;2
48.1186626;0.5;0.9;16
51.1461955;1.5;0.65;6
59.6908651;2.5;0.3;2
61.9007276;1.5;0.3;2
64.4138959;1.5;0.9;2
71.1046954;2.5;0.9;6
73.4729779;1.5;0.65;16
75.1599629;1.5;0.9;16
77.8074875;0.5;0.9;2
81.2024942;2.5;0.65;16
83.3471848;0.5;0.9;6
84.967676;2.5;0.9;2
87.4357242;2.5;0.3;6
89.6701523;2.5;0.9;16
91.9491989;2.5;0.3;16
94.3285115;2.5;0.65;6
97.1434796;0.5;0.65;16
100.8959349;1.5;0.3;6
103.4757795;0.5;0.3;2
110.0662645;0.5;0.3;16
111.8765682;0.5;0.3;6
122.7564332;0.5;0.65;6
124.6860612;1.5;0.9;6
128.1281931;1.5;0.3;16
132.1719215;0.5;0.65;2
