largeCube3Timestamp;largeCube3XPos;largeCube3YPos;largeCube3newCorr;largeCube3smoothCorr
0;;;0;0
0.1910079;;;0;0
0.4923087;;;0;0
0.7936094;;;0;0
1.0954128;;;0;0
1.396712;;;0;0
1.6985145;;;0;0
1.9998151;;;0;0
2.125;0.292253;2.5;;
2.185;0.1562697;2.5;;
2.206;0.1036264;2.5;;
2.228;0.05123307;2.5;;
2.25;-0.005268458;2.5;;
2.251;-0.005810409;2.5;;
2.272;-0.05661281;2.5;;
2.273;-0.05661281;2.5;;
2.293;-0.1097909;2.5;;
2.295;-0.1104457;2.5;;
2.3021263;;;-0.425218603598203;-0.106304650899551
2.272;-0.05661281;2.5;;
2.273;-0.05661281;2.5;;
2.293;-0.1097909;2.5;;
2.295;-0.1104457;2.5;;
2.315;-0.1644153;2.5;;
2.36;-0.2710308;2.5;;
2.382;-0.3239102;2.5;;
2.432;-0.4308683;2.5;;
2.471;-0.5374876;2.5;;
2.493;-0.5908992;2.5;;
2.494;-0.5920895;2.5;;
2.561;-0.7530035;2.5;;
2.561;-0.753127;2.5;;
2.6034271;;;0.487594180693631;0.0155938942738571
2.606;-0.8600286;2.5;;
2.606;-0.8603075;2.5;;
2.627;-0.9131821;2.5;;
2.629;-0.9142863;2.5;;
2.65;-0.9671104;2.5;;
2.651;-0.967928;2.5;;
2.652;-0.9681718;2.5;;
2.673;-1.020845;2.5;;
2.674;-1.021336;2.5;;
2.674;-1.02142;2.5;;
2.695;-1.074503;2.5;;
2.696;-1.075031;2.5;;
2.718;-1.128087;2.5;;
2.719;-1.12857;2.5;;
2.72;-1.128692;2.5;;
2.74;-1.182708;2.5;;
2.741;-1.182708;2.5;;
2.763;-1.232967;2.5;;
2.765;-1.235489;2.5;;
2.785;-1.289003;2.5;;
2.786;-1.28955;2.5;;
2.787;-1.289647;2.5;;
2.788;-1.289662;2.5;;
2.808;-1.348908;2.5;;
2.829;-1.396174;2.5;;
2.83;-1.396651;2.5;;
2.831;-1.396722;2.5;;
2.832;-1.396744;2.5;;
2.865;-1.485021;2.5;;
2.874;-1.503722;2.5;;
2.875;-1.504134;2.5;;
2.875;-1.504205;2.5;;
2.895;-1.557483;2.5;;
2.896;-1.55804;2.5;;
