large (2)Cube2Timestamp;large (2)Cube2XPos;large (2)Cube2YPos;large (2)Cube2newCorr;large (2)Cube2smoothCorr
0;;;0;0
0.1910079;;;0;0
0.4923087;;;0;0
0.7936094;;;0;0
1.0954128;;;0;0
1.396712;;;0;0
1.6985145;;;0;0
1.9998151;;;0;0
2.125;0.1580556;-2.5;;
2.185;0.02207235;-2.5;;
2.206;-0.03057097;-2.5;;
2.228;-0.08296427;-2.5;;
2.25;-0.1394658;-2.5;;
2.251;-0.1400077;-2.5;;
2.272;-0.1908102;-2.5;;
2.273;-0.1908102;-2.5;;
2.293;-0.2439883;-2.5;;
2.295;-0.244643;-2.5;;
2.3021263;;;-0.425218595503923;-0.106304648875981
2.272;-0.1908102;-2.5;;
2.273;-0.1908102;-2.5;;
2.293;-0.2439883;-2.5;;
2.295;-0.244643;-2.5;;
2.315;-0.2986126;-2.5;;
2.36;-0.4052282;-2.5;;
2.382;-0.4581075;-2.5;;
2.432;-0.5650656;-2.5;;
2.471;-0.6716849;-2.5;;
2.493;-0.7250965;-2.5;;
2.494;-0.7262868;-2.5;;
2.561;-0.8872008;-2.5;;
2.561;-0.8873243;-2.5;;
2.6034271;;;0.487594180446266;0.015593896235586
2.605;-0.9942192;-2.5;;
2.606;-0.9946689;-2.5;;
2.627;-1.047383;-2.5;;
2.629;-1.048484;-2.5;;
2.65;-1.101308;-2.5;;
2.651;-1.102125;-2.5;;
2.652;-1.102369;-2.5;;
2.673;-1.155042;-2.5;;
2.674;-1.155533;-2.5;;
2.674;-1.155617;-2.5;;
2.695;-1.208701;-2.5;;
2.696;-1.209229;-2.5;;
2.718;-1.262285;-2.5;;
2.719;-1.262767;-2.5;;
2.72;-1.26289;-2.5;;
2.74;-1.316905;-2.5;;
2.741;-1.316905;-2.5;;
2.763;-1.367164;-2.5;;
2.765;-1.369686;-2.5;;
2.785;-1.4232;-2.5;;
2.786;-1.423748;-2.5;;
2.787;-1.423845;-2.5;;
2.788;-1.42386;-2.5;;
2.808;-1.483106;-2.5;;
2.829;-1.530371;-2.5;;
2.83;-1.530848;-2.5;;
2.831;-1.530919;-2.5;;
2.832;-1.530942;-2.5;;
2.865;-1.619218;-2.5;;
2.874;-1.637919;-2.5;;
