smallCube3Timestamp;smallCube3XPos;smallCube3YPos;smallCube3newCorr;smallCube3smoothCorr
0;;;0;0
0.3719864;;;0;0
0.6717818;;;0;0
0.9730913;;;0;0
1.2748919;;;0;0
1.5761903;;;0;0
1.8774894;;;0;0
2.1797908;;;0;0
2.207;2.049017;1;;
2.208;2.049017;1;;
2.236;2.094263;1;;
2.237;2.094263;1;;
2.249;2.143045;1;;
2.272;2.193743;1;;
2.273;2.193743;1;;
2.274;2.193743;1;;
2.295;2.227806;1;;
2.296;2.227806;1;;
2.296;2.227806;1;;
2.296;2.227806;1;;
2.315;2.273157;1;;
2.316;2.273655;1;;
2.318;2.273733;1;;
2.318;2.27374;1;;
2.338;2.316939;1;;
2.339;2.317369;1;;
2.339;2.317442;1;;
2.34;2.317473;1;;
2.36;2.360651;1;;
2.361;2.361331;1;;
2.362;2.362121;1;;
2.383;2.405109;1;;
2.384;2.406014;1;;
2.385;2.406643;1;;
2.406;2.451162;1;;
2.43;2.50629;1;;
2.431;2.507738;1;;
2.432;2.507987;1;;
2.453;2.519031;1;;
2.455;2.519125;1;;
2.477;2.604018;1;;
2.477;2.604572;1;;
2.4810896;;;0.299779276917592;0.0999264256391974
2.477;2.604018;1;;
2.477;2.604572;1;;
2.499;2.629369;1;;
2.5;2.629591;1;;
2.521;2.676099;1;;
2.522;2.676562;1;;
2.542;2.718442;1;;
2.55;2.718951;1;;
2.564;2.772511;1;;
2.585;2.818481;1;;
2.586;2.81904;1;;
2.586;2.81904;1;;
2.607;2.853096;1;;
2.628;2.897492;1;;
2.65;2.942454;1;;
2.651;2.942838;1;;
2.652;2.942931;1;;
2.672;2.98666;1;;
2.673;2.987114;1;;
2.696;2.999861;1;;
2.697;2.99997;1;;
2.717;2.956335;1;;
2.719;2.955921;1;;
2.741;2.900688;1;;
2.742;2.900045;1;;
2.762;2.866073;1;;
2.763;2.866073;1;;
2.78289;;;-0.0619423503042046;0.0792789755377959
2.785;2.82193;1;;
2.786;2.821561;1;;
2.808;2.777127;1;;
2.809;2.77679;1;;
2.81;2.776614;1;;
2.83;2.732533;1;;
2.851;2.687963;1;;
2.852;2.687552;1;;
2.873;2.643576;1;;
2.874;2.643165;1;;
2.895;2.584789;1;;
2.896;2.58409;1;;
2.918;2.553498;1;;
2.92;2.553498;1;;
2.941;2.509356;1;;
2.942;2.508984;1;;
2.962;2.46441;1;;
2.964;2.463854;1;;
2.984;2.419926;1;;
2.985;2.419926;1;;
3.006;2.376134;1;;
3.007;2.375263;1;;
3.028;2.352489;1;;
3.029;2.335406;1;;
3.05;2.307809;1;;
3.051;2.282197;1;;
3.072;2.263156;1;;
3.074;2.243331;1;;
3.0841888;;;-0.484134541099686;-0.0820992048287662
3.072;2.263156;1;;
3.074;2.243331;1;;
3.094;2.217576;1;;
3.095;2.217306;1;;
3.116;2.174184;1;;
3.117;2.173827;1;;
3.118;2.173711;1;;
3.137;2.129092;1;;
3.138;2.128671;1;;
3.158;2.085349;1;;
3.159;2.084952;1;;
3.179;2.040463;1;;
3.199;2.017862;1;;
3.2;2.017629;1;;
3.227;1.95083;1;;
3.228;1.95083;1;;
3.243;1.904629;1;;
3.244;1.90385;1;;
3.265;1.861698;1;;
3.286;1.816292;1;;
3.287;1.816292;1;;
3.308;1.769336;1;;
3.309;1.768994;1;;
3.311;1.768824;1;;
3.312;1.76879;1;;
3.331;1.727271;1;;
3.332;1.726827;1;;
3.333;1.726726;1;;
3.334;1.726726;1;;
3.355;1.705486;1;;
3.356;1.704867;1;;
3.358;1.691653;1;;
3.36;1.68426;1;;
3.3859894;;;-0.117468299711687;-0.221181730371859
3.39;1.617059;1;;
3.391;1.615644;1;;
3.392;1.615431;1;;
3.393;1.615378;1;;
3.393;1.615369;1;;
3.394;1.615363;1;;
3.412;1.570558;1;;
