small (1)Cube1Timestamp;small (1)Cube1XPos;small (1)Cube1YPos;small (1)Cube1newCorr;small (1)Cube1smoothCorr
0;;;0;0
0.3719864;;;0;0
0.6717818;;;0;0
0.9730913;;;0;0
1.2748919;;;0;0
1.5761903;;;0;0
1.8774894;;;0;0
2.1797908;;;0;0
2.207;-0.2844223;0;;
2.208;-0.2844223;0;;
2.236;-0.3296678;0;;
2.237;-0.3296678;0;;
2.249;-0.3784502;0;;
2.272;-0.4291474;0;;
2.273;-0.4291474;0;;
2.274;-0.4291474;0;;
2.295;-0.4632111;0;;
2.296;-0.4632111;0;;
2.296;-0.4632111;0;;
2.296;-0.4632111;0;;
2.315;-0.508562;0;;
2.316;-0.5090595;0;;
2.318;-0.5091382;0;;
2.318;-0.5091445;0;;
2.338;-0.5523436;0;;
2.339;-0.5527741;0;;
2.339;-0.5528468;0;;
2.34;-0.552878;0;;
2.36;-0.5960556;0;;
2.361;-0.5967359;0;;
2.362;-0.5975254;0;;
2.383;-0.6405138;0;;
2.384;-0.6414188;0;;
2.385;-0.6420474;0;;
2.406;-0.6865668;0;;
2.43;-0.7416945;0;;
2.431;-0.7431429;0;;
2.432;-0.7433921;0;;
2.453;-0.7544354;0;;
2.455;-0.7545289;0;;
2.477;-0.8394223;0;;
2.477;-0.8399767;0;;
2.4810896;;;-0.299779359804261;-0.0999264532680871
2.477;-0.8394223;0;;
2.477;-0.8399767;0;;
2.499;-0.8647737;0;;
2.5;-0.8649954;0;;
2.521;-0.9115031;0;;
2.522;-0.9119663;0;;
2.542;-0.953847;0;;
2.55;-0.9543551;0;;
2.564;-1.007915;0;;
2.585;-1.053885;0;;
2.586;-1.054444;0;;
2.586;-1.054444;0;;
2.607;-1.088501;0;;
2.628;-1.132897;0;;
2.65;-1.177859;0;;
2.651;-1.178243;0;;
2.652;-1.178335;0;;
2.672;-1.222065;0;;
2.673;-1.222519;0;;
2.696;-1.267016;0;;
2.697;-1.267398;0;;
2.717;-1.311167;0;;
2.719;-1.311582;0;;
2.741;-1.366816;0;;
2.742;-1.367458;0;;
2.762;-1.40143;0;;
2.763;-1.40143;0;;
2.78289;;;-0.113812552447898;-0.13786397075072
2.785;-1.445574;0;;
2.786;-1.445943;0;;
2.808;-1.490377;0;;
2.809;-1.490714;0;;
2.81;-1.49089;0;;
2.83;-1.534971;0;;
2.851;-1.57954;0;;
2.852;-1.579952;0;;
2.873;-1.623927;0;;
2.874;-1.624339;0;;
2.895;-1.682715;0;;
2.896;-1.683414;0;;
2.918;-1.714006;0;;
2.92;-1.714006;0;;
2.941;-1.758148;0;;
2.942;-1.75852;0;;
2.962;-1.803094;0;;
2.964;-1.803649;0;;
2.984;-1.847578;0;;
2.985;-1.847578;0;;
3.006;-1.89137;0;;
3.007;-1.892241;0;;
3.028;-1.915015;0;;
3.029;-1.932098;0;;
3.05;-1.959695;0;;
3.051;-1.985307;0;;
3.072;-2.004348;0;;
3.074;-2.024172;0;;
3.0841888;;;-0.484134560862235;-0.299242157704798
3.072;-2.004348;0;;
3.074;-2.024172;0;;
3.094;-2.049928;0;;
3.095;-2.050197;0;;
3.116;-2.09332;0;;
3.117;-2.093677;0;;
3.118;-2.093792;0;;
3.137;-2.138412;0;;
3.138;-2.138833;0;;
3.158;-2.182155;0;;
3.159;-2.182552;0;;
3.179;-2.227041;0;;
3.199;-2.249642;0;;
3.2;-2.249875;0;;
3.227;-2.316674;0;;
3.228;-2.316674;0;;
3.243;-2.362875;0;;
3.244;-2.363654;0;;
3.265;-2.405806;0;;
3.286;-2.451212;0;;
3.287;-2.451212;0;;
3.308;-2.498168;0;;
3.309;-2.498509;0;;
3.311;-2.49868;0;;
3.312;-2.498714;0;;
3.331;-2.540233;0;;
3.332;-2.540677;0;;
3.333;-2.540778;0;;
3.334;-2.540778;0;;
