yCubeCube3Timestamp;yCubeCube3XPos;yCubeCube3YPos;yCubeCube3newCorr;yCubeCube3smoothCorr
0;;;0;0
0.3193462;;;0;0
0.6266617;;;0;0
0.9279606;;;0;0
1.230262;;;0;0
1.5310595;;;0;0
1.8328594;;;0;0
2.13466;;;0;0
2.196;-2;1.570062;;
2.216;-2;1.524746;;
2.239;-2;1.48041;;
2.24;-2;1.48041;;
2.24;-2;1.48041;;
2.26;-2;1.435477;;
2.282;-2;1.390818;;
2.283;-2;1.390818;;
2.283;-2;1.390818;;
2.284;-2;1.390818;;
2.285;-2;1.390818;;
2.285;-2;1.390818;;
2.303;-2;1.346998;;
2.304;-2;1.346492;;
2.326;-2;1.302832;;
2.327;-2;1.302254;;
2.328;-2;1.301822;;
2.329;-2;1.301822;;
2.329;-2;1.301822;;
2.348;-2;1.2572;;
2.349;-2;1.256743;;
2.35;-2;1.256649;;
2.35;-2;1.256634;;
2.371;-2;1.212604;;
2.372;-2;1.212172;;
2.394;-2;1.167929;;
2.403;-2;1.167429;;
2.405;-2;1.148044;;
2.416;-2;1.119788;;
2.4364604;;;-0.381144357367445;-0.127048119122482
2.461;-2;1.033573;;
2.483;-2;0.9895128;;
2.504;-2;0.9448845;;
2.506;-2;0.9440736;;
2.507;-2;0.9439343;;
2.527;-2;0.8997909;;
2.528;-2;0.8989979;;
2.552;-2;0.8556292;;
2.553;-2;0.8549868;;
2.573;-2;0.8096911;;
2.574;-2;0.8089787;;
2.597;-2;0.7660936;;
2.598;-2;0.7654181;;
2.618;-2;0.721332;;
2.619;-2;0.7205092;;
2.62;-2;0.7203225;;
2.642;-2;0.6760312;;
2.643;-2;0.6753573;;
2.665;-2;0.63215;;
2.686;-2;0.5876632;;
2.687;-2;0.5870637;;
2.688;-2;0.586796;;
2.708;-2;0.5427107;;
2.729;-2;0.4976639;;
2.73;-2;0.4969068;;
2.731;-2;0.4966887;;
2.7377592;;;0.322713225344502;-0.0194770440076475
2.729;-2;0.4976639;;
2.73;-2;0.4969068;;
2.731;-2;0.4966887;;
2.752;-2;0.4533128;;
2.782;-2;0.40856;;
2.784;-2;0.3905074;;
2.796;-2;0.3630303;;
2.797;-2;0.3622107;;
2.819;-2;0.319759;;
2.82;-2;0.319052;;
2.841;-2;0.2746625;;
2.843;-2;0.2738647;;
2.864;-2;0.2302049;;
2.866;-2;0.2294151;;
2.885;-2;0.1858492;;
2.886;-2;0.1850544;;
2.907;-2;0.1409313;;
2.909;-2;0.1401246;;
2.929;-2;0.09654878;;
2.93;-2;0.09587995;;
2.952;-2;0.05139413;;
2.953;-2;0.05066865;;
2.975;-2;0.00704781;;
2.976;-2;0.006329783;;
2.997;-2;-0.03773602;;
2.998;-2;-0.03842606;;
3.02;-2;-0.08251582;;
3.021;-2;-0.08320261;;
3.0395599;;;0.460487342242576;0.134018736739878
3.042;-2;-0.1271036;;
3.044;-2;-0.1278954;;
3.066;-2;-0.1719561;;
3.067;-2;-0.1725252;;
3.087;-2;-0.2164722;;
3.088;-2;-0.2172398;;
3.11;-2;-0.2611395;;
3.111;-2;-0.2617454;;
3.138;-2;-0.3061158;;
3.139;-2;-0.3067064;;
3.152;-2;-0.3508018;;
3.154;-2;-0.3521055;;
3.174;-2;-0.3952323;;
3.176;-2;-0.3960721;;
3.196;-2;-0.4397055;;
3.198;-2;-0.440558;;
3.22;-2;-0.4842151;;
3.221;-2;-0.4849009;;
3.241;-2;-0.5296478;;
3.242;-2;-0.5300836;;
3.243;-2;-0.5302126;;
3.245;-2;-0.5302126;;
3.263;-2;-0.5743808;;
3.264;-2;-0.5748913;;
3.265;-2;-0.5749686;;
3.266;-2;-0.5749794;;
3.285;-2;-0.6186793;;
3.287;-2;-0.6195614;;
3.288;-2;-0.6198192;;
3.289;-2;-0.6198192;;
3.308;-2;-0.6638902;;
3.309;-2;-0.6642826;;
3.31;-2;-0.6644098;;
3.311;-2;-0.6644509;;
3.331;-2;-0.7080353;;
3.332;-2;-0.7087236;;
3.333;-2;-0.7089822;;
3.333;-2;-0.7090446;;
