circCubeCube1Timestamp;circCubeCube1XPos;circCubeCube1YPos;circCubeCube1newCorr;circCubeCube1smoothCorr
0;;;0;0
0.3459173;;;0;0
0.8036309;;;0;0
1.2626452;;;0;0
1.719857;;;0;0
2.1785741;;;0;0
2.304;-0.4803916;-1.420994;;
2.324;-0.5048663;-1.412481;;
2.326;-0.5051388;-1.412386;;
2.347;-0.529686;-1.403362;;
2.348;-0.5299822;-1.403253;;
2.371;-0.5539933;-1.393946;;
2.372;-0.554196;-1.393867;;
2.392;-0.5782319;-1.384066;;
2.393;-0.5785348;-1.383943;;
2.394;-0.5785348;-1.383943;;
2.438;-0.6262195;-1.363018;;
2.463;-0.6506103;-1.351554;;
2.485;-0.6741729;-1.339959;;
2.506;-0.697331;-1.328052;;
2.507;-0.6975629;-1.327932;;
2.528;-0.7204268;-1.315666;;
2.536;-0.7318962;-1.309321;;
2.55;-0.7438588;-1.302563;;
2.552;-0.744076;-1.30244;;
2.572;-0.7662109;-1.28954;;
2.573;-0.7664468;-1.289402;;
2.616;-0.8108629;-1.261937;;
2.617;-0.811122;-1.261777;;
2.6362872;;;0.079922868617587;0.0266409562058623
2.639;-0.8329957;-1.247442;;
2.663;-0.8548842;-1.232544;;
2.683;-0.8762385;-1.217455;;
2.685;-0.8764693;-1.217292;;
2.706;-0.8976477;-1.201761;;
2.728;-0.9181414;-1.186171;;
2.75;-0.9391505;-1.16961;;
2.752;-0.9393861;-1.169425;;
2.795;-0.9795209;-1.136012;;
2.906;-1.075253;-1.045845;;
2.907;-1.075415;-1.045692;;
3.041;-1.179036;-0.9272441;;
3.064;-1.195146;-0.9064266;;
3.065;-1.195374;-0.9061315;;
3.087;-1.210845;-0.8853468;;
3.088;-1.211079;-0.8850327;;
3.0940005;;;-0.226294937710326;-0.0487906896975798
3.108;-1.226214;-0.8639344;;
3.109;-1.226469;-0.8635782;;
3.131;-1.241216;-0.8422392;;
3.132;-1.241481;-0.8418565;;
3.132;-1.241526;-0.8417907;;
3.133;-1.241558;-0.8417439;;
3.152;-1.256068;-0.8199342;;
3.153;-1.256068;-0.8199342;;
3.154;-1.256068;-0.8199342;;
3.154;-1.256068;-0.8199342;;
3.174;-1.270327;-0.797665;;
3.174;-1.270327;-0.797665;;
3.175;-1.270327;-0.797665;;
3.195;-1.283948;-0.7755436;;
3.196;-1.284119;-0.7752666;;
3.197;-1.284119;-0.7752666;;
3.197;-1.284119;-0.7752666;;
3.217;-1.297172;-0.7532122;;
3.218;-1.297378;-0.7528646;;
3.219;-1.297455;-0.7527334;;
3.22;-1.297502;-0.7526544;;
3.24;-1.310471;-0.72984;;
3.241;-1.310471;-0.72984;;
3.241;-1.310471;-0.72984;;
3.242;-1.310471;-0.72984;;
3.262;-1.323087;-0.7067121;;
3.263;-1.323087;-0.7067121;;
3.264;-1.323087;-0.7067121;;
3.264;-1.323087;-0.7067121;;
3.284;-1.329212;-0.6951213;;
3.285;-1.333803;-0.6862477;;
3.285;-1.334574;-0.6847578;;
3.286;-1.335199;-0.6835485;;
3.306;-1.346922;-0.6601461;;
3.307;-1.347067;-0.6598575;;
3.308;-1.347067;-0.6598575;;
3.308;-1.347067;-0.6598575;;
3.327;-1.352787;-0.6480465;;
3.328;-1.35285;-0.6479172;;
3.329;-1.357278;-0.6385658;;
3.33;-1.358266;-0.6364781;;
3.349;-1.363954;-0.6242014;;
3.35;-1.364018;-0.6240631;;
3.351;-1.368231;-0.614749;;
3.352;-1.369125;-0.6127731;;
3.37;-1.37467;-0.6002327;;
3.371;-1.374745;-0.6000628;;
3.372;-1.374745;-0.6000628;;
3.378;-1.379957;-0.5879783;;
3.392;-1.387091;-0.5709456;;
3.392;-1.387091;-0.5709456;;
3.393;-1.387091;-0.5709456;;
3.394;-1.387091;-0.5709456;;
3.413;-1.394908;-0.5515726;;
3.414;-1.394908;-0.5515726;;
3.435;-1.404242;-0.5273494;;
3.436;-1.404324;-0.5271366;;
3.436;-1.404336;-0.5271052;;
3.437;-1.40435;-0.5270691;;
3.437;-1.404352;-0.5270637;;
