circCubeCube1Timestamp;circCubeCube1XPos;circCubeCube1YPos;circCubeCube1newCorr;circCubeCube1smoothCorr
0;;;0;0
0.4436761;;;0;0
0.9013894;;;0;0
1.3606073;;;0;0
1.8173181;;;0;0
2.21;-0.2668174;-1.476079;;
2.21;-0.2668174;-1.476079;;
2.211;-0.2668174;-1.476079;;
2.229;-0.2797109;-1.473689;;
2.251;-0.3050214;-1.468655;;
2.253;-0.3161165;-1.466302;;
2.255;-0.3180801;-1.465886;;
2.256;-0.3182922;-1.465841;;
2.276035;;;0.00617637864164067;0.00308818932082033
2.278;-0.3440249;-1.460015;;
2.279;-0.344099;-1.459999;;
2.28;-0.344099;-1.459999;;
2.28;-0.344099;-1.459999;;
2.299;-0.369234;-1.453842;;
2.3;-0.3694853;-1.453781;;
2.3;-0.3695286;-1.45377;;
2.301;-0.3695548;-1.453764;;
2.321;-0.3949787;-1.44706;;
2.322;-0.3952505;-1.446988;;
2.323;-0.3952884;-1.446978;;
2.324;-0.3952966;-1.446976;;
2.324;-0.395298;-1.446976;;
2.344;-0.4201347;-1.439958;;
2.344;-0.4203375;-1.439901;;
2.345;-0.4204305;-1.439874;;
2.366;-0.4454286;-1.432336;;
2.367;-0.4456682;-1.432263;;
2.368;-0.4457152;-1.432249;;
2.369;-0.4457267;-1.432246;;
2.369;-0.4457267;-1.432246;;
2.389;-0.4704779;-1.424304;;
2.39;-0.470729;-1.424224;;
2.391;-0.4707761;-1.424208;;
2.412;-0.4953807;-1.415835;;
2.413;-0.4955963;-1.415762;;
2.414;-0.4956565;-1.415741;;
2.414;-0.4956653;-1.415738;;
2.435;-0.5201585;-1.406921;;
2.436;-0.5204549;-1.406814;;
2.437;-0.5204549;-1.406814;;
2.437;-0.5204549;-1.406814;;
2.438;-0.5204549;-1.406814;;
2.457;-0.5447946;-1.397566;;
2.458;-0.5450396;-1.397473;;
2.459;-0.5451;-1.39745;;
2.479;-0.5689979;-1.387888;;
2.48;-0.5693003;-1.387767;;
2.481;-0.5693003;-1.387767;;
2.481;-0.5693003;-1.387767;;
2.482;-0.5693003;-1.387767;;
2.501;-0.5938345;-1.37744;;
2.502;-0.5941932;-1.377289;;
2.503;-0.5944147;-1.377196;;
2.523;-0.6174164;-1.367037;;
2.524;-0.6176148;-1.366949;;
2.525;-0.6176735;-1.366923;;
2.526;-0.6176945;-1.366914;;
2.546;-0.6414937;-1.355905;;
2.547;-0.6417322;-1.355794;;
2.548;-0.641772;-1.355776;;
2.548;-0.6417918;-1.355767;;
2.549;-0.6417918;-1.355767;;
2.568;-0.6647256;-1.344668;;
2.569;-0.6649396;-1.344564;;
2.569;-0.6650354;-1.344518;;
2.59;-0.6888194;-1.332489;;
2.591;-0.6888194;-1.332489;;
2.592;-0.6888194;-1.332489;;
2.592;-0.6888194;-1.332489;;
2.593;-0.6888194;-1.332489;;
2.612;-0.7114241;-1.320552;;
2.612;-0.7116994;-1.320407;;
2.614;-0.7119809;-1.320258;;
2.634;-0.7349229;-1.307624;;
2.635;-0.7352143;-1.307463;;
2.635;-0.7352143;-1.307463;;
2.636;-0.7352143;-1.307463;;
2.657;-0.7580251;-1.294372;;
2.657;-0.7580251;-1.294372;;
2.658;-0.7580251;-1.294372;;
2.659;-0.7580251;-1.294372;;
2.679;-0.7802519;-1.281093;;
2.679;-0.7804163;-1.280995;;
2.68;-0.7805062;-1.280941;;
2.681;-0.7805266;-1.280929;;
2.701;-0.8027382;-1.267124;;
2.702;-0.8029576;-1.266988;;
2.702;-0.8029951;-1.266964;;
2.724;-0.8242226;-1.25325;;
2.725;-0.8246327;-1.252985;;
2.726;-0.8249491;-1.25278;;
2.727;-0.8249491;-1.25278;;
2.727;-0.8249491;-1.25278;;
2.7337483;;;-0.131125694642176;-0.0624746580002678
2.702;-0.8029576;-1.266988;;
2.702;-0.8029951;-1.266964;;
2.724;-0.8242226;-1.25325;;
2.725;-0.8246327;-1.252985;;
2.726;-0.8249491;-1.25278;;
2.727;-0.8249491;-1.25278;;
2.727;-0.8249491;-1.25278;;
2.746;-0.8359278;-1.245481;;
2.747;-0.8360288;-1.245414;;
2.747;-0.8360344;-1.24541;;
2.748;-0.8360764;-1.245382;;
2.768;-0.8718995;-1.22057;;
2.769;-0.8718995;-1.22057;;
2.77;-0.8718995;-1.22057;;
2.771;-0.8718995;-1.22057;;
2.791;-0.8897958;-1.207586;;
2.792;-0.8897958;-1.207586;;
2.792;-0.8897958;-1.207586;;
2.793;-0.8897958;-1.207586;;
2.813;-0.9105093;-1.192042;;
2.814;-0.9107661;-1.191849;;
2.815;-0.9107661;-1.191849;;
2.836;-0.9353004;-1.172695;;
2.836;-0.9353004;-1.172695;;
2.837;-0.9353004;-1.172695;;
2.838;-0.9353004;-1.172695;;
2.839;-0.9353004;-1.172695;;
2.858;-0.9521138;-1.159086;;
