circCubeCube1Timestamp;circCubeCube1XPos;circCubeCube1YPos;circCubeCube1newCorr;circCubeCube1smoothCorr
0;;;0;0
0.3193462;;;0;0
0.6266617;;;0;0
0.9279606;;;0;0
1.230262;;;0;0
1.5310595;;;0;0
1.8328594;;;0;0
2.13466;;;0;0
2.196;-0.2732801;-1.474896;;
2.216;-0.2994817;-1.4698;;
2.239;-0.3250256;-1.464363;;
2.24;-0.3250256;-1.464363;;
2.24;-0.3250256;-1.464363;;
2.26;-0.3508121;-1.4584;;
2.282;-0.3763338;-1.452024;;
2.283;-0.3763338;-1.452024;;
2.283;-0.3763338;-1.452024;;
2.284;-0.3763338;-1.452024;;
2.285;-0.3763338;-1.452024;;
2.285;-0.3763338;-1.452024;;
2.303;-0.4012624;-1.44533;;
2.304;-0.4015501;-1.445253;;
2.326;-0.426268;-1.438152;;
2.327;-0.426595;-1.438058;;
2.328;-0.4268399;-1.437987;;
2.329;-0.4268399;-1.437987;;
2.329;-0.4268399;-1.437987;;
2.348;-0.45197;-1.430285;;
2.349;-0.4522276;-1.430206;;
2.35;-0.4522801;-1.43019;;
2.35;-0.452289;-1.430187;;
2.371;-0.4769476;-1.422151;;
2.372;-0.47719;-1.422072;;
2.394;-0.5018232;-1.413565;;
2.403;-0.5021014;-1.413469;;
2.405;-0.5128446;-1.409599;;
2.416;-0.5284555;-1.403826;;
2.4364604;;;-0.0288306493417211;-0.00961021644724036
2.461;-0.5756713;-1.385131;;
2.483;-0.5995497;-1.374963;;
2.504;-0.6235532;-1.364245;;
2.506;-0.6239893;-1.36405;;
2.507;-0.6240643;-1.364017;;
2.527;-0.6476125;-1.35299;;
2.528;-0.6480355;-1.352791;;
2.552;-0.6709783;-1.341557;;
2.553;-0.6713181;-1.34139;;
2.573;-0.6950687;-1.329233;;
2.574;-0.6954422;-1.329042;;
2.597;-0.7177238;-1.31714;;
2.598;-0.7180748;-1.316953;;
2.618;-0.7407637;-1.304321;;
2.619;-0.7411872;-1.304085;;
2.62;-0.7412832;-1.304031;;
2.642;-0.7638488;-1.290937;;
2.643;-0.7641921;-1.290738;;
2.665;-0.78598;-1.277584;;
2.686;-0.8081778;-1.263658;;
2.687;-0.8084769;-1.26347;;
2.688;-0.8086104;-1.263387;;
2.708;-0.8303578;-1.249195;;
2.729;-0.8523248;-1.234312;;
2.73;-0.852694;-1.234062;;
2.731;-0.8528004;-1.233989;;
2.7377592;;;-0.109227646788073;-0.0460194320432646
2.729;-0.8523248;-1.234312;;
2.73;-0.852694;-1.234062;;
2.731;-0.8528004;-1.233989;;
2.752;-0.8736923;-1.219281;;
2.782;-0.8949851;-1.20374;;
2.784;-0.903492;-1.197359;;
2.796;-0.9163631;-1.187546;;
2.797;-0.9167471;-1.187254;;
2.819;-0.9364089;-1.171804;;
2.82;-0.9367364;-1.171547;;
2.841;-0.9570124;-1.155037;;
2.843;-0.9573768;-1.15474;;
2.864;-0.9770308;-1.138154;;
2.866;-0.9773864;-1.137854;;
2.885;-0.9967061;-1.120964;;
2.886;-0.9970586;-1.120656;;
2.907;-1.016323;-1.103209;;
2.909;-1.016675;-1.10289;;
2.929;-1.035396;-1.085329;;
2.93;-1.035683;-1.08506;;
2.952;-1.054477;-1.0668;;
2.953;-1.054784;-1.066502;;
2.975;-1.072895;-1.048276;;
2.976;-1.073193;-1.047976;;
2.997;-1.091163;-1.029246;;
2.998;-1.091444;-1.028952;;
3.02;-1.109093;-1.009899;;
3.021;-1.109368;-1.009603;;
3.0395599;;;-0.952818727337076;-0.363625674488957
3.042;-1.126605;-0.990326;;
3.044;-1.126916;-0.9899783;;
3.066;-1.143872;-0.97033;;
3.067;-1.144091;-0.9700762;;
3.087;-1.160659;-0.950186;;
3.088;-1.160949;-0.9498386;;
3.11;-1.177147;-0.9296823;;
3.111;-1.177371;-0.9294041;;
3.138;-1.193384;-0.9087479;;
3.139;-1.193597;-0.908473;;
3.152;-1.209142;-0.8876649;;
3.154;-1.209602;-0.8870497;;
3.174;-1.224448;-0.8664358;;
3.176;-1.224737;-0.8660344;;
