yCubeCube3Timestamp;yCubeCube3XPos;yCubeCube3YPos;yCubeCube3newCorr;yCubeCube3smoothCorr
0;;;0;0
0.3459173;;;0;0
0.8036309;;;0;0
1.2626452;;;0;0
1.719857;;;0;0
2.1785741;;;0;0
2.304;-2;1.211807;;
2.325;-2;1.167802;;
2.326;-2;1.167361;;
2.347;-2;1.122926;;
2.348;-2;1.122389;;
2.371;-2;1.078671;;
2.372;-2;1.078302;;
2.392;-2;1.034235;;
2.393;-2;1.03368;;
2.394;-2;1.03368;;
2.438;-2;0.9452722;;
2.463;-2;0.8995184;;
2.485;-2;0.8549357;;
2.506;-2;0.810728;;
2.507;-2;0.8102853;;
2.528;-2;0.7662365;;
2.536;-2;0.7439848;;
2.55;-2;0.7206596;;
2.552;-2;0.7202359;;
2.572;-2;0.6767418;;
2.573;-2;0.6762781;;
2.616;-2;0.5876191;;
2.617;-2;0.5871019;;
2.6362872;;;-0.408522632331573;-0.136174210777191
2.639;-2;0.5427033;;
2.663;-2;0.4977537;;
2.683;-2;0.4533639;;
2.685;-2;0.4528842;;
2.706;-2;0.4082977;;
2.728;-2;0.3645835;;
2.751;-2;0.3191574;;
2.752;-2;0.318659;;
2.795;-2;0.2299987;;
2.906;-2;0.006669581;;
2.907;-2;0.00629022;;
3.041;-2;-0.2610033;;
3.064;-2;-0.3056934;;
3.065;-2;-0.3063269;;
3.087;-2;-0.3503143;;
3.088;-2;-0.3509791;;
3.0940005;;;0.408250611286516;-9.06736816858415E-05
3.108;-2;-0.39506;;
3.109;-2;-0.3958043;;
3.131;-2;-0.43984;;
3.132;-2;-0.4406296;;
3.132;-2;-0.4407655;;
3.133;-2;-0.4408621;;
3.152;-2;-0.4853334;;
3.153;-2;-0.4853334;;
3.154;-2;-0.4853334;;
3.154;-2;-0.4853334;;
3.174;-2;-0.5302249;;
3.174;-2;-0.5302249;;
3.175;-2;-0.5302249;;
3.195;-2;-0.5743285;;
3.196;-2;-0.5748807;;
3.197;-2;-0.5748807;;
3.197;-2;-0.5748807;;
3.217;-2;-0.6183881;;
3.218;-2;-0.6190738;;
3.219;-2;-0.6193326;;
3.22;-2;-0.6194885;;
3.24;-2;-0.6640401;;
3.241;-2;-0.6640401;;
3.241;-2;-0.6640401;;
3.242;-2;-0.6640401;;
3.262;-2;-0.7087655;;
3.263;-2;-0.7087655;;
3.264;-2;-0.7087655;;
3.264;-2;-0.7087655;;
3.284;-2;-0.7310215;;
3.285;-2;-0.7479826;;
3.285;-2;-0.7508305;;
3.286;-2;-0.7531419;;
3.306;-2;-0.7975773;;
3.307;-2;-0.7981252;;
3.308;-2;-0.7981252;;
3.308;-2;-0.7981252;;
3.327;-2;-0.8204045;;
3.328;-2;-0.8206484;;
3.329;-2;-0.8382135;;
3.33;-2;-0.8421351;;
3.349;-2;-0.8651047;;
3.35;-2;-0.8653634;;
3.351;-2;-0.8827179;;
3.352;-2;-0.8863996;;
3.37;-2;-0.9096775;;
3.371;-2;-0.909993;;
3.372;-2;-0.909993;;
3.378;-2;-0.932335;;
3.392;-2;-0.9636844;;
3.392;-2;-0.9636844;;
3.393;-2;-0.9636844;;
3.394;-2;-0.9636844;;
3.413;-2;-0.9991499;;
3.414;-2;-0.9991499;;
3.435;-2;-1.04322;;
3.436;-2;-1.043607;;
3.436;-2;-1.043664;;
3.437;-2;-1.04373;;
3.437;-2;-1.04374;;
3.456;-2;-1.087999;;
3.457;-2;-1.088478;;
3.458;-2;-1.088577;;
3.479;-2;-1.133205;;
3.48;-2;-1.133205;;
3.48;-2;-1.133205;;
3.481;-2;-1.133205;;
3.502;-2;-1.176931;;
3.502;-2;-1.177082;;
3.503;-2;-1.177707;;
3.524;-2;-1.221775;;
3.525;-2;-1.222611;;
3.526;-2;-1.22281;;
3.547;-2;-1.26684;;
3.548;-2;-1.267257;;
3.549;-2;-1.267367;;
3.55;-2;-1.267367;;
3.55;-2;-1.267367;;
3.5522161;;;0.465909935883745;0.155212638279562
3.547;-2;-1.26684;;
3.548;-2;-1.267257;;
3.549;-2;-1.267367;;
