cube1Timestamp;cube1XPos;cube1YPos;cube1newCorr;cube1smoothCorr
0;;;0;0
0.2020378;;;0;0
0.4607223;;;0;0
0.7179055;;;0;0
0.9745862;;;0;0
1.2307663;;;0;0
1.4874473;;;0;0
1.7446297;;;0;0
2.0013112;;;0;0
2.2584934;;;0;0
2.295;-1.972078;-0.7;;
2.296;-1.972078;-0.7;;
2.313;-1.998187;-0.7;;
2.313;-1.998423;-0.7;;
2.334;-2.051403;-0.7;;
2.335;-2.051904;-0.7;;
2.355;-2.10512;-0.7;;
2.375;-2.157818;-0.7;;
2.377;-2.158938;-0.7;;
2.378;-2.159119;-0.7;;
2.398;-2.212005;-0.7;;
2.418;-2.267106;-0.7;;
2.419;-2.267106;-0.7;;
2.44;-2.317239;-0.7;;
2.442;-2.319658;-0.7;;
2.463;-2.373741;-0.7;;
2.464;-2.373741;-0.7;;
2.465;-2.373741;-0.7;;
2.504;-2.479829;-0.7;;
2.506;-2.480426;-0.7;;
2.5151746;;;-0.302279357337348;-0.100759785779116
2.526;-2.507318;-0.7;;
2.588;-2.667029;-0.7;;
2.693;-2.909812;-0.7;;
2.756;-2.973182;-0.7;;
2.7723573;;;0.307095332733643;0.0016053251320983
2.526;-2.507318;-0.7;;
2.588;-2.667029;-0.7;;
2.693;-2.909812;-0.7;;
2.756;-2.973182;-0.7;;
3.0290387;;;0.307095332733643;0.103970436043313
3.2867222;;;0;0.204730221822429
3.382;-1.46974;-0.7;;
3.486;-1.228958;-0.7;;
3.488;-1.228442;-0.7;;
3.5439047;;;-0.451330398186994;-0.0480783551511168
3.591;-0.9609705;-0.7;;
3.611;-0.9080653;-0.7;;
3.613;-0.9067442;-0.7;;
3.632;-0.8798137;-0.7;;
3.633;-0.8571592;-0.7;;
3.653;-0.826289;-0.7;;
3.654;-0.826289;-0.7;;
3.674;-0.7729136;-0.7;;
3.694;-0.7189223;-0.7;;
3.695;-0.7189223;-0.7;;
3.715;-0.6648464;-0.7;;
3.716;-0.6648464;-0.7;;
3.735;-0.6119605;-0.7;;
3.736;-0.6112685;-0.7;;
3.757;-0.5589997;-0.7;;
3.777;-0.531191;-0.7;;
3.798;-0.4784583;-0.7;;
3.8010871;;;0.32812776728772;-0.0410675436330912
3.818;-0.4247372;-0.7;;
3.819;-0.4242097;-0.7;;
3.838;-0.371382;-0.7;;
3.839;-0.3708017;-0.7;;
3.86;-0.3169302;-0.7;;
3.86;-0.3169302;-0.7;;
3.881;-0.2632419;-0.7;;
3.881;-0.2632419;-0.7;;
3.902;-0.2104654;-0.7;;
3.903;-0.2098228;-0.7;;
3.923;-0.1836197;-0.7;;
3.943;-0.129134;-0.7;;
3.944;-0.129134;-0.7;;
3.964;-0.07628429;-0.7;;
3.966;-0.07571177;-0.7;;
3.986;-0.02196554;-0.7;;
4.006;0.03165335;-0.7;;
4.007;0.03233002;-0.7;;
4.027;0.08567862;-0.7;;
4.028;0.08567862;-0.7;;
4.047;0.1388423;-0.7;;
4.048;0.1393886;-0.7;;
4.0582696;;;-0.309178816050099;-0.144127148983124
4.068;0.1653957;-0.7;;
4.07;0.190012;-0.7;;
4.09;0.2193055;-0.7;;
4.111;0.2732049;-0.7;;
4.118;0.2738151;-0.7;;
4.131;0.3374032;-0.7;;
4.132;0.3386571;-0.7;;
4.172;0.433498;-0.7;;
4.194;0.4882415;-0.7;;
4.195;0.4882415;-0.7;;
4.215;0.516021;-0.7;;
4.236;0.5731844;-0.7;;
4.237;0.5737688;-0.7;;
4.258;0.6230153;-0.7;;
4.278;0.6752804;-0.7;;
4.279;0.6752804;-0.7;;
4.299;0.7307554;-0.7;;
4.3;0.7314459;-0.7;;
4.3159536;;;0.465258904534129;0.161402618590583
4.321;0.7841483;-0.7;;
4.322;0.7846211;-0.7;;
4.341;0.8373265;-0.7;;
4.446;1.076703;-0.7;;
4.467;1.130373;-0.7;;
4.488;1.183468;-0.7;;
4.507;1.237471;-0.7;;
4.508;1.238176;-0.7;;
4.528;1.291057;-0.7;;
4.529;1.291603;-0.7;;
4.55;1.34525;-0.7;;
4.551;1.345746;-0.7;;
4.5716325;;;-0.467652419253115;-0.103857443589695
4.595;1.452546;-0.7;;
4.616;1.47849;-0.7;;
4.617;1.506464;-0.7;;
4.638;1.532468;-0.7;;
4.658;1.58703;-0.7;;
4.659;1.58703;-0.7;;
4.678;1.639733;-0.7;;
4.679;1.640422;-0.7;;
4.699;1.694143;-0.7;;
4.707;1.718942;-0.7;;
4.72;1.750854;-0.7;;
4.721;1.750854;-0.7;;
4.74;1.800149;-0.7;;
4.742;1.800711;-0.7;;
