timestamp;radius;size;depth
4.9567237;2.5;0.3;2
13.1458314;1.5;0.65;16
18.9092404;2.5;0.9;6
21.2650231;1.5;0.9;16
26.8399089;1.5;0.3;16
40.3328544;1.5;0.3;6
44.2874015;1.5;0.9;6
49.2125455;0.5;0.3;2
55.0987442;0.5;0.65;6
73.8538924;1.5;0.65;2
82.5669321;0.5;0.9;6
86.6889257;0.5;0.65;16
93.4128596;2.5;0.65;6
98.8869596;2.5;0.9;2
101.856908;0.5;0.3;6
110.5140062;0.5;0.65;2
128.5986935;2.5;0.65;2
131.2005991;2.5;0.9;16
134.9209833;1.5;0.65;6
137.645715;2.5;0.3;16
140.6396615;0.5;0.9;16
148.6259173;0.5;0.3;16
166.9897886;1.5;0.9;2
170.8435166;2.5;0.3;6
173.725187;0.5;0.9;2
178.8297645;1.5;0.3;2
181.9916644;2.5;0.65;16
