timestamp;radius;size;depth
6.7549;2.5;0.65;6
28.1505221;2.5;0.65;16
31.3785725;2.5;0.3;2
34.1599332;2.5;0.9;2
38.9741742;2.5;0.3;16
44.5253735;1.5;0.9;6
46.456993;2.5;0.65;2
52.1540808;0.5;0.3;2
58.4086329;0.5;0.65;16
61.6045917;0.5;0.65;6
63.2123458;0.5;0.3;6
66.4403885;1.5;0.9;2
71.1197721;2.5;0.9;6
74.6947334;1.5;0.3;16
78.8502309;0.5;0.9;2
81.8215946;1.5;0.9;16
87.7076715;1.5;0.3;6
89.3946359;1.5;0.3;2
94.521705;1.5;0.65;6
98.4084906;0.5;0.3;16
100.0834618;0.5;0.9;6
105.4010343;1.5;0.65;2
107.5923335;2.5;0.3;6
109.7119432;2.5;0.9;16
111.555321;0.5;0.9;16
114.1351488;0.5;0.65;2
118.5032173;1.5;0.65;16
