Timestamp;SelectionTime;IntendedDigit;EnteredDigit;correct;counterThreshold
16.0858916;9.574032;3;3;True;20
21.0556405;4.4879641;5;5;True;20
27.6226467;6.0731899;4;4;True;20
35.7999661;7.6824997;6;6;True;20
55.6904905;10.0678389;8;-1;False;20
62.252484;6.0756968;3;4;False;20
65.3778152;2.6330184;1;5;False;20
66.0816921;0.2090573;2;5;False;20
87.8973558;9.5123657;7;7;True;20
94.8894957;6.4983232;8;8;True;20
102.0726452;6.6888314;4;4;True;20
107.8238469;5.2583874;8;8;True;20
120.8055394;7.5035883;5;5;True;20
123.9704839;2.6726325;5;5;True;20
127.9205199;3.4727634;0;0;True;20
131.8850887;3.4712532;8;8;True;20
141.9940861;6.4958643;3;3;True;20
145.5340226;3.0466214;9;0;False;20
151.7515982;5.7232572;6;6;True;20
154.2698216;2.0309246;6;6;True;20
172.5776035;9.2672047;3;3;True;20
176.1300736;3.0586533;0;0;True;20
184.3845992;7.760708;3;3;True;20
192.4039779;7.5260634;2;1;False;20
205.0877904;5.4966531;1;1;True;20
210.4430761;4.8559541;7;7;True;20
214.147962;3.2321255;9;3;False;20
218.2847938;3.6500343;0;2;False;20
247.0334414;7.7085496;5;5;True;20
254.3865527;6.8673161;8;8;True;20
259.1337079;4.2533381;4;4;True;20
261.8926191;2.2645925;4;3;False;20
274.8158043;7.8807434;7;7;True;20
280.3580908;5.0474674;4;3;False;20
285.3173354;4.4664306;6;6;True;20
290.903236;5.0930863;4;4;True;20
307.1198062;5.2891091;7;7;True;20
313.676812;6.0626874;4;3;False;20
318.4355057;4.2643766;1;1;True;20
329.1260049;10.1961813;1;1;True;20
