timestamp;radius;size;depth
5.7262428;1.5;0.9;6
47.2012572;2.5;0.65;16
48.7879779;2.5;0.9;2
52.2501943;0.5;0.9;2
57.6232186;1.5;0.3;16
65.0735137;0.5;0.9;16
67.1289993;1.5;0.9;2
70.9938844;1.5;0.65;6
80.1640539;2.5;0.3;6
83.0571276;2.5;0.3;16
85.816227;1.5;0.65;2
89.904384;2.5;0.65;6
93.1319558;0.5;0.65;6
101.0844898;2.5;0.3;2
105.4975049;0.5;0.3;16
150.6687804;1.5;0.9;16
158.3426251;1.5;0.65;16
161.078886;2.5;0.65;2
164.229957;0.5;0.3;2
169.3555219;2.5;0.9;6
173.0415322;0.5;0.9;6
192.6223826;2.5;0.9;16
199.4700755;0.5;0.3;6
213.8453932;1.5;0.3;6
217.9220221;0.5;0.65;16
222.0335502;0.5;0.65;2
234.2745809;1.5;0.3;2
