timestamp;radius;size;depth
4.4868745;2.5;0.9;2
53.1809553;1.5;0.65;6
55.1070656;1.5;0.65;2
57.0056026;1.5;0.3;6
59.3628567;1.5;0.3;2
61.775758;2.5;0.65;16
65.6405119;1.5;0.65;16
67.5616087;0.5;0.65;2
70.1529835;1.5;0.9;2
72.8340967;0.5;0.3;16
75.4360112;2.5;0.3;6
77.781743;2.5;0.3;16
80.1635617;0.5;0.9;6
82.4396008;2.5;0.9;6
84.5507099;0.5;0.3;2
87.6674791;2.5;0.65;6
89.5213973;2.5;0.65;2
92.0125071;0.5;0.3;6
94.7267075;0.5;0.9;16
97.0057544;1.5;0.9;6
99.842791;0.5;0.65;6
102.3113405;2.5;0.3;2
104.7463003;2.5;0.9;16
107.7733311;1.5;0.9;16
113.6489364;1.5;0.3;16
115.827216;0.5;0.65;16
119.3562087;0.5;0.9;2
