timestamp;radius;size;depth
5.063056;0.5;0.9;6
8.5377705;2.5;0.9;16
10.603973;0.5;0.65;2
12.1900566;1.5;0.9;6
13.9661682;1.5;0.9;16
15.2504614;1.5;0.3;6
17.1046406;0.5;0.3;2
18.4339336;2.5;0.65;16
20.1316622;0.5;0.9;2
21.7066413;0.5;0.65;16
23.3153876;2.5;0.65;2
24.6227036;1.5;0.65;6
26.6327312;2.5;0.3;2
28.3304917;2.5;0.3;6
30.1849834;1.5;0.3;2
32.0056192;1.5;0.65;2
33.9490699;2.5;0.9;6
35.3227778;1.5;0.9;2
37.4343741;1.5;0.65;16
39.1878653;2.5;0.9;2
41.1313975;0.5;0.9;16
42.4714488;0.5;0.3;6
44.5399927;0.5;0.65;6
45.9682327;0.5;0.3;16
47.3303292;2.5;0.3;16
49.564708;1.5;0.3;16
51.2515056;2.5;0.65;6
