linearCube1Timestamp;linearCube1XPos;linearCube1YPos;linearCube1newCorr;linearCube1smoothCorr
0;;;0;0
0.079;3.044786;-0.7;;
0.079;3.044786;-0.7;;
0.08;3.044786;-0.7;;
0.101;3.044786;-0.7;;
0.103;3.044786;-0.7;;
0.105;3.044786;-0.7;;
0.106;3.044786;-0.7;;
0.107;3.044786;-0.7;;
0.127;3.044786;-0.7;;
0.128;3.044786;-0.7;;
0.129;3.044786;-0.7;;
0.13;3.044786;-0.7;;
0.145;3.044786;-0.7;;
0.146;3.044786;-0.7;;
0.148;3.044786;-0.7;;
0.167;3.044786;-0.7;;
0.168;3.044786;-0.7;;
0.169;3.044786;-0.7;;
0.169;3.044786;-0.7;;
0.17;3.044786;-0.7;;
0.189;3.044786;-0.7;;
0.19;3.044786;-0.7;;
0.191;3.044786;-0.7;;
0.212;3.044786;-0.7;;
0.213;3.044786;-0.7;;
0.214;3.044786;-0.7;;
0.215;3.044786;-0.7;;
0.216;3.044786;-0.7;;
0.234;3.044786;-0.7;;
0.235;3.044786;-0.7;;
0.237;3.044786;-0.7;;
0.255;3.044786;-0.7;;
0.257;3.044786;-0.7;;
0.259;3.044786;-0.7;;
0.259;3.044786;-0.7;;
0.275;3.044786;-0.7;;
0.275;3.044786;-0.7;;
0.276;3.044786;-0.7;;
0.299;3.044786;-0.7;;
0.299;3.044786;-0.7;;
0.3;3.044786;-0.7;;
0.34;3.044786;-0.7;;
0.341;3.044786;-0.7;;
0.342;3.044786;-0.7;;
0.343;3.044786;-0.7;;
0.344;3.044786;-0.7;;
0.362;3.044786;-0.7;;
0.363;3.044786;-0.7;;
0.363;3.044786;-0.7;;
0.364;3.044786;-0.7;;
0.3739848;;;0;0
0.363;3.044786;-0.7;;
0.363;3.044786;-0.7;;
0.364;3.044786;-0.7;;
0.384;3.000561;-0.7;;
0.385;3.000139;-0.7;;
0.385;3.000067;-0.7;;
0.386;3.000017;-0.7;;
0.406;2.167202;-0.7;;
0.407;2.158563;-0.7;;
0.408;2.145048;-0.7;;
0.409;2.143085;-0.7;;
0.429;2.092539;-0.7;;
0.43;2.092013;-0.7;;
0.431;2.091938;-0.7;;
0.432;2.091922;-0.7;;
0.452;2.039574;-0.7;;
0.453;2.039027;-0.7;;
0.454;2.038946;-0.7;;
0.455;2.038935;-0.7;;
0.474;1.984201;-0.7;;
0.476;1.983598;-0.7;;
0.476;1.983597;-0.7;;
0.477;1.983498;-0.7;;
0.477;1.983498;-0.7;;
0.496;1.93144;-0.7;;
0.497;1.93144;-0.7;;
0.498;1.93144;-0.7;;
0.518;1.90474;-0.7;;
0.519;1.882567;-0.7;;
0.52;1.878501;-0.7;;
0.542;1.82427;-0.7;;
0.543;1.823812;-0.7;;
0.543;1.823643;-0.7;;
0.564;1.770784;-0.7;;
0.564;1.770784;-0.7;;
0.565;1.770784;-0.7;;
0.566;1.770784;-0.7;;
0.586;1.744383;-0.7;;
0.586;1.729381;-0.7;;
0.587;1.719632;-0.7;;
0.588;1.717292;-0.7;;
0.608;1.663937;-0.7;;
0.61;1.66328;-0.7;;
0.61;1.66328;-0.7;;
0.611;1.66328;-0.7;;
0.631;1.609895;-0.7;;
0.631;1.609895;-0.7;;
0.632;1.609895;-0.7;;
0.633;1.609895;-0.7;;
0.653;1.556231;-0.7;;
0.653;1.556231;-0.7;;
0.661;1.556231;-0.7;;
0.662;1.556231;-0.7;;
0.6747773;;;0.36733301572458;0.12244433857486
0.677;1.50178;-0.7;;
0.677;1.50178;-0.7;;
0.678;1.50178;-0.7;;
0.679;1.50178;-0.7;;
0.698;1.476231;-0.7;;
0.699;1.475958;-0.7;;
0.7;1.475914;-0.7;;
0.7;1.475909;-0.7;;
0.72;1.396328;-0.7;;
0.721;1.395494;-0.7;;
0.722;1.395362;-0.7;;
0.723;1.395326;-0.7;;
0.742;1.342125;-0.7;;
0.743;1.341613;-0.7;;
0.744;1.341478;-0.7;;
0.767;1.288184;-0.7;;
0.769;1.287681;-0.7;;
0.789;1.23414;-0.7;;
0.791;1.233544;-0.7;;
0.792;1.233494;-0.7;;
0.812;1.181071;-0.7;;
0.813;1.180556;-0.7;;
0.814;1.180442;-0.7;;
0.814;1.180423;-0.7;;
0.834;1.125648;-0.7;;
0.835;1.125104;-0.7;;
0.835;1.125011;-0.7;;
0.855;1.074308;-0.7;;
0.856;1.073688;-0.7;;
0.857;1.073688;-0.7;;
0.858;1.073688;-0.7;;
0.858;1.073688;-0.7;;
0.877;1.020864;-0.7;;
0.878;1.020384;-0.7;;
0.879;1.020236;-0.7;;
0.899;0.9671428;-0.7;;
0.9;0.9666602;-0.7;;
0.9;0.9665977;-0.7;;
0.901;0.9664636;-0.7;;
0.92;0.9095642;-0.7;;
0.921;0.9095642;-0.7;;
0.923;0.9095642;-0.7;;
0.923;0.9095642;-0.7;;
0.943;0.8597518;-0.7;;
0.944;0.859135;-0.7;;
0.945;0.859135;-0.7;;
0.945;0.859135;-0.7;;
0.966;0.8029218;-0.7;;
0.966;0.8029218;-0.7;;
0.967;0.8029218;-0.7;;
0.968;0.8029218;-0.7;;
0.9765676;;;-0.422865981043378;-0.0185109884395993
