circular (2)Cube7Timestamp;circular (2)Cube7XPos;circular (2)Cube7YPos;circular (2)Cube7newCorr;circular (2)Cube7smoothCorr
0;;;0;0
0.4181032;;;0;0
0.7274194;;;0;0
1.0367366;;;0;0
1.3405371;;;0;0
1.650856;;;0;0
1.9521513;;;0;0
2.2544488;;;0;0
2.337;2.599426;1.497659;;
2.379;2.545976;1.586782;;
2.399;2.531473;1.609854;;
2.4;2.519573;1.628385;;
2.401;2.517646;1.631386;;
2.422;2.488033;1.676203;;
2.423;2.487745;1.676639;;
2.444;2.458325;1.719479;;
2.445;2.458037;1.719898;;
2.446;2.457987;1.719971;;
2.447;2.457979;1.719982;;
2.467;2.427886;1.762177;;
2.469;2.426883;1.763583;;
2.488;2.40476;1.79363;;
2.489;2.397431;1.803411;;
2.49;2.396364;1.804835;;
2.534;2.330762;1.888779;;
2.5557438;;;0.0320732126540153;0.0106910708846718
2.556;2.298759;1.927602;;
2.557;2.298374;1.928069;;
2.557;2.298139;1.928353;;
2.578;2.280777;1.948857;;
2.579;2.268945;1.962584;;
2.58;2.264624;1.967597;;
2.6;2.246356;1.988435;;
2.601;2.234972;2.001182;;
2.623;2.193955;2.046088;;
2.624;2.193272;2.046835;;
2.625;2.193086;2.047039;;
2.625;2.193057;2.04707;;
2.626;2.193024;2.047107;;
2.646;2.157476;2.084529;;
2.668;2.119584;2.123047;;
2.668;2.11935;2.123285;;
2.669;2.119196;2.123441;;
2.67;2.119148;2.123491;;
2.689;2.102392;2.140081;;
2.69;2.083318;2.158653;;
2.691;2.083318;2.158653;;
2.712;2.04555;2.194468;;
2.713;2.045196;2.194805;;
2.735;2.00645;2.230275;;
2.736;2.006099;2.230596;;
2.737;2.006027;2.230662;;
2.737;2.006015;2.230674;;
2.738;2.006009;2.230679;;
2.758;1.967085;2.26507;;
2.759;1.966693;2.265417;;
2.782;1.927243;2.299066;;
2.783;1.926936;2.299328;;
2.783;1.926805;2.299439;;
2.784;1.926805;2.299439;;
2.803;1.885898;2.333099;;
2.805;1.885418;2.333494;;
2.828;1.845168;2.365444;;
2.829;1.84484;2.365705;;
2.83;1.844754;2.365772;;
2.831;1.844732;2.36579;;
2.849;1.803459;2.397394;;
2.85;1.802986;2.397756;;
2.851;1.802908;2.397816;;
2.8575403;;;-0.458051542390074;-0.141992776578686
2.803;1.885898;2.333099;;
2.805;1.885418;2.333494;;
2.828;1.845168;2.365444;;
2.829;1.84484;2.365705;;
2.83;1.844754;2.365772;;
2.831;1.844732;2.36579;;
2.849;1.803459;2.397394;;
2.85;1.802986;2.397756;;
2.851;1.802908;2.397816;;
2.871;1.782042;2.413363;;
2.872;1.781825;2.413524;;
2.894;1.73922;2.444405;;
2.894;1.73922;2.444405;;
2.895;1.73922;2.444405;;
2.914;1.67527;2.488636;;
2.915;1.674094;2.48945;;
2.916;1.6736;2.489792;;
2.937;1.63003;2.518532;;
2.938;1.63003;2.518532;;
2.959;1.585813;2.546598;;
2.96;1.585442;2.546834;;
2.96;1.585409;2.546855;;
2.961;1.585301;2.546924;;
2.981;1.541247;2.573815;;
2.982;1.540698;2.57415;;
3.003;1.49537;2.600737;;
3.004;1.494969;2.600972;;
3.004;1.494821;2.60106;;
