circularCube3Timestamp;circularCube3XPos;circularCube3YPos;circularCube3newCorr;circularCube3smoothCorr
0;;;0;0
0.4095805;;;0;0
0.7199;;;0;0
1.0201919;;;0;0
1.3224899;;;0;0
1.6232832;;;0;0
1.9245782;;;0;0
2.216;1.811488;-0.8476509;;
2.2263752;;;0;0
2.35;1.721614;-1.017864;;
2.351;1.721614;-1.017864;;
2.352;1.712305;-1.033447;;
2.353;1.712305;-1.033447;;
2.354;1.712305;-1.033447;;
2.355;1.712305;-1.033447;;
2.356;1.712305;-1.033447;;
2.357;1.712305;-1.033447;;
2.358;1.712305;-1.033447;;
2.359;1.712305;-1.033447;;
2.359;1.712305;-1.033447;;
2.36;1.712305;-1.033447;;
2.361;1.706902;-1.04231;;
2.362;1.703945;-1.047163;;
2.364;1.703259;-1.048287;;
2.365;1.703204;-1.048378;;
2.366;1.703193;-1.048396;;
2.367;1.70319;-1.048401;;
2.367;1.70319;-1.048401;;
2.386;1.684719;-1.077825;;
2.387;1.684552;-1.078091;;
2.388;1.6845;-1.078174;;
2.389;1.684483;-1.0782;;
2.408;1.665821;-1.106808;;
2.409;1.665643;-1.10708;;
2.409;1.66557;-1.107193;;
2.41;1.66557;-1.107193;;
2.429;1.645467;-1.136847;;
2.43;1.645276;-1.137129;;
2.431;1.645224;-1.137206;;
2.452;1.625752;-1.164867;;
2.453;1.625561;-1.165139;;
2.454;1.625532;-1.16518;;
2.476;1.605293;-1.192905;;
2.476;1.605169;-1.193074;;
2.477;1.605078;-1.193199;;
2.478;1.605064;-1.193218;;
2.479;1.60506;-1.193224;;
2.479;1.60506;-1.193224;;
2.498;1.583855;-1.221223;;
2.498;1.583692;-1.221439;;
2.499;1.583573;-1.221596;;
2.519;1.56216;-1.248863;;
2.52;1.56216;-1.248863;;
2.521;1.56216;-1.248863;;
2.521;1.56216;-1.248863;;
2.522;1.56216;-1.248863;;
2.5286727;;;-0.365467443788599;-0.121822481262866
2.564;1.517691;-1.302525;;
2.564;1.517675;-1.302545;;
2.566;1.517024;-1.303316;;
