circular (3)Cube6Timestamp;circular (3)Cube6XPos;circular (3)Cube6YPos;circular (3)Cube6newCorr;circular (3)Cube6smoothCorr
0;;;0;0
0.4181032;;;0;0
0.7274194;;;0;0
1.0367366;;;0;0
1.3405371;;;0;0
1.650856;;;0;0
1.9521513;;;0;0
2.2544488;;;0;0
2.337;-2.983282;0.3162724;;
2.379;-2.992425;0.2127537;;
2.399;-2.994254;0.1855632;;
2.4;-2.995518;0.1635768;;
2.401;-2.995723;0.1600157;;
2.422;-2.998108;0.1063524;;
2.423;-2.998132;0.1058306;;
2.444;-2.999511;0.05387906;;
2.445;-2.999524;0.05337078;;
2.446;-2.999527;0.05328307;;
2.447;-2.999527;0.05326961;;
2.467;-2.999983;0.001444075;;
2.469;-2.999998;-0.0002825045;;
2.488;-2.999761;-0.03759475;;
2.489;-2.999581;-0.04981583;;
2.49;-2.999555;-0.05159499;;
2.534;-2.995822;-0.1580673;;
2.5557438;;;-0.763109956647952;-0.254369985549317
2.556;-2.992751;-0.2082864;;
2.557;-2.992714;-0.20889;;
2.557;-2.992691;-0.2092585;;
2.578;-2.990698;-0.2360515;;
2.579;-2.989193;-0.2541113;;
2.58;-2.988644;-0.2607068;;
2.6;-2.986113;-0.2883026;;
2.601;-2.984395;-0.3053069;;
2.623;-2.977607;-0.3657456;;
2.624;-2.977494;-0.3667521;;
2.625;-2.977463;-0.3670257;;
2.625;-2.977458;-0.3670677;;
2.626;-2.977453;-0.3671167;;
2.646;-2.97069;-0.4182869;;
2.668;-2.962675;-0.4717209;;
2.668;-2.962626;-0.4720514;;
2.669;-2.962593;-0.4722677;;
2.67;-2.962583;-0.472336;;
2.689;-2.958779;-0.4956073;;
2.69;-2.954265;-0.5218436;;
2.691;-2.954265;-0.5218436;;
2.712;-2.944761;-0.5730178;;
2.713;-2.944672;-0.5734987;;
2.735;-2.934175;-0.6249681;;
2.736;-2.93408;-0.6254349;;
2.736;-2.934064;-0.6255137;;
2.737;-2.934057;-0.6255496;;
2.738;-2.934056;-0.6255547;;
2.758;-2.92278;-0.6762568;;
2.759;-2.922666;-0.6767679;;
2.782;-2.91053;-0.7271785;;
2.783;-2.910435;-0.7275715;;
2.783;-2.910395;-0.7277377;;
2.784;-2.910395;-0.7277377;;
2.803;-2.897085;-0.7790139;;
2.805;-2.896929;-0.779615;;
2.828;-2.883146;-0.8291215;;
2.829;-2.883033;-0.8295258;;
2.83;-2.883004;-0.829631;;
2.831;-2.882996;-0.8296583;;
2.849;-2.868182;-0.8794863;;
2.85;-2.868012;-0.8800573;;
2.851;-2.867984;-0.8801515;;
2.8575403;;;0.417134529565602;-0.115325142360783
2.803;-2.897085;-0.7790139;;
2.805;-2.896929;-0.779615;;
2.828;-2.883146;-0.8291215;;
2.829;-2.883033;-0.8295258;;
2.83;-2.883004;-0.829631;;
2.831;-2.882996;-0.8296583;;
2.849;-2.868182;-0.8794863;;
2.85;-2.868012;-0.8800573;;
2.851;-2.867984;-0.8801515;;
2.871;-2.860241;-0.9049934;;
2.872;-2.860161;-0.9052511;;
2.894;-2.843843;-0.9552771;;
2.894;-2.843843;-0.9552771;;
2.895;-2.843843;-0.9552771;;
2.914;-2.818106;-1.02865;;
