circular (1)Cube2Timestamp;circular (1)Cube2XPos;circular (1)Cube2YPos;circular (1)Cube2newCorr;circular (1)Cube2smoothCorr
0;;;0;0
0.4181032;;;0;0
0.7274194;;;0;0
1.0367366;;;0;0
1.3405371;;;0;0
1.650856;;;0;0
1.9521513;;;0;0
2.2544488;;;0;0
2.337;2.245733;-1.989141;;
2.379;2.31275;-1.910774;;
2.399;2.33028;-1.889387;;
2.4;2.343545;-1.872883;;
2.401;2.345694;-1.87021;;
2.422;2.378754;-1.827976;;
2.423;2.379083;-1.827555;;
2.444;2.41084;-1.785446;;
2.445;2.411151;-1.785034;;
2.446;2.411204;-1.784963;;
2.447;2.411213;-1.784952;;
2.467;2.447844;-1.734333;;
2.469;2.449064;-1.732647;;
2.488;2.457225;-1.721058;;
2.489;2.469816;-1.702914;;
2.49;2.471649;-1.700273;;
2.534;2.530087;-1.612015;;
2.5557438;;;0.62922651424643;0.209742171415477
2.556;2.557802;-1.567668;;
2.557;2.558135;-1.567135;;
2.557;2.558339;-1.56681;;
2.578;2.571757;-1.544687;;
2.579;2.581191;-1.528822;;
2.58;2.584636;-1.523028;;
2.6;2.598704;-1.498909;;
2.601;2.606762;-1.484802;;
2.623;2.643053;-1.419205;;
2.624;2.643657;-1.418112;;
2.625;2.643821;-1.417815;;
2.625;2.643847;-1.41777;;
2.626;2.643876;-1.417717;;
2.646;2.66135;-1.384629;;
2.668;2.684744;-1.338701;;
2.668;2.684888;-1.338417;;
2.669;2.684983;-1.338231;;
2.67;2.685013;-1.338172;;
2.689;2.696782;-1.314293;;
2.69;2.708393;-1.290197;;
2.691;2.708393;-1.290197;;
2.712;2.730125;-1.243538;;
2.713;2.730329;-1.2431;;
2.735;2.751599;-1.19527;;
2.736;2.751792;-1.194836;;
2.736;2.751824;-1.194763;;
2.737;2.751839;-1.19473;;
2.738;2.751841;-1.194725;;
2.758;2.772235;-1.146594;;
2.759;2.772441;-1.146109;;
2.782;2.797501;-1.083484;;
2.783;2.797697;-1.082996;;
2.783;2.797779;-1.082789;;
2.784;2.797779;-1.082789;;
2.803;2.810795;-1.048528;;
2.805;2.810948;-1.048126;;
2.828;2.828875;-0.9987165;;
2.829;2.829021;-0.998313;;
2.83;2.82906;-0.998208;;
2.831;2.82907;-0.9981807;;
2.849;2.845798;-0.9494177;;
2.85;2.84599;-0.9488589;;
2.851;2.846022;-0.9487668;;
2.8575403;;;0.217793215559055;0.282339909935162
2.803;2.810795;-1.048528;;
2.805;2.810948;-1.048126;;
2.828;2.828875;-0.9987165;;
2.829;2.829021;-0.998313;;
2.83;2.82906;-0.998208;;
2.831;2.82907;-0.9981807;;
2.849;2.845798;-0.9494177;;
2.85;2.84599;-0.9488589;;
2.851;2.846022;-0.9487668;;
2.871;2.854398;-0.9232572;;
2.872;2.854485;-0.9229926;;
2.894;2.87856;-0.8449225;;
2.894;2.87856;-0.8449225;;
2.895;2.87856;-0.8449225;;
2.914;2.891935;-0.797903;;
2.915;2.892181;-0.7970384;;
2.916;2.892284;-0.7966748;;
2.937;2.909315;-0.7320431;;
2.938;2.909315;-0.7320431;;
2.959;2.918339;-0.6951848;;
2.96;2.918415;-0.6948752;;
2.96;2.918421;-0.6948482;;
