linearCube2Timestamp;linearCube2XPos;linearCube2YPos;linearCube2newCorr;linearCube2smoothCorr
0;;;0;0
0.079;2.401511;0;;
0.079;2.401511;0;;
0.08;2.401511;0;;
0.101;2.401511;0;;
0.103;2.401511;0;;
0.105;2.401511;0;;
0.106;2.401511;0;;
0.107;2.401511;0;;
0.127;2.401511;0;;
0.128;2.401511;0;;
0.129;2.401511;0;;
0.13;2.401511;0;;
0.145;2.401511;0;;
0.146;2.401511;0;;
0.148;2.401511;0;;
0.167;2.401511;0;;
0.168;2.401511;0;;
0.169;2.401511;0;;
0.169;2.401511;0;;
0.17;2.401511;0;;
0.189;2.401511;0;;
0.19;2.401511;0;;
0.191;2.401511;0;;
0.212;2.401511;0;;
0.213;2.401511;0;;
0.214;2.401511;0;;
0.215;2.401511;0;;
0.216;2.401511;0;;
0.234;2.401511;0;;
0.235;2.401511;0;;
0.237;2.401511;0;;
0.255;2.401511;0;;
0.257;2.401511;0;;
0.259;2.401511;0;;
0.259;2.401511;0;;
0.275;2.401511;0;;
0.275;2.401511;0;;
0.276;2.401511;0;;
0.299;2.401511;0;;
0.299;2.401511;0;;
0.3;2.401511;0;;
0.34;2.401511;0;;
0.341;2.401511;0;;
0.342;2.401511;0;;
0.343;2.401511;0;;
0.344;2.401511;0;;
0.362;2.401511;0;;
0.363;2.401511;0;;
0.363;2.401511;0;;
0.364;2.401511;0;;
0.3739848;;;0;0
0.363;2.401511;0;;
0.363;2.401511;0;;
0.364;2.401511;0;;
0.384;2.421261;0;;
0.385;2.421449;0;;
0.385;2.421481;0;;
0.386;2.421506;0;;
0.406;2.768511;0;;
0.407;2.77211;0;;
0.408;2.777741;0;;
0.409;2.778559;0;;
0.429;2.79962;0;;
0.43;2.799839;0;;
0.431;2.79987;0;;
0.432;2.799877;0;;
0.452;2.821689;0;;
0.453;2.821917;0;;
0.454;2.82195;0;;
0.455;2.821955;0;;
0.474;2.844761;0;;
0.476;2.845012;0;;
0.476;2.845013;0;;
0.477;2.845054;0;;
0.477;2.845054;0;;
0.496;2.866745;0;;
0.497;2.866745;0;;
0.498;2.866745;0;;
0.519;2.888912;0;;
0.519;2.888998;0;;
0.52;2.889148;0;;
0.542;2.911403;0;;
0.543;2.911591;0;;
0.543;2.91166;0;;
0.564;2.933684;0;;
0.564;2.933684;0;;
0.565;2.933684;0;;
0.566;2.933684;0;;
0.586;2.944685;0;;
0.586;2.950936;0;;
0.587;2.954998;0;;
0.588;2.955973;0;;
0.608;2.978204;0;;
0.61;2.978478;0;;
0.61;2.978478;0;;
0.611;2.978478;0;;
0.631;3.000721;0;;
0.631;3.000721;0;;
0.632;3.000721;0;;
0.633;3.000721;0;;
0.653;2.98888;0;;
0.653;2.98888;0;;
0.661;2.98888;0;;
0.662;2.98888;0;;
0.6747773;;;-0.371025277843697;-0.123675092614566
0.677;2.966192;0;;
0.677;2.966192;0;;
0.678;2.966192;0;;
0.679;2.966192;0;;
0.698;2.955547;0;;
0.699;2.955433;0;;
0.7;2.955415;0;;
0.7;2.955413;0;;
0.72;2.922254;0;;
0.721;2.921906;0;;
0.722;2.921852;0;;
0.723;2.921836;0;;
0.742;2.899669;0;;
0.743;2.899456;0;;
0.744;2.8994;0;;
0.767;2.877194;0;;
0.769;2.876984;0;;
0.789;2.854676;0;;
0.791;2.854427;0;;
0.792;2.854407;0;;
0.812;2.832564;0;;
0.813;2.832349;0;;
0.814;2.832302;0;;
0.814;2.832294;0;;
0.834;2.809471;0;;
0.835;2.809244;0;;
0.835;2.809206;0;;
0.855;2.788079;0;;
0.856;2.787821;0;;
0.857;2.787821;0;;
0.858;2.787821;0;;
0.858;2.787821;0;;
0.877;2.76581;0;;
0.878;2.765611;0;;
0.879;2.765549;0;;
0.899;2.743427;0;;
0.9;2.743226;0;;
0.9;2.7432;0;;
0.901;2.743144;0;;
0.92;2.719436;0;;
0.921;2.719436;0;;
0.923;2.719436;0;;
0.923;2.719436;0;;
0.943;2.698681;0;;
0.944;2.698424;0;;
0.945;2.698424;0;;
