circularCube1Timestamp;circularCube1XPos;circularCube1YPos;circularCube1newCorr;circularCube1smoothCorr
0;;;0;0
0.3925362;;;0;0
0.6998471;;;0;0
1.0011656;;;0;0
1.3029605;;;0;0
1.6047573;;;0;0
1.9060515;;;0;0
2.142;-1.029083;1.714931;;
2.188;-0.9693978;1.74934;;
2.206344;;;1;0.333333333333333
2.215;-0.9380627;1.766352;;
2.259;-0.8761584;1.79785;;
2.378;-0.6984675;1.874008;;
2.444;-0.5924151;1.910209;;
2.445;-0.5916633;1.910465;;
2.467;-0.5654523;1.918394;;
2.494;-0.5318075;1.92799;;
2.5096448;;;-0.927678895322331;0.0241070348925564
2.51;-0.4960292;1.937495;;
2.533;-0.4630616;1.945655;;
2.534;-0.4630616;1.945655;;
2.556;-0.4285629;1.95354;;
2.557;-0.4282919;1.953602;;
2.557;-0.4281607;1.953632;;
2.581;-0.3944443;1.960718;;
2.581;-0.3944443;1.960718;;
2.582;-0.3944443;1.960718;;
2.582;-0.3944443;1.960718;;
2.604;-0.3507851;1.968997;;
2.604;-0.3507851;1.968997;;
2.605;-0.3507851;1.968997;;
2.606;-0.3507851;1.968997;;
2.607;-0.3507851;1.968997;;
2.626;-0.3253732;1.973353;;
2.627;-0.3251287;1.973395;;
2.648;-0.2908402;1.978736;;
2.649;-0.2905286;1.978785;;
2.65;-0.2904513;1.978797;;
2.65;-0.2904383;1.978799;;
2.671;-0.2558362;1.983566;;
2.692;-0.2213831;1.987706;;
2.693;-0.2209792;1.987755;;
2.694;-0.2209792;1.987755;;
2.694;-0.2209792;1.987755;;
2.714;-0.1853159;1.991396;;
2.714;-0.1853159;1.991396;;
2.715;-0.1853159;1.991396;;
2.716;-0.1853159;1.991396;;
2.717;-0.1853159;1.991396;;
2.736;-0.1513661;1.994256;;
2.736;-0.15107;1.994281;;
2.737;-0.1504575;1.994333;;
2.758;-0.1087452;1.997031;;
2.758;-0.1083683;1.997055;;
2.759;-0.1079145;1.997085;;
2.76;-0.1077735;1.997094;;
2.761;-0.1077504;1.997095;;
2.78;-0.08129238;1.998345;;
2.78;-0.08118497;1.99835;;
2.781;-0.08098163;1.99836;;
2.801;-0.04618934;1.999463;;
2.802;-0.04583337;1.999474;;
2.803;-0.04577037;1.999476;;
2.804;-0.04575686;1.999477;;
2.8114411;;;0.284513112958861;0.118944739212177
2.824;-0.01022467;1.999974;;
2.824;-0.01022467;1.999974;;
2.825;-0.01022467;1.999974;;
2.826;-0.01022467;1.999974;;
2.846;0.02431219;1.999848;;
2.847;0.0247389;1.999847;;
2.848;0.0247389;1.999847;;
2.855;0.0247389;1.999847;;
2.868;0.05970716;1.999103;;
