circularCube3Timestamp;circularCube3XPos;circularCube3YPos;circularCube3newCorr;circularCube3smoothCorr
0;;;0;0
0.4166072;;;0;0
0.7194125;;;0;0
1.0207125;;;0;0
1.3225151;;;0;0
1.6243171;;;0;0
1.9256179;;;0;0
2.125;1.876181;-0.6927808;;
2.166;1.851127;-0.7571454;;
2.168;1.850857;-0.757841;;
2.169;1.85083;-0.7579105;;
2.189;1.837268;-0.7902098;;
2.211;1.82335;-0.8218152;;
2.212;1.823193;-0.822173;;
2.213;1.823193;-0.822173;;
2.2274199;;;-0.738727085953137;-0.246242361984379
2.233;1.806204;-0.8588398;;
2.234;1.80605;-0.8591735;;
2.234;1.805993;-0.8592953;;
2.235;1.805993;-0.8592953;;
2.254;1.793509;-0.8850458;;
2.255;1.793295;-0.8854859;;
2.256;1.793187;-0.8857082;;
2.257;1.793187;-0.8857082;;
2.277;1.777756;-0.9162723;;
2.277;1.777718;-0.9163464;;
2.278;1.77736;-0.9170562;;
2.279;1.77736;-0.9170562;;
2.279;1.77736;-0.9170562;;
2.298;1.761112;-0.9478762;;
2.299;1.760944;-0.9481936;;
2.299;1.760916;-0.9482482;;
2.319;1.744278;-0.9785091;;
2.32;1.744104;-0.978825;;
2.321;1.744078;-0.9788724;;
2.342;1.726874;-1.008906;;
2.343;1.72671;-1.009192;;
2.343;1.726683;-1.00924;;
2.344;1.726671;-1.009261;;
2.345;1.726669;-1.009264;;
2.366;1.708792;-1.039238;;
2.367;1.70862;-1.039526;;
2.368;1.708592;-1.039573;;
2.368;1.70859;-1.039577;;
2.387;1.690412;-1.068874;;
2.388;1.690217;-1.069188;;
2.389;1.690186;-1.069238;;
2.39;1.690177;-1.069253;;
2.409;1.671535;-1.098152;;
2.409;1.671315;-1.098494;;
2.411;1.671077;-1.098863;;
2.411;1.671063;-1.098884;;
2.431;1.651857;-1.127543;;
2.432;1.651676;-1.127812;;
2.433;1.651629;-1.127883;;
2.453;1.632036;-1.15604;;
2.454;1.631786;-1.1564;;
2.455;1.631604;-1.156661;;
2.455;1.631573;-1.156705;;
2.475;1.611484;-1.184521;;
2.476;1.611141;-1.184995;;
2.477;1.611019;-1.185164;;
2.496;1.590355;-1.212748;;
2.497;1.590128;-1.21305;;
2.498;1.590096;-1.213092;;
2.499;1.590089;-1.213102;;
2.499;1.590088;-1.213103;;
2.518;1.568682;-1.240654;;
2.519;1.568446;-1.240957;;
2.52;1.568406;-1.241009;;
2.5292227;;;0.00272042400166489;-0.245335553983824
2.518;1.568682;-1.240654;;
2.519;1.568446;-1.240957;;
2.52;1.568406;-1.241009;;
2.541;1.546303;-1.268443;;
2.542;1.546303;-1.268443;;
2.543;1.546303;-1.268443;;
2.543;1.546303;-1.268443;;
2.563;1.523725;-1.295478;;
2.564;1.523725;-1.295478;;
2.565;1.523725;-1.295478;;
2.566;1.523725;-1.295478;;
2.585;1.501091;-1.321632;;
2.586;1.500848;-1.321912;;
2.587;1.500804;-1.321963;;
2.588;1.500797;-1.321971;;
2.608;1.477824;-1.347599;;
2.609;1.47761;-1.347837;;
2.61;1.477552;-1.347901;;
2.61;1.477531;-1.347925;;
2.631;1.452809;-1.374535;;
2.631;1.452809;-1.374535;;
2.632;1.452809;-1.374535;;
2.633;1.452809;-1.374535;;
2.652;1.429703;-1.398548;;
2.653;1.429451;-1.398809;;
2.654;1.429411;-1.398851;;
2.655;1.429405;-1.398857;;
2.675;1.405063;-1.4233;;
2.676;1.404825;-1.423539;;
2.677;1.404771;-1.423593;;
2.697;1.379464;-1.448124;;
2.699;1.379189;-1.44839;;
2.7;1.379154;-1.448425;;
2.72;1.353191;-1.47271;;
2.721;1.353191;-1.47271;;
2.743;1.32715;-1.496219;;
2.744;1.32715;-1.496219;;
2.745;1.32715;-1.496219;;
2.764;1.301365;-1.518695;;
2.81;1.246626;-1.563936;;
2.8315265;;;0.0383199997178609;-0.232562220744537
2.832;1.219394;-1.585265;;
2.86;1.205344;-1.595977;;
2.862;1.192308;-1.605729;;
2.863;1.191096;-1.606635;;
2.873;1.177472;-1.616646;;
2.875;1.176957;-1.617025;;
2.875;1.162254;-1.627561;;
2.894;1.146107;-1.639033;;
2.895;1.145943;-1.63915;;
2.896;1.145908;-1.639175;;
2.915;1.119784;-1.657127;;
2.916;1.119449;-1.657358;;
2.917;1.119449;-1.657358;;
2.937;1.090524;-1.676527;;
2.938;1.090275;-1.676692;;
2.939;1.090197;-1.676743;;
2.939;1.090191;-1.676748;;
2.959;1.060933;-1.695407;;
2.959;1.060816;-1.695482;;
2.96;1.060559;-1.695646;;
2.96;1.060559;-1.695646;;
2.98;1.031411;-1.713524;;
2.981;1.030882;-1.713848;;
2.982;1.030728;-1.713942;;
3.002;1.000788;-1.731591;;
3.003;1.000504;-1.731758;;
3.003;1.000458;-1.731786;;
3.004;1.000407;-1.731816;;
3.005;1.000407;-1.731816;;
3.025;0.970854;-1.748546;;
3.026;0.9704604;-1.748769;;
3.027;0.9700955;-1.748975;;
3.051;0.9393783;-1.765664;;
3.052;0.9393783;-1.765664;;
3.056;0.9257263;-1.77285;;
3.058;0.9245569;-1.773466;;
3.059;0.9241748;-1.773667;;
3.083;0.8930681;-1.789519;;
3.084;0.8925287;-1.789794;;
3.085;0.8919141;-1.790107;;
3.102;0.8611928;-1.805084;;
3.102;0.8608917;-1.805231;;
3.103;0.8607613;-1.805295;;
3.104;0.8607395;-1.805305;;
3.124;0.8292642;-1.819974;;
3.125;0.8289382;-1.820126;;
3.126;0.8288848;-1.820151;;
3.126;0.8288609;-1.820162;;
3.1328265;;;0.178463138033355;0.0731678539176268
3.124;0.8292642;-1.819974;;
3.125;0.8289382;-1.820126;;
3.126;0.8288848;-1.820151;;
3.126;0.8288609;-1.820162;;
3.146;0.7970657;-1.834308;;
3.147;0.7970657;-1.834308;;
3.148;0.7970657;-1.834308;;
3.149;0.7970657;-1.834308;;
3.169;0.76474;-1.848019;;
3.169;0.76474;-1.848019;;
3.17;0.76474;-1.848019;;
3.171;0.76474;-1.848019;;
3.171;0.76474;-1.848019;;
3.191;0.7322525;-1.861126;;
3.192;0.7319179;-1.861261;;
3.193;0.73185;-1.861289;;
3.214;0.699331;-1.873749;;
3.215;0.699331;-1.873749;;
3.216;0.699331;-1.873749;;
3.217;0.699331;-1.873749;;
3.235;0.666348;-1.885726;;
3.251;0.6424933;-1.89392;;
3.251;0.6422825;-1.893992;;
3.259;0.6336175;-1.896968;;
3.26;0.6330453;-1.897165;;
3.261;0.6326268;-1.897309;;
3.262;0.6325688;-1.897329;;
3.263;0.6325563;-1.897333;;
3.281;0.5996514;-1.907984;;
3.283;0.5993053;-1.908096;;
3.283;0.599274;-1.908106;;
3.284;0.5992047;-1.908128;;
3.285;0.5992047;-1.908128;;
3.305;0.5656394;-1.918342;;
3.306;0.565346;-1.918431;;
3.306;0.5652089;-1.918473;;
3.327;0.5317288;-1.928021;;
3.327;0.5317288;-1.928021;;
3.328;0.5317288;-1.928021;;
3.329;0.5317288;-1.928021;;
3.347;0.4988037;-1.936796;;
3.348;0.4984302;-1.936896;;
3.349;0.4983633;-1.936913;;
3.35;0.4983487;-1.936917;;
3.37;0.4640705;-1.945415;;
3.37;0.4640705;-1.945415;;
3.371;0.4640705;-1.945415;;
3.372;0.4640705;-1.945415;;
3.391;0.4302349;-1.953172;;
3.392;0.429903;-1.953249;;
3.392;0.429847;-1.953261;;
3.393;0.4297942;-1.953273;;
3.414;0.3952599;-1.960553;;
3.414;0.3952599;-1.960553;;
3.415;0.3952599;-1.960553;;
3.416;0.3952599;-1.960553;;
3.4341273;;;0.187467845728115;0.134750327826443
3.435;0.3615319;-1.967048;;
3.435;0.3615205;-1.96705;;
3.436;0.3611511;-1.967122;;
3.437;0.3610989;-1.967132;;
3.457;0.3271654;-1.973055;;
3.458;0.3268286;-1.973114;;
3.459;0.3267577;-1.973127;;
3.459;0.3267456;-1.973129;;
3.479;0.3091613;-1.975959;;
3.48;0.2952198;-1.978078;;
3.481;0.292424;-1.978503;;
3.482;0.2919569;-1.978575;;
3.5;0.2747461;-1.981038;;
3.502;0.2745404;-1.981067;;
3.502;0.2710811;-1.98153;;
3.522;0.240148;-1.985527;;
3.522;0.240026;-1.985542;;
3.523;0.2398027;-1.985571;;
3.524;0.239767;-1.985576;;
3.525;0.2268856;-1.987072;;
3.543;0.2051207;-1.989452;;
3.544;0.204896;-1.989476;;
3.544;0.2048619;-1.98948;;
3.564;0.1702775;-1.992734;;
3.565;0.1699508;-1.992765;;
3.565;0.1698379;-1.992776;;
3.586;0.1346323;-1.995463;;
3.586;0.1346323;-1.995463;;
3.586;0.1346323;-1.995463;;
3.606;0.1002667;-1.997481;;
3.607;0.09991028;-1.997502;;
3.608;0.09985892;-1.997505;;
3.628;0.06532217;-1.998929;;
3.629;0.06501915;-1.998942;;
3.63;0.06494446;-1.998945;;
3.631;0.06489917;-1.998947;;
3.65;0.02799455;-1.999799;;
3.651;0.02750645;-1.999811;;
3.652;0.02750645;-1.999811;;
3.652;0.02750645;-1.999811;;
3.671;-0.004951881;-1.99999;;
3.672;-0.005380092;-1.999993;;
3.673;-0.005380092;-1.999993;;
3.673;-0.005380092;-1.999993;;
3.693;-0.04008239;-1.999594;;
3.694;-0.04052698;-1.999589;;
3.694;-0.04052698;-1.999589;;
3.695;-0.04052698;-1.999589;;
3.716;-0.07508999;-1.998586;;
3.717;-0.07551017;-1.998574;;
3.717;-0.07551017;-1.998574;;
3.718;-0.07551017;-1.998574;;
3.7364311;;;-0.42903518022088;-0.0210347321531369
3.736;-0.1102149;-1.996953;;
3.738;-0.1107109;-1.99693;;
3.739;-0.1110393;-1.996914;;
3.739;-0.1110907;-1.996912;;
3.759;-0.1280036;-1.995899;;
3.759;-0.1367218;-1.995301;;
3.76;-0.143476;-1.994838;;
3.76;-0.1457535;-1.994682;;
3.782;-0.1812846;-1.991767;;
3.782;-0.1812846;-1.991767;;
3.783;-0.1812846;-1.991767;;
3.803;-0.2155319;-1.988349;;
3.804;-0.2158881;-1.988313;;
3.805;-0.215939;-1.988308;;
3.805;-0.2159477;-1.988307;;
3.806;-0.2159528;-1.988307;;
3.825;-0.2327911;-1.986405;;
3.826;-0.250502;-1.98425;;
3.827;-0.250502;-1.98425;;
3.827;-0.250502;-1.98425;;
3.846;-0.2676936;-1.982003;;
3.847;-0.2831304;-1.979847;;
3.848;-0.2853708;-1.979534;;
3.849;-0.2857507;-1.979481;;
3.868;-0.3024954;-1.976992;;
3.869;-0.3024954;-1.976992;;
3.87;-0.3024954;-1.976992;;
3.89;-0.3366976;-1.971451;;
3.891;-0.3370049;-1.971401;;
3.892;-0.3370965;-1.971387;;
3.893;-0.3496583;-1.96918;;
3.912;-0.3712589;-1.965238;;
3.913;-0.3714685;-1.965199;;
3.913;-0.3714989;-1.965194;;
3.914;-0.3715354;-1.965187;;
3.933;-0.4056609;-1.958424;;
3.934;-0.4059895;-1.958359;;
3.934;-0.4061063;-1.958335;;
3.935;-0.4061063;-1.958335;;
3.955;-0.4399138;-1.951015;;
3.955;-0.4401334;-1.950968;;
3.956;-0.4403425;-1.950922;;
3.957;-0.4403425;-1.950922;;
3.976;-0.4742942;-1.942943;;
3.977;-0.4746407;-1.942862;;
3.977;-0.4747002;-1.942848;;
4.007;-0.5256466;-1.929682;;
4.008;-0.5259807;-1.929596;;
4.009;-0.5260534;-1.929577;;
4.009;-0.5260658;-1.929574;;
4.021;-0.5423386;-1.925062;;
4.024;-0.5425779;-1.924996;;
4.025;-0.5426263;-1.924982;;
4.027;-0.5631945;-1.919065;;
4.028;-0.5631945;-1.919065;;
4.0372304;;;-0.00634791603321105;-0.0826384168419921
4.046;-0.5763179;-1.915164;;
4.047;-0.5765408;-1.915098;;
4.048;-0.5766298;-1.915071;;
4.049;-0.5864679;-1.912063;;
4.067;-0.6090567;-1.905004;;
4.068;-0.6092734;-1.904937;;
4.069;-0.6093404;-1.904916;;
