linearCube3Timestamp;linearCube3XPos;linearCube3YPos;linearCube3newCorr;linearCube3smoothCorr
0;;;0;0
0.167;-0.2188755;0.7;;
0.168;-0.2188755;0.7;;
0.169;-0.2188755;0.7;;
0.188;-0.2188755;0.7;;
0.189;-0.2188755;0.7;;
0.19;-0.2188755;0.7;;
0.212;-0.2188755;0.7;;
0.212;-0.2188755;0.7;;
0.213;-0.2188755;0.7;;
0.214;-0.2188755;0.7;;
0.233;-0.2188755;0.7;;
0.234;-0.2188755;0.7;;
0.235;-0.2188755;0.7;;
0.236;-0.2188755;0.7;;
0.256;-0.2188755;0.7;;
0.259;-0.2188755;0.7;;
0.26;-0.2188755;0.7;;
0.278;-0.2188755;0.7;;
0.279;-0.2188755;0.7;;
0.281;-0.2188755;0.7;;
0.282;-0.2188755;0.7;;
0.3;-0.2188755;0.7;;
0.305;-0.2188755;0.7;;
0.306;-0.2188755;0.7;;
0.308;-0.2188755;0.7;;
0.321;-0.2188755;0.7;;
0.322;-0.2188755;0.7;;
0.323;-0.2188755;0.7;;
0.368;-0.2188755;0.7;;
0.369;-0.2188755;0.7;;
0.389;-0.2188755;0.7;;
0.39;-0.2188755;0.7;;
0.391;-0.2188755;0.7;;
0.392;-0.2188755;0.7;;
0.414;-0.2188755;0.7;;
0.446;-0.2188755;0.7;;
0.458;-0.2188755;0.7;;
0.4747651;;;0;0
0.504;0.3738627;0.7;;
0.527;0.4015869;0.7;;
0.528;0.4018337;0.7;;
0.529;0.4018776;0.7;;
0.53;0.4018854;0.7;;
0.549;0.4366295;0.7;;
0.55;0.4370828;0.7;;
0.57;0.4727791;0.7;;
0.571;0.473148;0.7;;
0.572;0.4732029;0.7;;
0.591;0.5082303;0.7;;
0.592;0.5085789;0.7;;
0.593;0.5086846;0.7;;
0.593;0.5086846;0.7;;
0.613;0.5436864;0.7;;
0.613;0.5439536;0.7;;
0.614;0.5441276;0.7;;
0.615;0.5441276;0.7;;
0.634;0.5790396;0.7;;
0.635;0.5794231;0.7;;
0.657;0.6243253;0.7;;
0.658;0.6247347;0.7;;
0.681;0.6507732;0.7;;
0.682;0.6509694;0.7;;
0.682;0.6509878;0.7;;
0.683;0.6510433;0.7;;
0.684;0.6510524;0.7;;
0.703;0.6869138;0.7;;
0.704;0.6869138;0.7;;
0.705;0.6869138;0.7;;
0.725;0.7220964;0.7;;
0.726;0.7225334;0.7;;
0.747;0.7582234;0.7;;
0.749;0.7582234;0.7;;
0.769;0.7936568;0.7;;
0.77;0.7941054;0.7;;
0.771;0.7941054;0.7;;
0.771;0.7941054;0.7;;
0.7765689;;;-0.326980038716107;-0.108993346238702
0.769;0.7936568;0.7;;
0.77;0.7941054;0.7;;
0.771;0.7941054;0.7;;
0.771;0.7941054;0.7;;
0.79;0.8293288;0.7;;
0.791;0.829714;0.7;;
0.792;0.8297851;0.7;;
0.793;0.8297851;0.7;;
0.814;0.8732657;0.7;;
0.815;0.8738692;0.7;;
0.835;0.9007164;0.7;;
0.836;0.9013987;0.7;;
0.837;0.9013987;0.7;;
0.837;0.9013987;0.7;;
0.857;0.9365395;0.7;;
0.857;0.9365919;0.7;;
0.865;0.9369789;0.7;;
0.865;0.9369812;0.7;;
0.879;0.9770091;0.7;;
0.879;0.9777473;0.7;;
0.88;0.9777473;0.7;;
0.901;1.008033;0.7;;
0.901;1.008171;0.7;;
0.902;1.008359;0.7;;
0.903;1.008389;0.7;;
0.924;1.044048;0.7;;
0.925;1.044367;0.7;;
0.925;1.044419;0.7;;
0.926;1.044469;0.7;;
0.946;1.079607;0.7;;
0.947;1.080052;0.7;;
0.948;1.080052;0.7;;
0.968;1.124267;0.7;;
0.969;1.124726;0.7;;
0.97;1.124792;0.7;;
0.971;1.124807;0.7;;
0.971;1.12481;0.7;;
0.993;1.150341;0.7;;
0.994;1.150805;0.7;;
0.995;1.151415;0.7;;
1.017;1.186216;0.7;;
1.018;1.186885;0.7;;
1.019;1.1873;0.7;;
1.019;1.18737;0.7;;
1.039;1.222756;0.7;;
1.039;1.222787;0.7;;
1.04;1.223127;0.7;;
1.061;1.258213;0.7;;
1.061;1.258314;0.7;;
1.062;1.258579;0.7;;
1.063;1.258629;0.7;;
1.064;1.258637;0.7;;
1.0783734;;;0.374759233102691;0.015926398128861
1.083;1.293445;0.7;;
1.085;1.294225;0.7;;
1.106;1.330461;0.7;;
1.107;1.330461;0.7;;
1.107;1.330461;0.7;;
1.128;1.374538;0.7;;
1.128;1.374538;0.7;;
1.129;1.374538;0.7;;
1.149;1.401651;0.7;;
1.193;1.472602;0.7;;
1.194;1.472942;0.7;;
1.215;1.508902;0.7;;
1.217;1.509561;0.7;;
1.218;1.509713;0.7;;
1.218;1.509738;0.7;;
1.219;1.509751;0.7;;
